member_noSource,Month,Total
1206,6,3100.90
7049,6,121370.40
4423,6,30288.00
3364,6,8454.60
8376,6,55856.10
8521,6,18347.80
3103,6,4631.00
7899,6,147152.50
7576,6,159829.10
6206,6,32951.90
8312,6,47134.80
7690,6,72099.70
4359,6,5198.60
6320,6,982.30
5261,6,7745.10
1099,6,2767.60
9796,6,40965.20
5520,6,75990.60
8426,6,32231.10
9328,6,131373.60
7367,6,112954.80
3630,6,41176.50
9682,6,363869.80
1835,6,42352.00
4150,6,3922.60
6111,6,134960.60
6733,6,5196.40
7158,6,29256.90
6256,6,62958.40
5945,6,1347.50
7583,6,7642.80
5000,6,11431.10
7106,6,63006.30
8744,6,151924.00
1574,6,132272.00
8953,6,104411.80
7894,6,87231.30
10000,6,444849.00
6161,6,43826.50
7417,6,41789.20
9689,6,118641.10
629,6,5424.00
2621,6,78304.00
1365,6,4952.20
7208,6,29785.30
9791,6,116412.00
6897,6,3173.50
7799,6,34595.00
9480,6,206300.30
5318,6,81043.60
6097,6,5273.40
4841,6,5595.70
8526,6,136323.90
6211,6,22544.00
3305,6,70352.00
7042,6,174880.00
1624,6,12970.30
6522,6,130135.00
9896,6,250731.40
8203,6,134042.40
1458,6,5112.80
2785,6,2033.90
8317,6,121026.70
2671,6,74176.00
6781,6,16573.50
7683,6,191663.10
6470,6,76854.10
8939,6,130650.70
4777,6,1623.60
3096,6,5241.50
7942,6,136818.40
9364,6,200016.20
8419,6,106719.10
9789,6,392040.00
5513,6,91770.00
8678,6,261900.00
8367,6,13058.10
4091,6,17610.00
6997,6,127319.80
1465,6,9648.00
3780,6,7029.00
4682,6,31378.30
4827,6,8203.10
3457,6,31391.80
6674,6,116444.00
6363,6,121272.00
7410,6,133485.30
7733,6,79768.30
831,6,23456.00
8469,6,23277.10
8989,6,152445.20
6579,6,108328.10
8158,6,162646.40
7524,6,30340.90
5563,6,66911.50
8780,6,145682.70
5209,6,7887.00
9630,6,322940.10
7315,6,149808.50
5354,6,5256.90
7201,6,122319.40
7949,6,302994.20
5988,6,4039.20
8996,6,94425.00
5779,6,1697.30
6724,6,7835.50
9941,6,129052.90
2987,6,5216.00
7460,6,8727.40
3889,6,4684.90
6940,6,61633.40
2353,6,1602.70
1097,6,2883.10
7885,6,42173.00
983,6,64849.40
8476,6,57900.50
9523,6,275685.30
8621,6,205545.60
2778,6,19143.50
5050,6,723.80
4625,6,44687.90
6306,6,60311.40
9948,6,72216.90
8310,6,71504.00
5995,6,99136.00
1199,6,143.00
9046,6,94329.90
7676,6,112013.30
9637,6,250116.60
8735,6,76014.10
4459,6,58642.50
2254,7,59312.00
4569,7,50242.90
6841,7,318906.50
6250,7,60055.90
7361,7,137170.50
3199,7,340096.00
6727,7,75328.00
3719,7,105499.30
6936,7,149446.30
9365,7,88988.60
4778,7,145232.70
9842,7,347675.80
2983,7,469.70
4042,7,4406.60
5255,7,144843.10
4353,7,97744.00
3408,7,64688.00
7202,7,40870.60
3985,7,86416.00
5407,7,10144.00
8624,7,94681.10
7722,7,5288.20
9683,7,397039.40
9828,7,389857.60
5096,7,98821.30
4462,7,87072.00
6632,7,119128.40
1454,7,3577.20
1620,7,5227.20
7411,7,33627.00
9892,7,415575.70
6784,7,51556.40
5882,7,16945.00
5616,7,66256.00
5305,7,84336.00
9410,7,292239.20
3567,7,194704.00
5839,7,89568.00
3878,7,82875.80
6193,7,29517.30
870,7,38156.40
1772,7,33408.00
9733,7,269381.70
4201,7,51712.00
6359,7,193056.00
7729,7,377518.90
8788,7,226860.90
4721,7,193176.10
9619,7,280788.70
3776,7,7472.00
7304,7,370828.90
6568,7,214880.00
8883,7,222406.10
5198,7,69165.90
6257,7,68384.00
7513,7,108422.80
4519,7,22320.00
3040,7,114336.00
9626,7,501674.50
7468,7,145264.00
8515,7,310192.00
9417,7,209143.50
8992,7,122375.50
3358,7,39344.00
3669,7,101408.00
6618,7,53319.20
9835,7,172531.20
1086,7,13989.80
7000,7,240888.10
5248,7,62440.30
4728,7,61904.00
5984,7,63335.50
3783,7,23955.70
8256,7,227321.80
3156,7,52535.60
9310,7,273975.00
8999,7,259461.70
6373,7,179760.20
5948,7,91648.00
8574,7,224903.50
9633,7,303437.80
5046,7,123310.10
3987,7,58976.00
5739,7,232397.60
7318,7,106766.60
9944,7,649836.50
8688,7,320338.90
9590,7,390618.60
2306,7,71888.00
4153,7,160000.00
3251,7,33104.00
3885,7,98316.00
8892,7,181222.50
3049,7,125849.70
6734,7,207728.00
5675,7,140512.00
9006,7,286113.80
2572,7,25504.00
4730,7,72740.90
5789,7,129520.00
3092,7,80827.30
5053,7,70181.60
9526,7,144077.40
5998,7,3353.90
8270,7,202494.40
6900,7,218536.00
5573,7,132656.00
7679,7,218355.90
8581,7,197617.00
3569,7,10560.00
8790,7,227367.00
7254,7,16108.50
6943,7,69911.20
1411,7,71776.00
9424,7,161032.10
8365,7,199467.90
3892,7,30372.40
9735,7,410858.90
6518,7,132032.00
9056,7,129471.60
9958,7,529475.20
5371,7,182288.40
4469,7,129120.00
6741,7,258150.20
7261,7,210907.20
9576,7,464315.30
4635,7,72896.00
8320,7,162544.80
3308,7,21776.00
5414,7,15392.00
2040,7,1773.20
2883,7,66049.80
6100,7,74243.00
8949,7,70915.00
8047,7,183504.00
2997,7,34057.40
5421,7,8421.30
5732,7,21584.00
7102,7,35685.90
4253,7,103369.80
3785,7,62027.90
7470,7,106169.50
8213,7,223942.80
1259,7,9800.60
2681,7,767.80
8524,7,208271.10
5630,7,109398.40
3201,7,82228.70
6532,7,224504.30
9158,7,329492.00
3626,7,139920.00
7052,7,78875.50
2999,7,32281.30
1831,7,26752.00
5205,7,39088.00
2890,7,49008.10
4369,7,6976.00
8842,7,266611.40
9901,7,480548.20
7586,7,229152.70
5791,7,7888.00
9858,7,304286.20
3208,7,61184.00
4110,7,71536.00
6425,7,56160.00
2897,7,82384.00
9642,7,246058.70
5905,7,62568.20
9433,7,195094.60
8697,7,385660.90
3374,7,9763.50
5480,7,75047.20
5689,7,140211.40
6000,7,92661.70
7961,7,166135.40
5055,7,23840.00
7059,7,139889.70
9794,7,441952.40
2104,7,142582.00
3006,7,29168.00
2415,7,18382.10
6691,7,8924.30
4585,7,87712.00
7211,7,277014.60
2581,7,93872.00
4896,7,75832.40
1679,7,1179.20
8633,7,527286.80
9058,7,178106.20
4471,7,209019.50
9483,7,589849.00
9267,7,348644.90
1254,7,62128.00
3424,7,125350.00
4794,7,73536.00
5696,7,46449.90
8011,7,179060.40
8322,7,70696.20
5105,7,262720.00
7529,7,88864.00
9490,7,476170.50
9844,7,295402.30
741,7,50576.00
4426,7,2781.90
4478,7,60240.00
8474,7,188627.20
4789,7,180192.00
1895,7,59904.00
2206,7,43152.90
4521,7,17516.00
7852,7,350471.70
7427,7,158028.90
7218,7,6231.50
6159,7,31118.50
2529,7,5043.50
7738,7,279803.30
4687,7,82494.20
6057,7,100032.00
8683,7,60830.10
7579,7,188418.10
6945,7,150320.00
8004,7,124336.00
6634,7,83516.10
4319,7,25646.60
9851,7,929017.80
2047,7,1210.00
8170,7,119241.20
2524,7,21048.00
6800,7,271761.20
6209,7,207872.70
5473,7,129679.50
4103,7,5498.90
4953,7,17811.60
1788,7,4866.40
5162,7,82960.00
8265,7,57335.60
6895,7,193316.00
7745,7,136047.90
7320,7,120499.50
2956,7,120768.00
8488,7,331994.80
6173,7,189808.00
8379,7,119232.60
7752,7,78109.90
7543,7,302192.00
641,7,2285.80
8799,7,318936.80
9701,7,158664.10
6693,7,158228.30
9008,7,136901.40
4689,7,119440.00
5748,7,120227.70
4378,7,27392.00
3476,7,161104.00
2220,7,21360.00
8583,7,175033.50
8965,7,198154.00
8063,7,363988.20
3642,7,157482.40
7638,7,66303.70
6382,7,139564.70
2315,7,22720.00
2106,7,54623.50
2740,7,68928.00
8540,7,126757.30
5957,7,50864.70
5532,7,139520.10
6534,7,165632.00
4428,7,91568.00
7436,7,195707.30
9751,7,552664.40
8381,7,76336.00
4853,7,184176.00
7125,7,117158.60
6223,7,89360.00
9015,7,278340.70
2424,7,848.10
1377,7,5853.10
1168,7,31328.00
1802,7,53936.00
432,7,4466.00
4003,7,58064.00
5964,7,123728.00
9326,7,200711.90
6275,7,47824.00
4117,7,36848.00
952,7,24256.00
8165,7,110369.40
5850,7,281840.00
3692,7,51520.00
7486,7,166387.90
5171,7,104998.70
9231,7,348087.70
8172,7,108472.40
4435,7,205840.00
2474,7,34528.00
8006,7,152216.20
2797,7,5153.50
7384,7,132992.00
6636,7,219824.00
2372,7,11136.00
4530,7,14112.00
2683,7,50400.00
7068,7,69120.00
1536,7,78768.00
8215,7,137308.70
9117,7,155908.80
9072,7,608190.40
2056,7,78288.00
7847,7,286166.00
2792,7,41712.00
5221,7,100912.00
945,7,886.60
800,7,5480.20
8958,7,158446.40
9383,7,480723.60
9592,7,332437.50
1268,7,49799.80
2170,7,81760.00
2481,7,55648.00
5855,7,104818.80
5482,7,107984.00
6686,7,157163.90
9903,7,394877.70
7797,7,284062.30
4371,7,124224.00
8856,7,234982.50
5705,7,87565.30
6961,7,56375.10
2379,7,139296.00
8222,7,196008.70
5596,7,53927.70
9281,7,274676.40
7386,7,212364.60
7075,7,223664.00
484,7,62352.00
2965,7,34048.00
6650,7,212893.30
9131,7,142911.60
4855,7,97497.50
6816,7,11165.80
5914,7,69524.30
7170,7,45427.60
6434,7,185917.90
5178,7,8720.80
1638,7,89728.00
3174,7,4688.00
6968,7,43557.20
8338,7,435515.60
6377,7,17376.00
5121,7,1189.10
4271,7,23324.40
7488,7,233040.00
9917,7,824455.80
9181,7,245840.00
8972,7,136443.20
7913,7,271234.30
2279,7,4644.20
7177,7,139304.30
6866,7,161123.20
5807,7,153328.70
4169,7,37102.70
7697,7,173619.70
8756,7,480709.60
9658,7,213175.60
7811,7,59855.80
5496,7,54640.00
3535,7,74336.00
5959,7,92281.70
2431,7,57552.00
9290,7,254314.90
2742,7,139568.00
4703,7,147888.00
9644,7,190952.40
1061,7,40384.00
9810,7,187314.80
4278,7,140736.00
3376,7,24496.00
5337,7,5203.00
6916,7,101379.10
9074,7,70484.10
9385,7,323365.00
5064,7,68766.40
3694,7,128528.00
7393,7,251420.50
2172,7,1958.00
8129,7,182574.30
7538,7,130272.20
9499,7,258318.40
7227,7,99096.10
3117,7,52640.00
6123,7,123269.30
9651,7,350820.30
2749,7,78531.80
9860,7,363235.80
7545,7,11543.40
6809,7,268466.30
2013,7,1732.50
3383,7,11872.00
5698,7,71584.00
3592,7,59888.00
4226,7,98448.00
4537,7,45158.00
7443,7,71121.50
9601,7,312531.10
1911,7,50576.00
9549,7,110221.50
5273,7,131648.00
5864,7,4743.20
6175,7,150534.60
2647,7,2555.30
4962,7,46240.00
7754,7,79936.00
5548,7,71643.50
6607,7,156562.10
2331,7,19936.00
9824,7,261529.40
3701,7,72819.90
8288,7,322728.00
9399,7,398547.60
7438,7,192101.50
1906,7,134256.00
5237,7,58496.00
2020,7,1870.00
8454,7,82772.60
6493,7,44709.60
7552,7,42992.00
6348,7,72497.60
8238,7,157293.30
7179,7,196032.00
7127,7,71517.70
3753,7,78814.10
8663,7,348373.90
6702,7,203376.00
6811,7,38592.00
6500,7,281983.40
1647,7,70352.00
7293,7,100753.70
5555,7,74544.00
1279,7,28064.00
2338,7,128700.30
6023,7,110844.00
8181,7,252032.00
9240,7,548320.40
7134,7,135994.90
6075,7,108966.90
9760,7,274442.00
5130,7,5706.80
7445,7,105298.80
5650,7,96140.00
9926,7,684253.20
4394,7,47611.60
8504,7,150032.00
8815,7,75274.70
8245,7,261725.20
2547,7,102783.10
7020,7,80176.00
9335,7,388473.40
3803,7,101630.90
4862,7,42336.00
3969,7,18576.00
4437,7,119560.70
5028,7,89610.70
9501,7,595075.40
8822,7,128350.20
4235,7,89360.00
3644,7,9392.00
4869,7,45378.70
3810,7,48848.00
2908,7,96317.20
8397,7,74511.80
7877,7,104827.10
6975,7,252848.00
2699,7,5124.90
4660,7,122739.40
3385,7,37012.90
8708,7,299021.20
9767,7,313546.20
5180,7,135456.00
5491,7,135890.80
1963,7,8624.00
593,7,3710.30
1652,7,20848.00
4755,7,57424.00
5814,7,98374.20
7070,7,170278.10
9342,7,290640.00
3499,7,9766.90
7972,7,125739.80
8295,7,92752.00
2763,7,3767.50
1970,7,158624.00
7813,7,225744.00
5389,7,114040.30
3074,7,61552.00
6291,7,158752.00
5966,7,6128.00
1379,7,74864.00
4596,7,68384.00
3651,7,77936.00
7388,7,178520.30
3226,7,4972.60
7502,7,69902.60
5187,7,115264.30
6443,7,4034.80
6132,7,73232.00
4762,7,22892.80
5230,7,122343.60
5707,7,47532.70
9081,7,366242.20
9983,7,403893.80
8613,7,254792.10
7711,7,109634.70
4337,7,74065.40
4971,7,219040.00
4069,7,6657.20
1234,7,89632.00
9558,7,228915.50
4026,7,69968.00
3124,7,48078.90
9033,7,218252.40
9978,7,691297.80
8722,7,401447.50
6761,7,127120.00
6927,7,75179.30
6025,7,38033.80
8297,7,187952.00
7395,7,134775.70
2765,7,122560.00
8817,7,146752.00
3285,7,5019.30
6191,7,120326.50
2029,7,61008.00
7872,7,440222.00
6970,7,149200.00
1293,7,39760.00
2549,7,3990.80
4978,7,127988.80
3919,7,130528.00
6343,7,91092.60
7402,7,197918.80
7136,7,165040.00
9565,7,289703.80
8506,7,258704.00
7713,7,192160.00
9674,7,423773.20
4496,7,49605.50
5398,7,877.80
7827,7,165812.00
925,7,19040.00
6768,7,174394.20
4973,7,3843.40
4662,7,95435.80
6977,7,126509.20
8036,7,203258.70
9292,7,220670.10
6032,7,123484.70
9249,7,402509.20
5296,7,15168.00
3926,7,96192.10
6666,7,21154.40
2079,7,108000.00
9883,7,302997.90
3335,7,38288.00
7186,7,126203.10
8088,7,106521.50
5607,7,28267.10
3501,7,35840.00
1343,7,36160.00
4871,7,5282.20
6241,7,326505.80
9458,7,357195.50
5137,7,223659.40
6507,7,35220.60
8665,7,510387.70
4192,7,119024.00
5023,7,123056.00
6984,7,156880.30
2397,7,112779.20
3767,7,125072.00
4712,7,88464.00
9299,7,229252.90
7504,7,109969.20
8354,7,126176.10
6082,7,311120.00
9819,7,693721.00
4401,7,25808.00
2606,7,23922.00
6400,7,128671.80
7193,7,85931.50
7034,7,32448.00
5455,7,131760.00
4553,7,225317.30
5030,7,72168.10
1502,7,75664.00
8290,7,188366.20
4128,7,68094.10
9306,7,274682.70
8924,7,376324.70
7554,7,101.20
8188,7,181859.20
6920,7,223840.00
3558,7,10737.70
9090,7,381061.50
4814,7,92768.00
7195,7,138528.00
2722,7,12288.00
5037,7,30000.50
6407,7,158640.00
7663,7,187523.60
7829,7,189866.00
6884,7,229874.20
3876,7,70672.00
2297,7,84704.00
7404,7,44992.00
7093,7,124048.00
9719,7,363273.30
8774,7,36764.30
2931,7,6183.10
8983,7,402441.20
5412,7,68688.00
1136,7,56272.00
2195,7,32832.00
7245,7,45474.80
9097,7,519117.30
8304,7,322641.10
3674,7,74954.80
9206,7,206296.90
6300,7,133776.00
7359,7,129116.80
6934,7,77336.10
5875,7,15912.60
8781,7,271585.00
7879,7,140016.00
2036,7,49152.00
4619,7,96618.00
4828,7,8822.30
9415,7,209474.40
4194,7,68064.00
3292,7,91485.60
2981,7,60432.00
3883,7,144480.00
1922,7,24288.00
7568,7,132208.00
7620,7,49152.00
7931,7,170668.70
8399,7,91264.00
3724,7,47404.70
8045,7,126112.00
9301,7,242437.90
6350,7,242688.00
4714,7,86259.50
9567,7,229021.30
8622,7,104285.30
4035,7,54224.00
3610,7,134529.20
6870,7,35435.20
8831,7,184202.60
6827,7,91872.00
2354,7,115971.30
9465,7,334011.70
8406,7,182176.00
6091,7,116066.20
9776,7,246320.40
4453,7,79643.80
9351,7,314343.90
7981,7,245270.40
400,7,4513.30
5780,7,114537.90
711,7,4511.10
6243,7,61744.80
8672,7,265233.70
7302,7,177454.40
5507,7,106496.00
7936,7,510128.00
6877,7,147526.60
5298,7,76833.10
4562,7,81466.30
5621,7,70820.60
3660,7,44912.00
8247,7,329308.70
6452,7,171264.00
8724,7,182843.60
5196,7,130034.50
9992,7,329472.60
7988,7,148143.80
7086,7,81890.70
7677,7,252384.90
7589,7,58512.00
1860,7,36678.30
7038,7,150372.20
3313,7,35088.00
8294,7,290176.00
6955,7,104936.40
8408,7,132744.30
5400,7,80653.70
4132,7,65776.00
2026,7,75282.80
7475,7,158035.80
6219,7,153952.00
3396,7,37424.00
2660,7,118176.00
4113,7,75920.00
6739,7,195280.00
8192,7,187305.40
8845,7,311756.50
3916,7,53728.00
2577,7,67040.00
8275,7,175904.20
5452,7,246816.00
9531,7,327664.00
6822,7,184920.90
3999,7,350.90
3097,7,741.40
4664,7,21996.10
9880,7,522352.00
2926,7,21467.70
2895,7,64400.00
6269,7,11380.60
7171,7,157664.50
2076,7,63280.00
8427,7,94707.60
2159,7,72288.00
6238,7,86719.50
3966,7,22095.50
540,7,71040.00
4816,7,4470.40
4982,7,13338.70
4785,7,48992.00
6352,7,64560.00
9581,7,280734.80
2679,7,84184.90
7843,7,106322.90
6587,7,161403.90
1606,7,4984.10
8040,7,84435.00
6504,7,9309.30
7221,7,55316.30
2945,7,75696.00
7024,7,111458.90
5217,7,5344.90
4315,7,138797.40
7926,7,212145.40
7107,7,415289.80
5032,7,178742.00
6288,7,75962.20
7190,7,21697.50
4367,7,144960.00
8643,7,84792.70
7741,7,382927.90
8560,7,202856.20
9194,7,375808.50
839,7,15751.10
9899,7,270942.00
6637,7,105555.50
3263,7,77392.00
7342,7,137792.00
4633,7,4318.60
8909,7,188838.90
6720,7,2708.20
5953,7,4647.50
8610,7,161286.20
5787,7,36672.00
4417,7,81840.00
3161,7,16848.00
3244,7,55552.00
5117,7,71936.00
9949,7,422557.30
7743,7,144920.20
6487,7,257536.00
5034,7,183337.80
1475,7,37615.10
7121,7,99199.60
6924,7,59792.00
2845,7,43728.00
5720,7,50096.00
7641,7,45393.60
4267,7,71072.00
5637,7,226190.50
7090,7,199936.00
6188,7,138832.00
4381,7,168131.50
4932,7,1216.00
2826,7,48160.00
6905,7,115216.00
2275,7,39568.00
8593,7,200704.00
7325,7,135643.80
4514,7,29958.80
6620,7,98704.00
2427,7,70480.00
8778,7,509327.10
7439,7,139167.30
5986,7,70546.50
3714,7,22768.00
5250,7,5385.60
269,7,5446.10
8809,7,237824.00
1710,7,5167.80
8042,7,164950.80
3061,7,66672.00
9963,7,444791.70
4431,7,58731.70
9412,7,365425.90
1057,7,28512.00
8510,7,182189.90
3581,7,123072.00
6404,7,75648.00
9932,7,390606.10
4951,7,11837.90
9227,7,287447.80
7292,7,151756.40
587,7,2016.00
8745,7,346537.80
7489,7,116209.20
8391,7,34099.00
1957,7,62512.00
5485,7,8370.40
4583,7,233088.00
6556,7,93648.00
8828,7,176448.50
4749,7,66944.40
5269,7,71152.00
7375,7,372233.20
4564,7,90735.90
4013,7,256.00
3111,7,51275.60
8092,7,116494.50
3080,7,3237.30
8911,7,218256.00
3930,7,69280.00
5383,7,121058.20
2560,7,54192.00
1342,7,58848.00
2643,7,32576.00
7273,7,178798.00
1741,7,3008.00
3194,7,60432.00
5352,7,155456.00
9431,7,485452.20
8009,7,227656.20
8358,7,295374.60
9260,7,273982.60
6252,7,133358.20
6957,7,362896.30
6138,7,129911.90
2610,7,1321.10
6855,7,317456.00
8225,7,79379.20
3949,7,78599.90
9595,7,314299.60
7674,7,107805.30
7275,7,4140.40
3196,7,64224.00
4566,7,81258.00
1743,7,55939.30
3113,7,14830.60
8759,7,399843.20
2562,7,79747.00
1857,7,992.00
3830,7,74992.00
7389,7,108288.00
6102,7,183856.00
6653,7,78317.10
6456,7,19100.50
7909,7,159493.20
8811,7,177320.50
7992,7,277982.10
9414,7,363292.20
5366,7,40826.00
8626,7,162790.20
7256,7,79360.50
4350,7,22950.10
3996,7,75440.40
7173,7,54646.00
6705,7,143734.60
6069,7,53459.70
2809,7,594.00
1439,7,33904.00
1356,7,113296.00
9046,7,264178.90
8144,7,65440.70
8310,7,76480.00
7408,7,150272.00
6152,7,48128.00
5955,7,8032.00
1959,7,5485.70
3963,7,59392.00
8944,7,341380.70
9495,7,153226.60
4483,7,84154.40
2676,7,45008.00
3932,7,47360.00
9578,7,236601.40
8125,7,252828.50
6470,7,291792.00
6824,7,85232.00
7726,7,78420.00
5537,7,7396.00
6907,7,273479.70
2308,7,71984.00
9210,7,315999.00
6356,7,130068.80
9179,7,265942.00
7923,7,109031.40
2092,7,661.10
6171,7,4605.70
4915,7,45394.80
8994,7,288296.30
9896,7,507090.20
9813,7,190473.30
3462,7,192394.40
2009,7,6528.00
4096,7,75488.00
7624,7,189773.00
2175,7,56471.60
2244,7,1604.90
7225,7,96640.00
6520,7,176263.30
7339,7,208320.00
2878,7,123440.00
7859,7,272884.80
4331,7,72880.00
2327,7,25904.00
9946,7,386670.90
8493,7,91495.50
7942,7,195125.50
2961,7,76240.00
6489,7,62319.00
7040,7,225086.20
5587,7,91072.70
4383,7,110035.40
3481,7,141760.00
7206,7,223757.60
4497,7,8219.20
6921,7,133935.50
9079,7,225986.70
7823,7,350906.90
8177,7,169074.20
4098,7,22112.00
6370,7,82180.50
8996,7,250971.50
7626,7,324864.00
2645,7,102097.20
1909,7,50976.00
9713,7,287919.60
4181,7,59163.10
7524,7,182981.40
1992,7,56368.00
4815,7,104256.00
8343,7,228869.80
9611,7,166987.90
7873,7,78540.20
8578,7,265187.00
6154,7,64176.00
2626,7,52112.00
7607,7,250480.00
2341,7,77304.90
7790,7,204704.00
8692,7,158958.70
1593,7,160366.50
3160,7,5238.40
4416,7,74514.40
5869,7,202640.00
5684,7,202144.00
6503,7,169692.40
9212,7,269554.10
4231,7,1252.90
2778,7,27095.10
6940,7,250755.90
7842,7,181558.90
5767,7,120113.20
9815,7,201325.20
672,7,75040.00
3381,7,1749.00
2125,7,67440.00
6204,7,141013.20
7372,7,36847.10
8628,7,76385.80
9447,7,205235.00
3013,7,1761.10
5888,7,39984.00
7258,7,126877.10
7809,7,118208.00
4632,7,64304.50
9262,7,337397.00
7455,7,143197.40
4250,7,33456.00
7975,7,508715.40
5786,7,101886.00
8609,7,314962.90
7892,7,11383.20
9865,7,230665.30
8526,7,179289.00
6605,7,88464.00
6788,7,10515.40
6871,7,188953.70
603,7,37152.00
4682,7,78907.60
8210,7,36074.60
3946,7,31424.00
8927,7,29152.50
5316,7,50246.20
7474,7,261334.40
3863,7,123440.00
6738,7,99658.10
7391,7,133292.10
3127,7,2913.90
2576,7,48080.00
1626,7,52592.00
1123,7,35552.00
2291,7,3507.90
5819,7,286416.00
7272,7,51878.00
4366,7,55207.50
2996,7,2566.30
8642,7,132835.40
7792,7,81391.70
5083,7,227968.00
3630,7,20560.00
2894,7,3941.30
5052,7,54800.00
2343,7,76192.00
5603,7,59368.30
9328,7,375699.50
4347,7,238720.00
6505,7,133152.00
7355,7,143982.30
4532,7,43992.70
6771,7,57422.50
8224,7,63568.00
7958,7,100030.00
9879,7,392706.50
5401,7,173504.10
4499,7,103376.00
3948,7,49392.50
7139,7,46553.60
8395,7,81026.20
5686,7,128672.00
2863,7,56560.00
9765,7,464746.10
4233,7,137376.60
9397,7,275728.30
3212,7,8192.00
1759,7,2539.90
9563,7,434059.60
7405,7,48166.20
3129,7,60000.00
3763,7,34912.00
7374,7,113028.60
6118,7,76011.30
3846,7,63104.00
3929,7,73097.50
2559,7,232848.00
3110,7,12944.00
7189,7,145786.30
4817,7,10976.00
2476,7,56256.00
5451,7,105209.70
9264,7,64349.90
9530,7,63298.60
7723,7,23290.80
3998,7,118192.00
9613,7,279219.00
4164,7,10040.80
8160,7,325011.10
7609,7,291887.60
6790,7,87696.00
5420,7,110161.10
4715,7,36957.10
6688,7,222864.20
5971,7,63792.00
6137,7,167931.80
3979,7,60464.00
4684,7,9472.00
9931,7,651589.90
7507,7,211824.00
4950,7,45345.10
8478,7,119253.40
7773,7,229936.00
3497,7,1645.60
8592,7,202378.80
7222,7,284302.80
5769,7,179064.70
5033,7,147776.00
5584,7,107051.00
4848,7,113760.00
9829,7,201506.80
4214,7,5911.40
6923,7,64352.00
2659,7,62208.00
6187,7,75718.30
9010,7,107824.10
4183,7,20784.00
8459,7,214560.20
9715,7,354731.60
2642,7,73888.00
9430,7,416719.80
3347,7,11840.00
6170,7,4838.90
4800,7,6199.60
7623,7,222267.80
4064,7,161872.00
8143,7,120899.60
5517,7,41456.30
2445,7,12912.00
8694,7,511687.70
8060,7,182411.50
6690,7,169875.30
2611,7,5551.70
3162,7,55600.00
3245,7,4832.00
8041,7,82004.20
3682,7,134576.00
8929,7,212100.90
3480,7,13888.00
2224,7,58416.00
4114,7,33722.40
7122,7,104068.50
7673,7,362836.10
6004,7,87796.90
2827,7,63776.00
4083,7,72848.00
9646,7,452366.10
3295,7,3029.40
2744,7,127968.00
7457,7,87965.90
6353,7,143763.50
9145,7,280097.80
7692,7,143023.60
790,7,22720.00
1640,7,121024.00
4349,7,14598.20
7141,7,30496.00
5885,7,120608.00
4983,7,109063.50
9062,7,172924.00
8511,7,278048.00
7858,7,37803.00
2877,7,18.70
4952,7,154003.70
2794,7,82985.30
7775,7,7388.70
3511,7,84384.00
7039,7,108381.70
4767,7,4031.50
3314,7,4319.70
7108,7,928.40
1773,7,5456.00
3029,7,40095.90
7927,7,294046.40
1576,7,32304.00
5301,7,32513.30
954,7,34544.00
3663,7,9657.80
4565,7,147552.00
1742,7,3168.00
840,7,68256.00
5821,7,52420.00
8124,7,84320.20
9494,7,92843.80
7305,7,175127.10
8561,7,252315.70
2376,7,58301.10
5002,7,19856.00
5199,7,141507.20
9278,7,543845.60
4266,7,176288.00
3195,7,25024.00
5168,7,106400.00
5636,7,43421.90
5085,7,80066.60
7908,7,226560.00
2459,7,40400.00
8411,7,274423.30
4332,7,10226.40
6222,7,73336.60
6336,7,156368.00
4966,7,448.00
5785,7,33904.00
4230,7,28064.00
5049,7,8816.00
5600,7,7323.80
7758,7,112553.00
6305,7,9352.20
4147,7,56613.00
3411,7,141416.20
2041,7,34146.80
2746,7,18928.00
2694,7,144208.00
6939,7,137584.00
5569,7,2422.20
5752,7,82865.90
8461,7,135741.20
6654,7,115144.50
8107,7,15200.00
9363,7,349602.00
9280,7,120944.00
3831,7,55776.00
7910,7,74121.70
3043,7,19228.60
4465,7,74016.00
8544,7,98669.90
7091,7,445833.20
2276,7,83356.90
3012,7,59344.00
9914,7,514487.60
854,7,669.90
2796,7,60368.00
9698,7,540074.60
1540,7,39088.00
6521,7,37904.00
7725,7,105782.00
6989,7,147902.60
9344,7,385537.40
7891,7,86059.80
9261,7,208298.20
1457,7,104432.00
7960,7,23856.00
1877,7,25424.00
8074,7,60994.50
6704,7,175168.00
7523,7,56041.60
5968,7,152413.80
5771,7,245036.00
8043,7,183904.00
4681,7,165536.00
405,7,59984.00
8126,7,180998.70
7224,7,146032.00
3145,7,109552.00
1590,7,48272.00
2492,7,176224.00
9394,7,415709.80
8677,7,217899.50
3228,7,73952.00
5035,7,87298.10
5937,7,21796.80
9311,7,151664.00
7656,7,148650.80
2124,7,79824.00
8829,7,429599.00
7459,7,145131.40
3380,7,55568.00
7573,7,230050.90
5467,7,189888.00
9731,7,355024.00
8278,7,200940.00
3297,7,56432.00
8259,7,121910.90
5384,7,41808.00
6286,7,145895.40
6172,7,59108.00
6640,7,38459.20
2644,7,11440.00
4014,7,121724.10
4750,7,85565.60
9546,7,149684.50
1274,7,76880.00
9629,7,347181.30
4097,7,128304.00
2345,7,32574.70
8057,7,203804.20
3164,7,1392.00
3045,7,82128.00
7124,7,132032.00
1072,7,1915.10
1592,7,25312.00
6770,7,121298.20
6687,7,202217.30
4415,7,76884.30
3864,7,89488.00
