member_noSource,region_name,gender
6859,South American,H
8928,Western Europea,F
9906,Western Europea,F
4237,Western Europea,H
9986,Western Europea,F
4366,Western Europea,F
9918,Western Europea,F
8817,Western Europea,H
4251,Western Europea,H
4124,Western Europea,F
9908,Western Europea,F
8933,Western Europea,H
4374,Western Europea,F
4154,Western Europea,F
1512,South American,F
9931,Western Europea,H
4168,Western Europea,F
8761,Western Europea,H
6111,South American,H
6116,South American,F
6708,South American,F
4271,Western Europea,H
4381,Western Europea,H
8875,Western Europea,H
8876,Western Europea,F
8812,Western Europea,F
4363,Western Europea,H
8794,Western Europea,F
6697,South American,H
6696,South American,F
4323,Western Europea,H
4422,Western Europea,F
6103,South American,H
6102,South American,F
4416,Western Europea,F
1558,South American,F
8807,Western Europea,H
6666,South American,F
8901,Western Europea,H
8746,Western Europea,F
6781,South American,H
1590,South American,F
4193,Western Europea,H
8740,Western Europea,F
8778,Western Europea,F
4388,Western Europea,F
6098,South American,F
4970,Scandanavian,F
8741,Western Europea,H
6866,South American,F
124,Scandanavian,H
9598,Scandanavian,F
6832,Scandanavian,F
9597,Scandanavian,H
6895,South American,H
1523,Scandanavian,H
6836,Scandanavian,F
1978,South American,F
9594,Scandanavian,F
8515,Scandanavian,H
9588,Scandanavian,F
6884,South American,F
6842,Scandanavian,F
9587,Scandanavian,H
6829,Scandanavian,H
6879,Scandanavian,H
6883,Scandanavian,H
1486,Scandanavian,F
1485,Scandanavian,H
6942,Scandanavian,F
1480,Scandanavian,F
6828,Scandanavian,F
140,Scandanavian,F
6963,Scandanavian,H
553,Scandanavian,H
9576,Scandanavian,F
6904,South American,F
6881,Scandanavian,H
692,Scandanavian,F
9981,Western Europea,H
6862,Scandanavian,F
8769,Scandanavian,H
456,Scandanavian,F
693,Scandanavian,H
142,Scandanavian,F
9948,Western Europea,F
4302,Western Europea,F
145,Scandanavian,H
9959,Western Europea,H
9892,Western Europea,F
4166,Western Europea,F
9890,Western Europea,F
8822,Western Europea,F
9970,Western Europea,F
8827,Western Europea,H
9582,Scandanavian,F
8511,Scandanavian,H
9567,Scandanavian,H
1474,Scandanavian,F
6918,Scandanavian,F
552,Scandanavian,F
155,Scandanavian,H
6850,South American,F
6871,South American,H
5986,South American,F
8781,Scandanavian,H
6994,Scandanavian,F
9564,Scandanavian,F
8779,Scandanavian,H
696,Scandanavian,F
6874,South American,F
3822,Western Europea,F
5722,Scandanavian,F
3005,Scandanavian,H
5856,South American,F
4546,South American,F
8578,South American,F
7075,South American,H
8581,South American,H
4295,South American,H
8584,South American,F
4544,South American,F
2060,South American,F
2769,South American,H
646,South American,F
2051,South American,H
657,South American,H
644,South American,F
7082,South American,F
4314,South American,F
4403,South American,H
2692,South American,F
634,South American,F
5848,South American,F
8591,South American,H
7084,South American,F
4263,South American,H
8811,South American,H
8573,South American,H
8782,South American,F
4285,South American,H
2690,South American,F
2763,South American,H
7125,South American,H
8597,South American,H
4342,South American,F
606,South American,F
5800,South American,F
545,South American,H
4333,South American,H
4557,South American,H
660,South American,F
8696,South American,F
8599,South American,H
2654,South American,F
2809,South American,H
594,South American,F
566,South American,F
4234,South American,F
2754,South American,F
8558,South American,F
8753,South American,H
4519,South American,H
2681,South American,H
643,South American,H
8609,South American,H
8560,South American,F
4573,South American,H
668,South American,F
8604,South American,F
8799,South American,H
4568,South American,F
666,South American,F
4539,South American,H
631,South American,H
8514,South American,F
688,South American,F
159,South American,H
3552,South American,F
3549,South American,H
9558,South American,F
153,South American,H
3134,South American,F
7113,South American,H
9570,South American,F
4156,South American,F
1765,South American,H
8570,South American,F
4240,South American,F
3545,South American,H
636,South American,F
3560,South American,F
3126,South American,F
3487,South American,H
119,South American,F
1401,South American,H
3540,South American,F
9399,South American,H
3562,South American,F
146,South American,F
3577,South American,H
9538,South American,F
9541,South American,H
3570,South American,F
5834,South American,F
3541,South American,H
7155,South American,H
7112,South American,F
8721,South American,H
4389,South American,H
2696,South American,F
8840,South American,F
8839,South American,H
4527,South American,H
8538,South American,F
1412,South American,F
521,South American,H
8837,South American,H
2732,South American,F
1413,South American,H
8623,South American,H
8838,South American,F
529,South American,H
2789,South American,H
2748,South American,F
8535,South American,H
8722,South American,F
8536,South American,F
5844,South American,F
7098,South American,F
5846,South American,F
4380,South American,F
4249,South American,H
532,South American,F
4254,South American,F
8544,South American,F
8814,South American,F
2670,South American,F
5871,South American,H
500,South American,F
8478,South American,F
1949,Scandanavian,H
9997,Scandanavian,H
6037,Scandanavian,H
4477,Scandanavian,H
9944,Scandanavian,F
4542,Scandanavian,F
9879,Scandanavian,H
5936,South American,F
1466,South American,F
10000,Scandanavian,F
3525,Scandanavian,H
9988,Scandanavian,F
4540,Scandanavian,F
9980,Scandanavian,F
5920,Scandanavian,F
9957,Scandanavian,H
6031,Scandanavian,H
9949,Scandanavian,H
6045,Scandanavian,H
5933,South American,H
9909,Scandanavian,H
5932,Scandanavian,F
6018,Scandanavian,F
5934,South American,F
9966,Scandanavian,F
6049,Scandanavian,H
9975,Scandanavian,H
9962,Scandanavian,F
6026,Scandanavian,F
1467,South American,H
9901,Scandanavian,H
3139,Scandanavian,H
4804,Scandanavian,F
3118,Scandanavian,F
4839,Scandanavian,H
3575,Scandanavian,H
3537,Scandanavian,H
2537,Scandanavian,H
1976,Scandanavian,F
3098,Scandanavian,F
5999,Scandanavian,H
4829,Scandanavian,H
3117,Scandanavian,H
2526,Scandanavian,F
9940,Scandanavian,F
4803,Scandanavian,H
3147,Scandanavian,H
3082,Scandanavian,F
9899,Scandanavian,H
6029,Scandanavian,H
9898,Scandanavian,F
6041,Scandanavian,H
2021,Scandanavian,H
1942,Scandanavian,F
6020,Scandanavian,F
6019,Scandanavian,H
6978,South American,F
3160,Scandanavian,F
5938,South American,F
9897,Scandanavian,H
1950,Scandanavian,F
9938,Scandanavian,F
6983,South American,H
4502,South American,F
1382,South American,F
4183,South American,H
2706,South American,F
4192,South American,F
2646,South American,F
613,South American,H
4499,South American,H
4199,South American,H
8641,South American,H
2721,South American,H
8640,South American,F
5832,South American,F
5810,South American,F
7149,South American,H
8509,South American,H
612,South American,F
7153,South American,H
1378,South American,F
4210,South American,F
8473,South American,H
2647,South American,H
8647,South American,H
498,South American,F
714,South American,F
8507,South American,H
4468,South American,F
8500,South American,F
1380,South American,F
593,South American,H
710,South American,F
5821,South American,H
8634,South American,F
8870,South American,F
8856,South American,F
5824,South American,F
4470,South American,F
8470,South American,F
5870,South American,F
5873,South American,H
4798,Scandanavian,F
9929,Scandanavian,H
2013,Scandanavian,H
9928,Scandanavian,F
8651,South American,H
5816,South American,F
8693,South American,H
8886,South American,F
8648,South American,F
8502,South American,F
697,South American,H
4627,South American,H
2067,South American,H
515,South American,H
605,South American,H
5822,South American,F
4471,South American,H
491,South American,H
8463,South American,H
7134,South American,F
495,South American,H
5954,Scandanavian,F
9599,South American,H
3498,South American,F
2933,South American,H
375,South American,H
374,South American,F
9143,South American,H
369,South American,H
9213,South American,H
9148,South American,F
3936,South American,F
3935,South American,H
391,South American,H
9396,South American,F
2931,South American,H
3874,South American,F
336,South American,F
9110,South American,F
467,South American,H
2848,South American,F
2849,South American,H
333,South American,H
4045,South American,H
2917,South American,H
8997,South American,H
2890,South American,F
9083,South American,H
3976,South American,F
3969,South American,H
9098,South American,F
8999,South American,H
3997,South American,H
2892,South American,F
4029,South American,H
3682,South American,F
232,South American,F
84,South American,H
3411,South American,H
3201,South American,H
2835,South American,H
9695,South American,H
3410,South American,F
3412,South American,F
9709,South American,H
3405,South American,H
3388,South American,F
9696,South American,F
2847,South American,H
9199,South American,H
2912,South American,F
9012,South American,F
4027,South American,H
4021,South American,H
9027,South American,H
2899,South American,H
9072,South American,F
2963,South American,H
9202,South American,F
4015,South American,H
4011,South American,H
4004,South American,F
3877,South American,H
9044,South American,F
8912,South American,F
2842,South American,F
8911,South American,H
9291,South American,H
3012,South American,F
9296,South American,F
3013,South American,H
9310,South American,F
3007,South American,H
9317,South American,H
3781,South American,H
279,South American,H
278,South American,F
9276,South American,F
3908,South American,F
3018,South American,F
3721,South American,H
3799,South American,H
3808,South American,F
3707,South American,H
9390,South American,F
3056,South American,F
3031,South American,H
3697,South American,H
3003,South American,H
253,South American,H
3059,South American,H
257,South American,H
3764,South American,F
276,South American,F
9326,South American,F
3696,South American,F
3879,South American,H
4110,South American,F
2860,South American,F
4086,South American,F
8934,South American,F
4129,South American,H
2996,South American,F
4153,South American,H
3904,South American,F
485,South American,H
482,South American,F
4147,South American,H
478,South American,F
8906,South American,F
4145,South American,H
3866,South American,F
8947,South American,H
3810,South American,F
436,South American,F
9363,South American,H
451,South American,H
3727,South American,H
4089,South American,H
4123,South American,H
8993,South American,H
9354,South American,F
443,South American,H
9277,South American,H
4085,South American,H
2870,South American,F
4072,South American,F
447,South American,H
4649,South American,H
3381,South American,H
9732,South American,F
3097,South American,H
3621,South American,H
3616,South American,F
9510,South American,F
3106,South American,F
3600,South American,F
3593,South American,H
9480,South American,F
9459,South American,H
3635,South American,H
9449,South American,H
9262,South American,F
3623,South American,H
3633,South American,H
9476,South American,F
9798,South American,F
3316,South American,F
9265,South American,H
3228,South American,F
9616,South American,F
231,South American,H
9614,South American,F
3827,South American,H
3626,South American,F
315,South American,H
2986,South American,F
2978,South American,F
9613,South American,H
9400,South American,F
228,South American,F
9253,South American,H
9445,South American,H
4644,South American,F
3587,South American,H
3113,South American,H
3584,South American,F
3083,South American,H
3578,South American,F
3527,South American,H
9573,South American,H
3526,South American,F
3506,South American,F
3165,South American,H
8181,South American,H
9797,South American,H
3081,South American,H
9434,South American,F
3069,South American,H
9250,South American,F
3664,South American,F
3660,South American,F
3656,South American,F
2980,South American,F
3837,South American,H
214,South American,F
3839,South American,H
3653,South American,H
9235,South American,H
3651,South American,H
9428,South American,F
9793,South American,H
3331,South American,H
3336,South American,F
3434,South American,F
98,South American,F
9179,South American,H
3190,South American,F
9658,South American,F
100,South American,H
3194,South American,F
3421,South American,H
58,South American,F
2973,South American,H
9742,South American,F
3231,South American,H
92,South American,F
9823,South American,H
102,South American,F
9180,South American,F
9191,South American,H
9188,South American,F
9734,South American,F
3406,South American,F
3413,South American,H
103,South American,F
9674,South American,F
3176,South American,F
110,South American,F
351,South American,H
3442,South American,F
9640,South American,F
3471,South American,H
9726,South American,F
9827,South American,H
3256,South American,F
3315,South American,H
3357,South American,H
3239,South American,H
309,South American,H
9777,South American,H
3253,South American,H
46,South American,H
44,South American,F
43,South American,F
42,South American,F
310,South American,F
9267,South American,H
9780,South American,F
9228,South American,F
9820,South American,F
2,South American,H
9832,South American,F
3851,South American,H
3300,South American,F
9821,South American,H
3296,South American,F
9854,South American,F
13,South American,H
3295,South American,H
2990,South American,F
3291,South American,H
9865,South American,H
3273,South American,H
3263,South American,H
4849,Scandanavian,H
5983,Scandanavian,H
5967,Scandanavian,H
7440,South American,F
4044,Scandanavian,F
7427,South American,H
4043,Scandanavian,H
4037,Scandanavian,H
7421,South American,H
4229,Scandanavian,H
2396,Scandanavian,F
5334,Scandanavian,F
4218,Scandanavian,F
5285,Scandanavian,H
2885,Scandanavian,H
2287,Scandanavian,H
2881,Scandanavian,H
5337,Scandanavian,H
2838,Scandanavian,F
4109,Scandanavian,H
2191,South American,H
7444,South American,F
5159,Scandanavian,H
5286,Scandanavian,F
4206,Scandanavian,F
2874,Scandanavian,F
4071,Scandanavian,H
4068,Scandanavian,F
2879,Scandanavian,H
1238,South American,F
5131,Scandanavian,H
5287,Scandanavian,H
5288,Scandanavian,F
2861,Scandanavian,H
5538,Scandanavian,F
2954,Scandanavian,F
2081,Scandanavian,H
4429,Scandanavian,H
4944,Scandanavian,F
2201,Scandanavian,H
3749,Scandanavian,H
5791,Scandanavian,H
3745,Scandanavian,H
5784,Scandanavian,F
3036,Scandanavian,F
3736,Scandanavian,F
7396,South American,F
1269,South American,H
5135,Scandanavian,H
2867,Scandanavian,H
2197,South American,H
2385,Scandanavian,H
4090,Scandanavian,F
2308,Scandanavian,F
5141,Scandanavian,H
7377,South American,H
5542,South American,F
4087,Scandanavian,H
5324,Scandanavian,F
2304,Scandanavian,F
5327,Scandanavian,H
2302,Scandanavian,F
5561,South American,H
2339,Scandanavian,H
5185,Scandanavian,H
2340,Scandanavian,F
2228,Scandanavian,F
3946,Scandanavian,F
2937,Scandanavian,H
2223,Scandanavian,H
2216,Scandanavian,F
4261,Scandanavian,H
5491,Scandanavian,H
3947,Scandanavian,H
5365,Scandanavian,H
5364,Scandanavian,F
2843,Scandanavian,H
4144,Scandanavian,F
4265,Scandanavian,H
5249,Scandanavian,H
3942,Scandanavian,F
5631,South American,H
2633,Scandanavian,H
5520,Scandanavian,F
2202,Scandanavian,F
5050,Scandanavian,F
2242,Scandanavian,F
5457,Scandanavian,H
5059,Scandanavian,H
5447,Scandanavian,H
7334,South American,F
3955,Scandanavian,H
7332,South American,F
3952,Scandanavian,F
2785,Scandanavian,H
4435,Scandanavian,H
5635,South American,H
2374,Scandanavian,F
4161,Scandanavian,H
2359,Scandanavian,H
2829,Scandanavian,H
2357,Scandanavian,H
1270,South American,F
5196,Scandanavian,F
4162,Scandanavian,F
2824,Scandanavian,F
4164,Scandanavian,F
5217,Scandanavian,H
4148,Scandanavian,F
5228,Scandanavian,F
5207,Scandanavian,H
4134,Scandanavian,F
1272,South American,F
4201,Scandanavian,H
5176,Scandanavian,F
1297,South American,H
2150,South American,F
2148,South American,F
5175,Scandanavian,H
4178,Scandanavian,F
4128,Scandanavian,F
5267,Scandanavian,H
2324,Scandanavian,F
2854,Scandanavian,F
4117,Scandanavian,H
2376,Scandanavian,F
2327,Scandanavian,H
5044,Scandanavian,F
3041,Scandanavian,H
4436,Scandanavian,F
2768,Scandanavian,F
4310,Scandanavian,F
5624,Scandanavian,F
5653,South American,H
2112,South American,F
2110,South American,F
5737,South American,H
5739,South American,H
5741,South American,H
4316,Scandanavian,F
1347,South American,H
5609,Scandanavian,H
2172,Scandanavian,F
7171,South American,H
2168,Scandanavian,F
3699,Scandanavian,H
3789,Scandanavian,H
7301,South American,H
2475,Scandanavian,H
3010,Scandanavian,F
2955,Scandanavian,H
5027,Scandanavian,H
3868,Scandanavian,F
2452,Scandanavian,F
5601,Scandanavian,H
7296,South American,F
5019,Scandanavian,H
2969,Scandanavian,H
4276,Scandanavian,F
5545,Scandanavian,H
7205,South American,H
2102,South American,F
7194,South American,F
5681,Scandanavian,H
5682,Scandanavian,F
3001,Scandanavian,H
5004,Scandanavian,F
2132,Scandanavian,F
2127,Scandanavian,H
4351,Scandanavian,H
4347,Scandanavian,H
5710,Scandanavian,F
4353,Scandanavian,H
5693,Scandanavian,H
4463,Scandanavian,H
5634,Scandanavian,F
4288,Scandanavian,F
4278,Scandanavian,F
7203,South American,H
3885,Scandanavian,H
3880,Scandanavian,F
3873,Scandanavian,H
5041,Scandanavian,H
5565,Scandanavian,H
5581,Scandanavian,H
5039,Scandanavian,H
5587,Scandanavian,H
2445,Scandanavian,H
5599,Scandanavian,H
5573,Scandanavian,H
4459,Scandanavian,H
5841,Scandanavian,H
1267,South American,H
2483,Scandanavian,H
5765,Scandanavian,H
2180,South American,F
4401,Scandanavian,H
3777,Scandanavian,H
3755,Scandanavian,H
5776,Scandanavian,F
5780,Scandanavian,F
3027,Scandanavian,H
5761,Scandanavian,H
4364,Scandanavian,F
5593,South American,H
4414,Scandanavian,F
2724,Scandanavian,F
5759,Scandanavian,H
3020,Scandanavian,F
5569,South American,H
3719,Scandanavian,H
3045,Scandanavian,H
2077,Scandanavian,H
3046,Scandanavian,F
5753,Scandanavian,H
3752,Scandanavian,F
3759,Scandanavian,H
4956,Scandanavian,F
5744,Scandanavian,F
4377,Scandanavian,H
4955,Scandanavian,H
2182,South American,F
2072,Scandanavian,F
3715,Scandanavian,H
4905,Scandanavian,H
2508,Scandanavian,F
4465,Scandanavian,H
3712,Scandanavian,F
2064,Scandanavian,F
3049,Scandanavian,H
5823,Scandanavian,H
3710,Scandanavian,F
2175,South American,H
2494,Scandanavian,F
4906,Scandanavian,F
3053,Scandanavian,H
2722,Scandanavian,F
5833,Scandanavian,H
2509,Scandanavian,H
2511,Scandanavian,H
2032,Scandanavian,F
3672,Scandanavian,F
2045,Scandanavian,H
5868,Scandanavian,F
5869,Scandanavian,H
3670,Scandanavian,F
5892,Scandanavian,F
3680,Scandanavian,F
5875,Scandanavian,H
3667,Scandanavian,H
2036,Scandanavian,F
3071,Scandanavian,H
3074,Scandanavian,F
3669,Scandanavian,H
5513,Scandanavian,H
2437,Scandanavian,H
5511,Scandanavian,H
2033,South American,H
4660,Scandanavian,F
6369,Scandanavian,H
6370,Scandanavian,F
4640,Scandanavian,F
6379,Scandanavian,H
2627,Scandanavian,H
7042,South American,F
3293,Scandanavian,H
3266,Scandanavian,F
6380,Scandanavian,F
1802,Scandanavian,F
1805,Scandanavian,H
6310,Scandanavian,F
6301,Scandanavian,H
6231,Scandanavian,H
1843,Scandanavian,H
4605,Scandanavian,H
3360,Scandanavian,F
6243,Scandanavian,H
6385,Scandanavian,H
6246,Scandanavian,F
5879,South American,H
2659,Scandanavian,H
1835,Scandanavian,H
3354,Scandanavian,F
3352,Scandanavian,F
2600,Scandanavian,F
3268,Scandanavian,F
1434,South American,F
3281,Scandanavian,H
5919,South American,H
6987,South American,H
3255,Scandanavian,H
1787,Scandanavian,H
6354,Scandanavian,F
4634,Scandanavian,F
4635,Scandanavian,H
1935,Scandanavian,H
7009,South American,H
3373,Scandanavian,H
3186,Scandanavian,F
6112,Scandanavian,F
1782,Scandanavian,F
2038,South American,F
7038,South American,F
6335,Scandanavian,H
3272,Scandanavian,F
2637,Scandanavian,H
3307,Scandanavian,H
1848,Scandanavian,F
3309,Scandanavian,H
2619,Scandanavian,H
2639,Scandanavian,H
3314,Scandanavian,F
6324,Scandanavian,F
6326,Scandanavian,F
4631,Scandanavian,H
6333,Scandanavian,H
4629,Scandanavian,H
2603,Scandanavian,H
6270,Scandanavian,F
4686,Scandanavian,F
6015,Scandanavian,H
5956,South American,F
5959,South American,H
4887,Scandanavian,H
3143,Scandanavian,H
6014,Scandanavian,F
3627,Scandanavian,H
4888,Scandanavian,F
4875,Scandanavian,H
3132,Scandanavian,F
6949,South American,H
3548,Scandanavian,F
3632,Scandanavian,F
4867,Scandanavian,H
6966,South American,F
5943,Scandanavian,H
5970,Scandanavian,F
3588,Scandanavian,F
4526,Scandanavian,F
5977,Scandanavian,H
4517,Scandanavian,H
6001,Scandanavian,H
6967,South American,H
3609,Scandanavian,H
5963,Scandanavian,H
3114,Scandanavian,F
3615,Scandanavian,H
1953,Scandanavian,H
3105,Scandanavian,H
4553,Scandanavian,H
2544,Scandanavian,F
1991,South American,H
1460,South American,F
3345,Scandanavian,H
4680,Scandanavian,F
1827,Scandanavian,H
1821,Scandanavian,H
4622,Scandanavian,F
4675,Scandanavian,H
2008,South American,F
6283,Scandanavian,H
6286,Scandanavian,F
3323,Scandanavian,H
6278,Scandanavian,F
6279,Scandanavian,H
4537,Scandanavian,H
2651,Scandanavian,H
4787,Scandanavian,H
4825,Scandanavian,H
4822,Scandanavian,F
3096,Scandanavian,F
6006,Scandanavian,F
3622,Scandanavian,F
6272,Scandanavian,F
1963,Scandanavian,H
6012,Scandanavian,F
4511,Scandanavian,H
4510,Scandanavian,F
1974,Scandanavian,F
5192,Scandanavian,F
1484,South American,F
6124,Scandanavian,F
6128,Scandanavian,F
2016,South American,F
2918,Scandanavian,F
2250,Scandanavian,F
2169,South American,H
2249,Scandanavian,H
5423,Scandanavian,H
4235,Scandanavian,H
1279,South American,H
7352,South American,F
2925,Scandanavian,H
5081,Scandanavian,H
3980,Scandanavian,F
2163,South American,H
2419,Scandanavian,H
3968,Scandanavian,F
2414,Scandanavian,F
2798,Scandanavian,F
6177,Scandanavian,H
7369,South American,H
6185,Scandanavian,H
6189,Scandanavian,H
4590,Scandanavian,F
3996,Scandanavian,F
2022,Scandanavian,F
2025,Scandanavian,H
5098,Scandanavian,F
3999,Scandanavian,H
5396,Scandanavian,F
5097,Scandanavian,H
2498,Scandanavian,F
4588,Scandanavian,F
2159,South American,H
7337,South American,H
4019,Scandanavian,H
2894,Scandanavian,F
4248,Scandanavian,F
2944,Scandanavian,F
2782,Scandanavian,F
2408,Scandanavian,F
5495,Scandanavian,H
3923,Scandanavian,H
2210,Scandanavian,F
5500,Scandanavian,F
5502,Scandanavian,F
3932,Scandanavian,F
7336,South American,F
5392,Scandanavian,F
5383,Scandanavian,H
5100,Scandanavian,F
5386,Scandanavian,F
2401,Scandanavian,H
2274,Scandanavian,F
2402,Scandanavian,F
5374,Scandanavian,F
4010,Scandanavian,F
2269,Scandanavian,H
4003,Scandanavian,H
5107,Scandanavian,H
4233,Scandanavian,H
5376,Scandanavian,F
5102,Scandanavian,F
5109,Scandanavian,H
4359,Scandanavian,H
6175,Scandanavian,H
6174,Scandanavian,F
4782,Scandanavian,F
4543,Scandanavian,H
3495,Scandanavian,H
2080,South American,F
2566,Scandanavian,F
2010,South American,F
4772,Scandanavian,F
3473,Scandanavian,H
3458,Scandanavian,F
4762,Scandanavian,F
1918,Scandanavian,F
7170,South American,F
6083,Scandanavian,H
3424,Scandanavian,F
3502,Scandanavian,F
6998,South American,F
7006,South American,F
1451,South American,H
1911,Scandanavian,H
6130,Scandanavian,F
6132,Scandanavian,F
6108,Scandanavian,F
6134,Scandanavian,F
4736,Scandanavian,F
6140,Scandanavian,F
3188,Scandanavian,F
1912,Scandanavian,F
6110,Scandanavian,F
1896,Scandanavian,F
4582,Scandanavian,F
1892,Scandanavian,F
1890,Scandanavian,F
7373,South American,H
4594,Scandanavian,F
1861,Scandanavian,H
6227,Scandanavian,H
6195,Scandanavian,H
3225,Scandanavian,H
1889,Scandanavian,H
4718,Scandanavian,F
1877,Scandanavian,H
7371,South American,H
3420,Scandanavian,F
3197,Scandanavian,H
6159,Scandanavian,H
2675,Scandanavian,H
4699,Scandanavian,H
3377,Scandanavian,H
3408,Scandanavian,F
2590,Scandanavian,F
3205,Scandanavian,H
6940,South American,F
4591,Scandanavian,H
3375,Scandanavian,H
2591,Scandanavian,H
3212,Scandanavian,F
2171,South American,H
2666,Scandanavian,F
6206,Scandanavian,F
3221,Scandanavian,H
5651,South American,H
3831,Western Europea,H
6071,South American,H
4884,Western Europea,F
8158,Eastern Europea,F
1995,Eastern Europea,H
5256,Eastern Europea,F
7501,South American,H
4601,Eastern Europea,H
7271,Eastern Europea,H
4599,Eastern Europea,H
9237,Eastern Europea,H
4596,Eastern Europea,F
5356,Eastern Europea,F
4330,Eastern Europea,F
5778,Eastern Europea,F
5443,Eastern Europea,H
2667,Eastern Europea,H
1538,Eastern Europea,F
8013,Eastern Europea,H
8955,Eastern Europea,H
4317,Eastern Europea,H
1988,Eastern Europea,F
1459,Eastern Europea,H
5795,Eastern Europea,H
2239,Eastern Europea,H
2095,Eastern Europea,H
4652,Eastern Europea,F
7044,Eastern Europea,F
340,Eastern Europea,F
5964,Eastern Europea,F
1536,Eastern Europea,F
5957,Eastern Europea,H
2078,Eastern Europea,F
2087,Eastern Europea,H
1223,South American,H
8855,Eastern Europea,H
2655,Eastern Europea,H
330,Eastern Europea,F
587,Eastern Europea,H
7039,Eastern Europea,H
7480,South American,F
9261,Eastern Europea,H
2687,Eastern Europea,H
4440,Eastern Europea,F
470,Eastern Europea,F
7478,South American,F
2685,Eastern Europea,H
5467,South American,H
5492,South American,F
8707,Eastern Europea,H
5478,South American,F
2660,Eastern Europea,F
2333,Eastern Europea,H
979,Eastern Europea,H
2085,Eastern Europea,H
7486,South American,F
8007,Eastern Europea,H
2650,Eastern Europea,F
2240,Eastern Europea,F
4618,Eastern Europea,F
1479,Eastern Europea,H
4617,Eastern Europea,H
8006,Eastern Europea,F
2341,Eastern Europea,H
2764,Eastern Europea,F
1994,Eastern Europea,F
8026,South American,F
6788,Eastern Europea,F
2752,Eastern Europea,F
5384,South American,F
2323,Eastern Europea,H
271,Eastern Europea,H
2001,Eastern Europea,H
4552,Eastern Europea,F
9247,Eastern Europea,H
4566,Eastern Europea,F
5949,Eastern Europea,H
9239,Eastern Europea,H
5817,Eastern Europea,H
7536,South American,F
507,Eastern Europea,H
8944,Eastern Europea,F
4565,Eastern Europea,H
5353,South American,H
4571,Eastern Europea,H
2680,Eastern Europea,F
457,Eastern Europea,H
1551,Eastern Europea,H
1136,South American,F
4348,Eastern Europea,F
985,Eastern Europea,H
509,Eastern Europea,H
8683,Eastern Europea,H
1169,South American,H
7611,South American,H
8871,Eastern Europea,H
7525,South American,H
8001,Eastern Europea,H
7519,South American,H
5772,Eastern Europea,F
4638,Eastern Europea,F
5773,Eastern Europea,H
2640,Eastern Europea,F
2638,Eastern Europea,F
2760,Eastern Europea,F
7518,South American,F
4646,Eastern Europea,F
2230,South American,F
2642,Eastern Europea,F
8952,Eastern Europea,F
6807,Eastern Europea,H
9249,Eastern Europea,H
2636,Eastern Europea,F
8230,Eastern Europea,F
6957,Eastern Europea,H
8684,Eastern Europea,F
8271,Eastern Europea,H
4555,Eastern Europea,H
8613,Eastern Europea,H
6809,Eastern Europea,H
8686,Eastern Europea,F
2075,Eastern Europea,H
5453,South American,H
2761,Eastern Europea,H
4645,Eastern Europea,H
454,Eastern Europea,F
5385,Eastern Europea,H
2726,Eastern Europea,F
8649,Eastern Europea,H
1575,Eastern Europea,H
7567,South American,H
2697,Eastern Europea,H
2751,Eastern Europea,H
891,Eastern Europea,H
2318,Eastern Europea,F
990,Eastern Europea,F
4355,Eastern Europea,H
5427,South American,H
7293,Eastern Europea,H
9266,Eastern Europea,F
1192,South American,F
8681,Eastern Europea,H
5906,Eastern Europea,F
5414,Eastern Europea,F
8897,Eastern Europea,H
7570,South American,F
8620,Eastern Europea,F
9274,Eastern Europea,F
2746,Eastern Europea,F
2702,Eastern Europea,F
1182,South American,F
8672,Eastern Europea,F
5417,South American,H
9280,Eastern Europea,F
5842,Eastern Europea,F
5428,South American,F
1185,South American,H
1565,Eastern Europea,H
5840,Eastern Europea,F
8617,Eastern Europea,H
6728,Eastern Europea,F
8678,Eastern Europea,F
4472,Eastern Europea,F
4376,Eastern Europea,F
5865,Eastern Europea,H
2265,Eastern Europea,H
6768,Eastern Europea,F
1111,South American,H
7354,Eastern Europea,F
2710,Eastern Europea,F
9294,Eastern Europea,F
2053,Eastern Europea,H
298,Eastern Europea,F
628,Eastern Europea,F
7730,South American,F
2750,Eastern Europea,F
288,Eastern Europea,F
2254,Eastern Europea,F
1444,Eastern Europea,F
5831,Eastern Europea,H
7561,South American,H
5291,Eastern Europea,H
6766,Eastern Europea,F
7966,Eastern Europea,F
1194,South American,F
7557,South American,H
2313,Eastern Europea,H
287,Eastern Europea,H
5859,Eastern Europea,H
833,Eastern Europea,H
2707,Eastern Europea,H
5953,Eastern Europea,H
5406,South American,F
9304,Eastern Europea,F
993,Eastern Europea,H
4450,Eastern Europea,F
609,Eastern Europea,H
5435,South American,H
7585,South American,H
6762,Eastern Europea,F
5877,Eastern Europea,H
5310,Eastern Europea,F
1570,Eastern Europea,F
2295,Eastern Europea,H
2256,Eastern Europea,F
4393,Eastern Europea,H
1592,Eastern Europea,F
4410,Eastern Europea,F
7984,Eastern Europea,F
7542,South American,F
996,Eastern Europea,F
5308,Eastern Europea,F
4382,Eastern Europea,F
895,Eastern Europea,H
2237,South American,H
1299,Eastern Europea,H
5307,Eastern Europea,H
7980,Eastern Europea,F
9335,Eastern Europea,H
6979,Eastern Europea,H
5300,Eastern Europea,F
7985,Eastern Europea,H
493,Eastern Europea,H
831,Eastern Europea,H
5898,Eastern Europea,F
6746,Eastern Europea,F
2297,Eastern Europea,H
7588,South American,F
2257,Eastern Europea,H
6739,Eastern Europea,H
