total,category_desc,member,region
68222.90,Meals,25932,South American
3790.10,Entertainment,26573,Scandanavian
168786.80,Misc,25364,Western Europea
41854.70,Entertainment,29639,South American
33185.00,Electronics,20571,Japan
47873.90,Home Supplies,24701,Scandanavian
13742.30,Electronics,20508,Japan
47942.30,Electronics,25910,South American
86907.10,Clothing,25562,Western Europea
131594.30,Clothing,28035,Western Europea
62716.70,Communication,20553,Japan
33988.70,Lodging,24782,South American
169733.40,Lodging,27911,Western Europea
48865.70,Entertainment,27043,Western Europea
130597.60,Home Supplies,24429,Mid East / Sout
16341.50,Meals,20702,China
171978.40,Lodging,24845,Scandanavian
224680.60,Communication,23616,Mid East / Sout
10253.90,Clothing,25499,Scandanavian
30380.60,Meals,20914,China
178351.80,Electronics,28655,China
72070.40,Lodging,25249,Western Europea
72241.40,Groceries,28883,Eastern Europea
99572.10,Meals,28657,Eastern Europea
48301.40,Home Supplies,21575,Eastern Europea
70114.90,Home Supplies,24641,Mid East / Sout
12015.20,Lodging,27381,Eastern Europea
70285.90,Communication,23493,Africa
7244.30,Groceries,28880,Japan
34518.80,Meals,28528,Western Europea
248836.80,Communication,23682,Mid East / Sout
106360.80,Electronics,28125,Western Europea
86969.40,Entertainment,26510,South American
136097.70,Meals,20447,Japan
66444.50,Home Supplies,21893,Japan
131737.20,Meals,28591,Western Europea
89540.50,Groceries,28817,Mid East / Sout
276316.50,Clothing,25502,Scandanavian
118296.60,Communication,23619,Mid East / Sout
101271.10,Electronics,28188,Western Europea
34159.70,Lodging,27848,Western Europea
59598.40,Lodging,25887,South American
17076.80,Entertainment,21043,China
70309.10,Clothing,24457,Mid East / Sout
97007.10,Home Supplies,28680,Western Europea
57039.50,Communication,26427,Scandanavian
79223.10,Home Supplies,22809,Mid East / Sout
103921.60,Communication,27598,Eastern Europea
118696.00,Home Supplies,25405,Western Europea
105802.60,Clothing,22691,Mid East / Sout
210203.00,Home Supplies,23596,Mid East / Sout
21557.00,Communication,24999,Scandanavian
190538.00,Entertainment,24956,South American
66564.20,Communication,28044,Western Europea
180716.50,Clothing,23670,Mid East / Sout
148905.60,Home Supplies,27893,South American
10903.70,Communication,22514,Africa
36468.20,Home Supplies,25746,South American
87556.90,Clothing,26266,South American
50473.10,Home Supplies,29510,South American
166604.10,Clothing,28754,South American
182204.20,Meals,25783,South American
76766.80,Entertainment,23190,Africa
238486.40,Groceries,20290,China
90201.30,Misc,21789,Eastern Europea
88805.20,Entertainment,23639,Mid East / Sout
73791.40,Misc,27660,Eastern Europea
22925.00,Misc,29337,Scandanavian
79731.20,Home Supplies,29513,Japan
329366.80,Groceries,26161,South American
264489.40,Electronics,27083,Eastern Europea
39306.80,Groceries,25691,South American
60692.80,Meals,27208,Eastern Europea
201892.40,Home Supplies,25408,Western Europea
274606.50,Communication,24661,Scandanavian
58664.00,Meals,23914,China
14939.30,Groceries,26670,Scandanavian
54143.50,Meals,28977,Eastern Europea
8526.80,Entertainment,29570,Eastern Europea
6013.10,Home Supplies,22812,Mid East / Sout
2747.00,Misc,29678,Japan
50330.20,Meals,23444,Africa
54098.30,Misc,24385,Mid East / Sout
89301.10,Groceries,28179,Western Europea
59461.60,Clothing,20098,Africa
38075.60,Electronics,21101,China
28089.20,Lodging,21722,Eastern Europea
20565.20,Meals,22465,Africa
168228.60,Meals,25531,Scandanavian
389341.40,Home Supplies,23599,Mid East / Sout
57518.30,Lodging,25890,South American
98392.20,Groceries,20158,Africa
105340.90,Groceries,23224,Africa
31748.60,Misc,24723,Scandanavian
51071.60,Misc,20618,Japan
38212.40,Entertainment,20702,China
69499.30,Electronics,23359,Africa
104862.10,Misc,25061,South American
72497.90,Misc,22127,Japan
130653.80,Groceries,23095,Africa
84809.90,Groceries,29991,Western Europea
3328.40,Electronics,22380,Japan
63110.00,Lodging,23039,Africa
10219.70,Meals,22594,Africa
21813.50,Electronics,26167,South American
271898.60,Meals,26762,Eastern Europea
139312.50,Clothing,27775,Western Europea
461547.40,Lodging,29611,Scandanavian
83880.40,Home Supplies,20213,Japan
80699.80,Groceries,20287,China
13759.40,Lodging,29273,Scandanavian
332376.40,Electronics,23697,Mid East / Sout
26071.40,Groceries,26799,Eastern Europea
58675.00,Misc,28298,Western Europea
76567.70,Home Supplies,26195,Scandanavian
42624.20,Meals,22468,Africa
19282.70,Entertainment,28594,South American
71591.60,Clothing,21074,China
189808.80,Clothing,23673,Mid East / Sout
74054.00,Electronics,26637,Scandanavian
127399.90,Clothing,23418,Africa
111753.40,Clothing,27778,Western Europea
34307.50,Communication,21727,Eastern Europea
96767.70,Lodging,28953,Japan
34535.90,Clothing,21990,Japan
66164.80,Home Supplies,23387,Africa
64221.50,Misc,23810,China
161884.50,Clothing,27523,Eastern Europea
131908.20,Electronics,24742,Scandanavian
73558.10,Lodging,24207,Mid East / Sout
63411.70,Entertainment,20465,Japan
109889.50,Home Supplies,25875,South American
17401.70,Electronics,29104,Mid East / Sout
66153.80,Communication,27128,Eastern Europea
42515.50,Clothing,29796,Eastern Europea
30289.00,Lodging,26803,Eastern Europea
78682.00,Groceries,20161,Japan
45382.20,Home Supplies,22938,Mid East / Sout
61673.60,Meals,29103,Scandanavian
299145.00,Lodging,29402,Western Europea
41375.90,Clothing,29673,Western Europea
86866.80,Groceries,29395,Eastern Europea
124356.10,Meals,22145,Japan
108607.00,Home Supplies,23725,Mid East / Sout
39546.20,Lodging,21147,China
65207.20,Communication,20044,Africa
7483.70,Entertainment,25998,South American
90936.60,Communication,21595,Eastern Europea
55237.90,Entertainment,22723,Mid East / Sout
80244.20,Lodging,25632,Scandanavian
45753.50,Entertainment,27549,Eastern Europea
64939.70,Misc,20489,Japan
67396.00,Clothing,24712,Scandanavian
1105.40,Misc,21211,China
73592.30,Lodging,27144,Western Europea
26772.50,Clothing,24586,Mid East / Sout
59517.80,Meals,21423,Japan
177394.20,Clothing,26478,South American
55021.70,Lodging,23866,China
99133.60,Entertainment,27807,Western Europea
105152.80,Clothing,24927,Scandanavian
71762.60,Home Supplies,21129,China
28568.00,Communication,24532,Mid East / Sout
24310.10,Misc,29466,Africa
60880.90,Lodging,28357,Western Europea
35213.80,Groceries,27967,Western Europea
322554.90,Electronics,27338,South American
51140.00,Communication,22385,Japan
91455.70,Electronics,29230,Japan
79662.80,Lodging,24210,Mid East / Sout
9056.90,Lodging,21144,China
5671.10,Meals,24953,South American
104394.30,Groceries,27841,Western Europea
61297.40,Entertainment,22597,Africa
95844.30,Electronics,24739,Scandanavian
91979.70,Misc,29340,Scandanavian
125159.80,Groceries,24775,South American
100563.90,Home Supplies,25872,South American
48215.90,Clothing,21864,Japan
77627.90,Groceries,22437,Africa
184296.50,Electronics,24868,Scandanavian
35459.30,Entertainment,28019,Western Europea
32005.10,Electronics,21550,Eastern Europea
140349.50,Misc,26151,South American
78927.50,Lodging,28695,Eastern Europea
156504.10,Electronics,24401,Mid East / Sout
26920.30,Communication,27131,Eastern Europea
84774.50,Meals,27211,South American
968.60,Misc,23552,Mid East / Sout
76544.50,Groceries,22308,Japan
16204.70,Lodging,20806,China
52337.00,Lodging,23740,Mid East / Sout
107410.00,Meals,21549,Eastern Europea
56828.20,Entertainment,23064,Africa
115771.90,Home Supplies,25617,Scandanavian
61673.60,Electronics,21679,Eastern Europea
56817.20,Meals,24486,Mid East / Sout
64033.40,Home Supplies,28213,Western Europea
79753.20,Clothing,21523,Japan
85254.50,Entertainment,20001,Eastern Europea
32289.70,Communication,27257,Eastern Europea
5500.10,Electronics,21805,Eastern Europea
293193.00,Home Supplies,28809,China
55534.70,Meals,24489,Mid East / Sout
107563.90,Misc,26403,Scandanavian
104661.80,Groceries,25119,Scandanavian
66854.90,Home Supplies,28471,South American
19180.10,Clothing,21397,Eastern Europea
91866.10,Misc,26618,Scandanavian
28602.20,Communication,27254,Eastern Europea
101476.30,Home Supplies,28342,South American
13400.30,Clothing,29670,South American
137352.10,Lodging,21015,China
102034.50,Meals,24615,Mid East / Sout
46181.00,Home Supplies,20536,Japan
143320.00,Lodging,24593,Mid East / Sout
193393.70,Misc,20552,Japan
69915.80,Groceries,24778,Scandanavian
1413.20,Meals,23061,Africa
105762.30,Misc,27594,Eastern Europea
186713.70,Electronics,21868,Japan
42692.60,Misc,27448,South American
87710.80,Groceries,25308,Western Europea
91797.70,Meals,20573,Japan
76311.20,Misc,23040,Africa
187124.10,Electronics,22655,Africa
133257.90,Entertainment,28657,Eastern Europea
209273.50,Lodging,20039,China
54594.20,Electronics,26422,Scandanavian
50986.10,Misc,26807,South American
37921.70,Groceries,24137,Mid East / Sout
5192.30,Groceries,21395,Eastern Europea
103921.60,Electronics,25251,Western Europea
164221.10,Meals,25127,Scandanavian
132974.50,Meals,21103,China
202906.20,Misc,25636,Western Europea
48233.00,Misc,28235,Western Europea
87847.60,Clothing,28439,Western Europea
42658.40,Electronics,21338,Eastern Europea
77764.70,Clothing,21927,Japan
53271.40,Lodging,21848,Japan
3328.40,Misc,21723,Eastern Europea
42675.50,Meals,21890,Japan
42333.50,Misc,24849,Scandanavian
142305.00,Meals,29573,Africa
81480.30,Electronics,27739,Western Europea
137380.20,Electronics,25784,South American
111890.20,Groceries,27904,Western Europea
204423.20,Home Supplies,23662,Mid East / Sout
37477.10,Lodging,23168,Africa
79115.60,Lodging,26402,Scandanavian
42863.60,Misc,29403,Eastern Europea
163765.50,Lodging,21994,Japan
116934.70,Groceries,21392,Eastern Europea
25301.90,Entertainment,29298,Africa
6132.80,Misc,22891,Mid East / Sout
82142.30,Entertainment,25531,Scandanavian
129263.80,Entertainment,21507,Japan
131110.60,Misc,23681,Mid East / Sout
83612.90,Entertainment,20977,China
14768.30,Clothing,24523,Mid East / Sout
193256.90,Groceries,25946,South American
215844.80,Meals,21893,Japan
103955.80,Electronics,29167,Japan
114432.00,Home Supplies,25620,Scandanavian
32449.70,Entertainment,29828,Africa
214204.40,Misc,27445,Eastern Europea
106406.00,Home Supplies,27429,Eastern Europea
77867.30,Lodging,28890,Africa
11468.00,Communication,26553,Scandanavian
17162.30,Electronics,25254,Western Europea
30620.00,Electronics,20697,Japan
53066.20,Meals,27612,Eastern Europea
51396.50,Home Supplies,26788,Eastern Europea
17948.90,Misc,21726,Eastern Europea
34501.70,Entertainment,21618,Eastern Europea
130033.30,Electronics,22658,Africa
33219.20,Clothing,23882,China
39631.70,Misc,27597,Eastern Europea
171933.20,Misc,20555,Japan
75764.00,Lodging,29674,Africa
90361.30,Clothing,27712,Western Europea
16324.40,Clothing,23736,Mid East / Sout
70086.80,Communication,25706,South American
80312.60,Clothing,20607,Japan
66222.20,Misc,21085,China
86274.40,Lodging,25761,South American
80483.60,Home Supplies,27489,South American
121334.30,Meals,29040,South American
145554.00,Home Supplies,26851,Eastern Europea
41068.10,Communication,29619,Eastern Europea
162732.20,Home Supplies,22875,Africa
36998.30,Clothing,21140,China
13314.80,Entertainment,26061,South American
66712.00,Entertainment,22085,Japan
151504.80,Clothing,23415,Africa
116712.40,Misc,24852,Scandanavian
326009.10,Electronics,20059,China
56075.80,Clothing,27652,Eastern Europea
80802.40,Lodging,23165,Africa
26447.60,Electronics,22595,Africa
148933.70,Communication,25769,South American
311559.60,Home Supplies,23659,Mid East / Sout
57193.40,Electronics,26571,South American
15777.20,Electronics,20062,Africa
36929.90,Misc,24319,Mid East / Sout
52148.90,Communication,21406,Eastern Europea
90532.30,Clothing,27649,Eastern Europea
210538.90,Groceries,26796,Eastern Europea
152199.80,Clothing,27182,South American
6406.40,Groceries,22820,Mid East / Sout
57655.10,Meals,26444,Scandanavian
44653.00,Clothing,21137,China
66575.20,Home Supplies,26791,Eastern Europea
91985.80,Misc,24789,Scandanavian
27963.40,Misc,28765,Scandanavian
252628.10,Meals,22531,Africa
145787.30,Lodging,25764,South American
93593.20,Groceries,26733,South American
71733.30,Communication,29616,Africa
31286.90,Groceries,28754,South American
125518.90,Home Supplies,24896,Scandanavian
44300.00,Communication,28514,Africa
142458.90,Clothing,20673,Japan
76367.40,Meals,21166,China
170759.40,Misc,22831,Africa
113286.30,Clothing,21203,China
182706.20,Meals,25190,Western Europea
502172.10,Groceries,22883,Africa
1874.90,Misc,24382,Mid East / Sout
45582.50,Entertainment,24040,China
10784.00,Clothing,28502,Mid East / Sout
47269.30,Electronics,22592,Africa
140184.60,Entertainment,26762,Eastern Europea
289238.00,Lodging,25186,Western Europea
55893.80,Home Supplies,27956,South American
44163.20,Communication,29086,Western Europea
12357.20,Entertainment,20980,China
35510.60,Clothing,25903,Scandanavian
77268.80,Entertainment,29124,Mid East / Sout
184764.30,Misc,28172,South American
27159.70,Electronics,23763,Mid East / Sout
102325.20,Electronics,20634,Japan
78448.70,Groceries,21604,Eastern Europea
103528.30,Meals,23911,China
42795.20,Electronics,22718,Mid East / Sout
189854.00,Misc,25427,South American
76824.20,Groceries,25628,Scandanavian
69454.10,Lodging,20102,Africa
101784.10,Communication,20619,Japan
33509.90,Electronics,25188,Western Europea
144425.40,Groceries,26158,South American
100997.50,Lodging,24656,Scandanavian
34262.30,Communication,29152,Western Europea
71431.60,Home Supplies,27426,Eastern Europea
144339.90,Entertainment,21444,Japan
64614.80,Clothing,20032,Africa
18872.30,Clothing,28499,Japan
80056.10,Entertainment,29361,Western Europea
104947.60,Lodging,21845,Japan
57090.80,Meals,25594,South American
11724.50,Clothing,22631,Africa
148227.70,Communication,20685,Japan
102143.20,Meals,23381,Africa
153522.60,Lodging,24530,Mid East / Sout
107119.30,Clothing,28287,Western Europea
225182.60,Clothing,28436,South American
80928.20,Home Supplies,29447,Africa
147030.70,Communication,20682,Japan
377445.90,Misc,22828,Africa
55090.10,Groceries,21329,Eastern Europea
51715.30,Home Supplies,24893,Scandanavian
77867.30,Misc,25172,Western Europea
309980.30,Electronics,20763,China
58065.50,Electronics,28314,Western Europea
12459.80,Clothing,23095,Africa
37254.80,Groceries,29012,Western Europea
160271.00,Home Supplies,21704,Eastern Europea
65213.30,Entertainment,24043,China
8903.00,Home Supplies,24830,South American
73415.20,Communication,23957,China
30483.20,Entertainment,24106,Mid East / Sout
283618.20,Clothing,25754,South American
242857.90,Home Supplies,21641,Eastern Europea
170776.50,Clothing,22628,Africa
50678.30,Lodging,20105,China
41717.90,Electronics,25847,Scandanavian
46625.60,Clothing,25691,South American
37990.10,Groceries,29221,Eastern Europea
76653.20,Electronics,28443,Western Europea
101128.20,Communication,21149,China
98723.20,Home Supplies,24237,Mid East / Sout
30209.60,Groceries,20862,China
58065.50,Entertainment,26636,Scandanavian
71322.90,Lodging,24653,Eastern Europea
163656.80,Groceries,21077,China
93689.70,Lodging,27719,Western Europea
90087.70,Home Supplies,21767,Eastern Europea
79868.00,Groceries,28691,Africa
103003.10,Meals,28465,Western Europea
63110.00,Communication,23685,Mid East / Sout
61451.30,Meals,28720,Western Europea
49936.90,Entertainment,24103,Mid East / Sout
194453.90,Clothing,23158,Africa
118952.50,Home Supplies,24770,Scandanavian
78688.10,Lodging,27785,Western Europea
10527.50,Home Supplies,22171,Japan
33538.00,Communication,23490,Africa
121921.80,Meals,28783,China
52029.20,Meals,20639,Japan
123620.80,Clothing,25694,South American
114021.60,Communication,23427,Africa
96152.10,Entertainment,26639,South American
18239.60,Groceries,29158,China
94414.00,Groceries,29009,China
40093.40,Misc,22364,Japan
35339.60,Lodging,27656,Eastern Europea
45114.70,Misc,20232,Africa
75199.70,Clothing,24649,Mid East / Sout
186981.20,Electronics,27616,Eastern Europea
17384.60,Communication,20107,China
207125.00,Home Supplies,28872,South American
82033.60,Home Supplies,21638,Eastern Europea
29912.80,Meals,28187,Western Europea
16119.20,Communication,24131,Mid East / Sout
223067.10,Entertainment,20064,Africa
69037.60,Meals,29166,Scandanavian
65076.50,Communication,26619,Scandanavian
8612.30,Home Supplies,26384,Scandanavian
149971.90,Groceries,26859,South American
14802.50,Clothing,25628,Scandanavian
64495.10,Home Supplies,29659,Mid East / Sout
7671.80,Clothing,27924,Western Europea
45479.90,Lodging,27845,South American
35470.30,Communication,20894,China
198290.40,Entertainment,22214,Japan
238047.90,Home Supplies,27701,Eastern Europea
106856.70,Entertainment,25148,Scandanavian
50524.40,Clothing,20544,Japan
4097.90,Home Supplies,24767,South American
43171.40,Lodging,26866,Eastern Europea
128881.50,Clothing,23478,Africa
137482.80,Communication,28574,South American
17042.60,Entertainment,29510,South American
193564.70,Meals,25253,Western Europea
82369.50,Clothing,28565,Western Europea
92071.30,Misc,29618,Eastern Europea
8578.10,Communication,29556,Western Europea
214095.70,Groceries,29796,Eastern Europea
42538.70,Clothing,28562,Eastern Europea
166125.30,Meals,25591,Western Europea
528021.20,Lodging,28632,Eastern Europea
57911.60,Lodging,21782,Eastern Europea
119414.20,Groceries,20098,Africa
58493.00,Entertainment,22998,Africa
36981.20,Clothing,21712,Eastern Europea
108880.60,Groceries,27646,Eastern Europea
76687.40,Communication,26616,Scandanavian
45223.40,Communication,20556,Japan
18205.40,Home Supplies,27704,Eastern Europea
56167.40,Home Supplies,29321,Western Europea
35989.40,Entertainment,27744,South American
110932.60,Groceries,25883,South American
35732.90,Home Supplies,20851,China
207706.40,Home Supplies,25216,Western Europea
43308.20,Clothing,24652,Africa
148803.00,Misc,23747,Mid East / Sout
171933.20,Home Supplies,29662,Mid East / Sout
188953.80,Groceries,22694,Mid East / Sout
27644.60,Meals,29169,Africa
1327.70,Entertainment,25594,South American
5414.60,Home Supplies,22620,Africa
185955.20,Meals,23636,Mid East / Sout
114568.80,Meals,25723,South American
75045.80,Electronics,27613,Eastern Europea
58196.20,Misc,21148,China
95063.80,Misc,24915,Scandanavian
163936.50,Groceries,23416,Africa
142578.60,Groceries,20350,China
218069.00,Electronics,28955,South American
144568.30,Misc,24786,Scandanavian
127068.90,Communication,24472,Mid East / Sout
199748.80,Misc,20810,China
203157.80,Lodging,21785,Eastern Europea
1361.90,Lodging,23102,Africa
43034.60,Lodging,22252,Japan
39294.60,Clothing,21014,China
46557.20,Lodging,23231,Africa
68034.80,Electronics,26356,Scandanavian
82905.70,Meals,23974,China
7894.10,Groceries,29799,China
96060.50,Clothing,20035,China
65640.80,Groceries,29458,South American
122451.90,Meals,22402,Africa
58863.10,Groceries,22946,Mid East / Sout
68815.30,Electronics,22191,Japan
233578.70,Misc,28828,Africa
46345.90,Clothing,27583,South American
30380.60,Misc,21594,Eastern Europea
41393.00,Groceries,26991,Western Europea
65258.50,Home Supplies,26725,South American
296813.30,Lodging,29806,Eastern Europea
210305.60,Misc,28106,Western Europea
82854.40,Meals,22998,Africa
184610.40,Meals,26232,South American
48209.80,Lodging,29465,Japan
56543.60,Misc,28702,Japan
50524.40,Misc,20343,China
65863.10,Clothing,23481,Africa
11587.70,Entertainment,22211,Japan
37066.70,Lodging,29462,Scandanavian
28824.50,Clothing,27245,Eastern Europea
9775.10,Communication,21876,Japan
12716.30,Clothing,27586,South American
156316.00,Communication,22574,Africa
48575.00,Lodging,28761,South American
70559.50,Groceries,21904,Japan
322258.10,Misc,23618,Mid East / Sout
78978.80,Groceries,22119,Japan
35493.50,Meals,24426,Mid East / Sout
190834.80,Meals,20064,Africa
2011.70,Communication,22451,Africa
103459.90,Groceries,29925,Africa
14152.70,Electronics,29296,Africa
34792.40,Meals,24549,Mid East / Sout
61075.10,Clothing,23733,Mid East / Sout
49070.90,Meals,21953,Japan
78585.50,Electronics,21275,Eastern Europea
223404.20,Lodging,23677,Mid East / Sout
17190.40,Misc,21852,Japan
78500.00,Groceries,20353,China
1584.20,Clothing,29481,Western Europea
269386.10,Misc,20681,Japan
251960.00,Lodging,25824,Scandanavian
109718.50,Entertainment,27741,Western Europea
66530.00,Communication,24598,Mid East / Sout
142476.00,Meals,29636,China
117817.80,Home Supplies,20596,Japan
7295.60,Entertainment,26064,South American
3465.20,Home Supplies,25342,Western Europea
3636.20,Clothing,24394,Mid East / Sout
72686.00,Communication,24936,South American
197623.50,Groceries,21778,Eastern Europea
130910.30,Clothing,21924,Japan
102267.80,Misc,29274,Scandanavian
168667.10,Meals,29633,Western Europea
73455.50,Misc,29615,Scandanavian
111616.60,Groceries,27775,Western Europea
114107.10,Meals,21489,Japan
23762.90,Lodging,21336,Eastern Europea
86975.50,Clothing,26541,Scandanavian
230438.40,Electronics,29293,Mid East / Sout
127468.30,Communication,29999,South American
66028.00,Lodging,23803,Mid East / Sout
137117.60,Clothing,29607,Mid East / Sout
347931.30,Groceries,27649,Eastern Europea
93803.30,Meals,27274,Eastern Europea
380922.10,Home Supplies,20725,China
202018.20,Electronics,24338,Mid East / Sout
42624.20,Lodging,20743,China
50028.50,Misc,23744,Mid East / Sout
298820.10,Electronics,21742,Eastern Europea
55654.40,Groceries,27778,Western Europea
488240.50,Meals,21486,Japan
155563.60,Lodging,28887,South American
66752.30,Clothing,21586,Eastern Europea
38172.10,Entertainment,23256,Africa
222315.90,Misc,23615,Mid East / Sout
250524.80,Home Supplies,25809,Scandanavian
70411.70,Entertainment,28082,Western Europea
116768.60,Meals,27489,South American
94225.90,Groceries,25434,Scandanavian
39323.90,Entertainment,20193,Japan
50763.80,Communication,27065,South American
268063.30,Clothing,29140,China
184148.70,Misc,23870,China
43650.20,Misc,26214,Scandanavian
148414.60,Home Supplies,25935,South American
62973.20,Electronics,21613,Eastern Europea
45804.80,Communication,27661,Eastern Europea
134633.20,Electronics,24679,South American
125040.10,Home Supplies,28279,South American
15264.20,Entertainment,20402,China
10613.00,Groceries,24712,Scandanavian
53876.00,Clothing,29266,Eastern Europea
46813.70,Home Supplies,28746,South American
49036.70,Electronics,24212,Mid East / Sout
28106.30,Misc,26681,Scandanavian
73746.20,Electronics,22080,Japan
88531.60,Communication,27787,Western Europea
122001.20,Groceries,24841,Scandanavian
54337.70,Meals,24423,Mid East / Sout
75524.60,Misc,27402,Eastern Europea
59775.50,Clothing,25413,Western Europea
45696.10,Communication,25663,Scandanavian
64153.10,Groceries,20416,China
197412.20,Lodging,23760,Mid East / Sout
189505.90,Home Supplies,23765,Mid East / Sout
34792.40,Lodging,20377,China
26259.50,Electronics,29505,Scandanavian
143211.30,Entertainment,28465,Western Europea
281451.40,Misc,25444,Scandanavian
13195.10,Misc,28043,Western Europea
88935.90,Lodging,28206,Western Europea
52159.90,Misc,24806,Scandanavian
231099.20,Home Supplies,25723,South American
216792.60,Lodging,25718,South American
29365.60,Meals,25319,South American
68958.20,Lodging,21805,Eastern Europea
101698.60,Clothing,23988,China
253237.60,Misc,25977,South American
67744.10,Lodging,28847,Africa
118781.50,Electronics,25208,Western Europea
55192.70,Communication,27088,Western Europea
33869.00,Groceries,22225,Japan
98101.50,Meals,25849,Scandanavian
2456.30,Lodging,28057,South American
57090.80,Meals,23361,Africa
69180.50,Home Supplies,20639,Japan
139158.60,Lodging,24293,Mid East / Sout
40309.60,Groceries,28096,Western Europea
6406.40,Misc,29360,Japan
229645.70,Electronics,28975,Scandanavian
63776.90,Home Supplies,23127,Africa
36758.90,Communication,26361,Scandanavian
22360.70,Groceries,26138,South American
141854.30,Misc,25447,Scandanavian
101014.60,Lodging,21802,Eastern Europea
100444.20,Clothing,27904,Western Europea
80620.40,Clothing,26587,Scandanavian
168667.10,Clothing,20862,China
225952.10,Electronics,23783,Mid East / Sout
43404.70,Entertainment,29785,Japan
133789.20,Electronics,22466,Africa
108958.80,Entertainment,25809,Scandanavian
63257.80,Electronics,29508,Japan
53465.60,Entertainment,28998,Scandanavian
130642.80,Electronics,22996,Africa
40531.90,Meals,23421,Africa
101436.00,Meals,29616,Africa
119020.90,Groceries,29584,Mid East / Sout
31252.70,Groceries,23009,Africa
206509.40,Clothing,27311,Eastern Europea
154901.60,Communication,22531,Africa
72959.60,Misc,20893,China
62146.30,Entertainment,25168,South American
203198.10,Groceries,25608,Scandanavian
258475.10,Entertainment,20725,China
190042.10,Groceries,20267,Japan
30654.20,Clothing,20799,China
211434.20,Meals,29146,Africa
114049.70,Communication,29427,Mid East / Sout
107528.50,Misc,21680,Eastern Europea
4422.80,Lodging,22976,Africa
98973.60,Communication,25723,South American
37049.60,Home Supplies,22534,Africa
231372.80,Entertainment,21893,Japan
12442.70,Clothing,23461,Africa
45924.50,Meals,22571,Africa
14990.60,Communication,21217,China
45172.10,Communication,28259,Western Europea
41085.20,Electronics,22403,Africa
34655.60,Entertainment,22105,Japan
102079.70,Clothing,23991,China
46027.10,Clothing,23458,Africa
12305.90,Home Supplies,26301,Scandanavian
60733.10,Clothing,27371,Eastern Europea
51646.90,Clothing,23395,Africa
21351.80,Misc,24809,Scandanavian
91073.40,Clothing,27841,Western Europea
11690.30,Entertainment,22039,Japan
33099.50,Home Supplies,26513,Scandanavian
116791.80,Groceries,26839,Eastern Europea
148614.90,Lodging,29485,Scandanavian
59108.60,Communication,21280,Eastern Europea
55295.30,Clothing,28479,South American
189483.90,Clothing,22754,Mid East / Sout
63018.40,Groceries,23075,Africa
40845.80,Communication,29639,South American
20787.50,Misc,24743,Scandanavian
149686.10,Electronics,25529,Scandanavian
161502.20,Entertainment,23848,China
64033.40,Electronics,23786,Mid East / Sout
149931.60,Electronics,22400,Africa
122663.20,Misc,22785,Mid East / Sout
21266.30,Groceries,21117,China
63366.50,Communication,26364,Scandanavian
42812.30,Entertainment,20788,China
29690.50,Lodging,21742,Eastern Europea
67481.50,Entertainment,28932,China
25985.90,Electronics,20445,Japan
23944.90,Entertainment,21318,Eastern Europea
161138.20,Home Supplies,27684,Eastern Europea
22292.30,Electronics,20657,Japan
42932.00,Communication,26298,Scandanavian
36194.60,Groceries,26201,Scandanavian
71859.10,Clothing,20012,Africa
95012.50,Home Supplies,29169,Africa
26635.70,Misc,25381,Western Europea
102810.10,Groceries,21647,Eastern Europea
141540.40,Home Supplies,29573,Africa
112328.70,Groceries,25671,South American
50986.10,Lodging,20317,China
56577.80,Home Supplies,21429,Japan
111012.00,Clothing,28605,Eastern Europea
129674.20,Electronics,23190,Africa
37631.00,Misc,25384,Western Europea
66558.10,Entertainment,21252,China
59536.10,Meals,25316,Western Europea
81492.50,Home Supplies,27618,Eastern Europea
265224.70,Groceries,23713,Mid East / Sout
4046.60,Groceries,24246,Mid East / Sout
23540.60,Electronics,25211,South American
14950.30,Communication,28786,China
36827.30,Meals,25379,South American
41923.10,Misc,27339,Eastern Europea
214820.00,Entertainment,24060,China
14101.40,Groceries,20991,China
2712.80,Misc,22851,Mid East / Sout
62123.10,Communication,26238,South American
105813.60,Meals,23298,Africa
234398.30,Electronics,25526,Scandanavian
29650.20,Clothing,25946,South American
69744.80,Communication,23765,Mid East / Sout
79645.70,Clothing,28545,Japan
23728.70,Clothing,22820,Mid East / Sout
12801.80,Electronics,25741,South American
55021.70,Lodging,24997,Scandanavian
46277.50,Entertainment,23851,China
221580.60,Lodging,27739,Western Europea
48386.90,Meals,20762,China
172514.60,Electronics,25271,Western Europea
72560.20,Misc,22914,Mid East / Sout
36878.60,Lodging,27994,Western Europea
82717.60,Entertainment,26656,South American
69813.20,Groceries,21521,Japan
40880.00,Entertainment,23914,China
133658.50,Meals,28445,South American
40862.90,Meals,28508,Eastern Europea
37306.10,Home Supplies,24618,Mid East / Sout
82084.90,Clothing,25353,Western Europea
7825.70,Home Supplies,21959,Japan
11775.80,Misc,22384,Japan
28961.30,Home Supplies,21744,Eastern Europea
59074.40,Electronics,28274,Western Europea
25490.00,Entertainment,26659,Scandanavian
10236.80,Meals,21083,China
139642.30,Communication,23639,Mid East / Sout
99544.00,Clothing,25883,South American
60374.00,Lodging,24994,Scandanavian
125478.60,Groceries,21054,China
262499.70,Communication,23642,Mid East / Sout
75507.50,Communication,23705,Mid East / Sout
38497.00,Lodging,27464,Eastern Europea
69875.50,Meals,28442,Western Europea
20018.00,Misc,22725,Mid East / Sout
20052.20,Groceries,29201,South American
264808.20,Clothing,25479,Scandanavian
