member_noSource;charge;amt
2019;17;85220.3
8511;289;733828.3
4183;119;240417.5
6347;153;378966.6
7970;221;657210.5
3642;102;246836.1
4724;102;298717.5
5806;102;355044.9
9052;187;532478.2
2560;34;61069
1478;51;158943.3
6888;187;434939.8
7280;272;686929.1
4575;119;315537.8
6198;153;400102.2
4034;68;122787.8
7821;238;603373.6
3493;85;248500.9
2952;85;131913.1
2411;34;98586.4
8903;374;844144.1
8362;357;963713.4
5116;170;504047
9444;442;961921.6
6739;238;613890.1
9985;1003;2552396.5
5657;170;373505.6
1329;34;104263.6
1186;17;27148.7
6759;204;652975.8
5431;102;167782.8
2514;34;91558.3
9676;493;1002755.2
9699;561;1302339.9
5408;102;228522
4080;68;152644.4
2537;17;34706.9
1209;34;87403
6805;187;594824.8
8133;153;291551.4
5454;102;254445.6
6782;238;680101.3
9845;918;2232417.6
8179;255;717373.2
5600;68;226755.8
6928;221;581320.7
1017;17;27730.1
9507;357;983275.8
6951;119;260732.3
9822;680;1696281.2
8279;391;865530.1
6828;204;651111.9
8156;323;666151.4
9799;816;1984589.7
8302;272;663844.1
6974;221;516990.5
9553;544;1350243.1
8471;306;961098.3
9776;612;1234297.8
8448;289;729211.3
9653;561;1368089.4
9530;340;1010624.8
8325;153;502548.3
8425;323;765536.6
2437;34;59649.7
3765;119;193307
7097;153;485585.1
5531;119;293581.4
9361;578;1203769.4
8033;306;415967.4
871;51;55608
4203;119;267213.2
1063;17;39477.8
1309;34;91387.3
9968;918;2218857.3
2391;34;76749.7
7051;408;794849.7
5723;102;200529.3
6659;187;592533.4
7987;323;843307.4
5577;136;395200.6
2245;17;27371
917;34;113155.6
6905;136;318421.6
2683;34;95491.3
4349;102;212071.8
6513;221;508218.2
5677;136;298448.8
7841;272;741153.2
2291;34;108675.4
3619;34;134941
6613;153;387704.7
5285;136;289608.1
1455;51;123221.4
6467;187;482597.5
4057;85;150107.5
5385;136;371431.6
2975;119;383715.5
5139;136;275979.4
4303;34;104109.7
3665;102;299675.1
2583;119;302764.1
4993;136;382238.8
3911;51;170708.1
4157;102;253556.4
2829;34;133863.7
273;17;47531.9
5846;170;324821.9
9261;408;1008240.6
8763;238;479638
6344;102;226281.9
7695;170;364134.8
7910;170;210457.1
7197;272;777200
7887;221;624481.1
7718;187;525056.8
4472;102;314244.3
2145;68;196779.5
2122;51;149059.5
6536;170;258627.8
9069;357;1006360.8
5823;68;141204.5
8594;425;1249173.5
6015;102;252838.2
9092;391;1250109.1
9945;867;2006801.4
1953;17;6167
4664;136;282904.9
7389;170;514717.4
9384;595;1722902.2
7220;204;604206.6
8694;408;1030846.8
9284;442;1026696.4
8571;357;690147.6
579;34;106230.1
350;17;6491.9
4180;68;153106.1
4678;153;479548.8
8010;170;432363.8
5746;153;383942.7
1916;34;25860.1
2414;34;122851.3
6244;153;409011.3
8863;425;1003925.3
9055;442;1101235.3
5554;136;495030.4
6636;136;444465.7
3304;34;122834.2
7618;323;743084.3
4372;136;290377.6
3290;51;76572.6
7426;187;323858.2
3098;51;138064.2
5262;102;372726.3
1332;17;9929
3496;119;412033.1
5162;85;170849.8
2998;85;156126.7
1724;34;77160.1
3888;51;65184
4970;102;266466.9
2806;17;17247.8
6052;136;297183.4
3788;119;262989.5
2706;17;70753.7
1624;34;65515
4870;68;184877.9
5929;221;556491.5
8846;374;847239.2
1684;17;68274.2
688;17;60664.7
4601;68;262717.1
4933;68;93529.7
4910;85;179758.9
1707;17;61280.3
3582;17;34587.2
5906;119;345137.9
9132;323;564149.9
3390;51;55676.4
4887;51;117817.8
8800;476;978359.6
7804;221;678773.6
3204;85;271756.9
7827;221;494298.8
4409;119;320171.9
9155;476;1202318.3
8823;408;1018415.1
4741;68;102661.1
3436;51;216878.1
1515;51;144528
1853;85;314113.6
7681;306;698818.5
3181;34;143097.7
8992;323;834329.9
7658;238;577313.2
5056;85;208828.9
6138;221;639323.9
6384;187;372712.9
7635;272;805893.8
7466;119;296043.8
6161;170;305430.5
7489;255;688234.8
1661;34;65344
1538;17;20548.1
6407;187;541900.3
5079;68;216393.2
7612;204;572503.2
7595;170;505654.4
2935;85;176561.2
4263;119;255003.8
3267;85;231315.4
7203;221;577473.2
3373;51;162807.9
6576;170;531287.3
5969;136;332409.4
8886;561;1194199.5
9905;765;2160498.6
3659;51;144100.5
3327;17;52456.7
2331;34;70149.1
9278;476;1330910.3
8677;357;841038
3519;119;265947.8
4847;85;338925.7
2185;34;52621.6
5683;119;415162.4
7011;238;575261.2
4455;153;232983.9
9324;391;938991.7
3221;34;83162.2
2139;17;17504.3
9470;510;1322844
7157;289;873193.3
3075;68;120428
1993;17;29594
6075;238;540001
5016;102;230266.2
4518;68;238212.8
2597;34;78271.6
1601;17;660.8
2099;34;120046.9
5514;153;383805.9
8242;289;705681.7
9238;374;934654.4
9736;612;1567200.6
1080;17;33954.5
2076;34;67652.5
8740;221;795566.6
5537;102;240594.6
8219;272;455771.3
3805;136;352211.2
8050;238;612180.1
9215;357;937943.7
7741;340;943182.4
4495;119;201549.2
6745;102;285858.3
7764;238;674304.4
2766;51;110328
1100;17;77149.1
9928;833;2217502.7
1272;17;14563.1
5345;119;297069.8
625;34;59017
1123;34;111650.8
2789;102;279462.9
5494;187;414060.7
5992;136;289762
3828;119;222257.3
8717;357;1078591.2
5302;153;326161.8
6553;170;473831.3
8548;357;1011131.7
5471;221;588246.2
7243;170;411860.9
9407;510;1240849.5
3997;102;271733.7
1292;34;68251
2852;68;59552
433;17;5739.5
3848;136;405204.1
2354;102;276624.3
7180;255;715423.8
6682;187;497782.3
3350;17;45.2
7572;306;705299.4
3244;68;112664.6
8070;357;897006.3
9693;578;1558987.7
2746;17;20240.3
3742;102;309764.1
7074;119;338263.7
9301;561;1178347.8
9991;1411;3812981.8
5663;136;503802.7
8909;459;1068345.9
3934;85;232358.5
104;17;71711.3
4432;51;187466.1
8262;357;790285.2
6596;153;418057.2
1770;34;58162
6098;238;601201.9
6988;170;319606.4
4824;102;342151.5
2660;51;187124.1
6490;136;319806.7
4326;85;287146.9
8654;340;991147.9
2162;102;280181.1
9885;544;1364914.9
8680;255;493722.3
5763;153;367116.3
2846;34;54143.5
854;17;10253.9
5740;170;500131.1
2869;102;313936.5
2205;17;49823.3
3748;102;234626.7
808;17;55055.9
7801;272;565177.1
7778;204;634097.4
831;51;99469.5
5786;119;236963.3
1687;34;110197.3
4930;68;205791.2
4266;153;385686.9
3679;119;313280.6
2351;68;140298.2
4289;102;249264.3
1664;34;74167.6
6281;153;356086.8
2328;17;43513.4
3725;34;36359.5
4389;136;479674.6
2892;51;112841.7
2228;34;103306
4220;68;237614.3
4243;136;259050.4
3702;34;103117.9
2915;68;218787.2
4366;136;403528.3
2374;17;66324.8
4907;136;335145.4
8093;340;884187.4
6765;170;505278.2
8342;272;767521.4
2769;34;119260.3
3184;68;147753.8
6078;119;217400.9
7701;306;700477.2
3410;51;115697.4
5199;136;387830.5
1890;34;8811.4
6719;238;691695.1
1395;51;214193.4
6327;204;455453.7
4704;102;261200.1
5245;102;230009.7
1349;34;85744.3
9175;493;1402775.5
9762;697;1794189.7
7598;255;756891.3
7847;340;833383.3
7260;68;139443.2
6619;221;468802.7
9613;493;1457324.5
7160;238;540890.2
7552;204;464516.7
9716;374;667894.4
1057;34;92498.8
9221;510;1368501
6224;204;546152.1
8634;340;1068388.6
8388;408;1099776.9
8139;357;938815.8
7306;204;451931.1
8780;306;862807.5
8239;238;436118.5
9862;816;2307711.3
9321;459;1249075.8
5348;153;403248.6
8929;425;1237853.3
605;17;9176.6
1269;34;88326.4
8906;306;669697.2
6201;136;337197.4
1246;17;58629.8
7363;136;306947.5
2477;68;157740.2
1936;34;75843.4
4515;170;335372.6
3851;102;395948.1
2102;17;84006.2
3951;51;112858.8
6822;170;583391
4492;17;80654.6
4117;85;213497.2
1787;17;23745.8
4658;85;297988.3
3310;68;139682.6
1810;34;113651.5
3974;102;265269.9
5889;187;461684.2
2643;85;281572.3
4807;136;282067
5989;289;686563.9
3284;34;95935.9
3825;34;45935.5
3161;102;196237.2
5866;170;378652.7
5448;221;473727.5
2079;68;161194.4
4784;85;222868
2743;51;174658.2
2620;51;89944.8
6530;153;426008.7
5325;136;295439.2
8508;323;630087.5
3433;51;154582.8
8757;306;830505.6
6742;119;289990.4
8365;442;1054603.6
7973;323;638158.7
934;34;36017.5
9839;714;1997656.5
9590;595;1276438.3
7675;289;822628.6
7824;306;818176.5
9447;425;967775.9
5660;136;319516
7283;119;406988.6
9988;1105;2728284.7
5119;187;507768.7
9298;408;1040012.4
393;17;32022.2
1475;34;77331.1
9049;493;1123925.8
8216;357;1021682.4
7967;204;553146
7134;272;734757.8
642;17;31013.3
9198;459;1224657
8116;289;674098
5952;255;685002.9
9739;425;1069349.9
8657;340;987608.2
7575;187;459546.7
7034;136;234187
6493;170;467350.4
6593;170;361911.8
1020;17;47873.9
8514;340;877518.4
9510;544;1094324.5
2016;51;95793
5574;170;373847.6
2039;51;194066.7
3035;51;140270.1
4578;119;272223.5
2062;17;16854.5
4054;68;94675.4
9464;510;1382882.1
3058;17;61793.3
3559;17;82518.5
8468;306;832848.3
4555;102;164140.5
7472;306;620261.1
2540;34;75210.7
8491;374;960680.6
5073;102;251042.7
4532;136;405084.4
3536;34;100552.9
4077;119;289152.5
9487;476;1163210.6
3081;68;128738.6
4100;51;35549.7
6430;289;849321.7
9009;391;1145525.5
2517;17;61246.1
6453;238;607631.5
8445;272;846848.3
6994;238;357116.5
2494;51;190851.9
8986;425;1233065.3
6115;102;236524.8
6971;204;571750.8
1561;34;64164.1
6516;102;217150.5
7512;306;636899.4
8923;357;1067202.6
4014;119;300079.4
3018;34;93165.7
4595;136;514250.8
5033;136;460317.4
7904;238;442052.2
8531;221;488433.5
6908;204;615526.8
9527;476;1136945
3576;153;384678
2580;51;146802.3
2972;51;191057.1
8969;408;1174008
4641;68;150695
9965;986;2491492.4
5637;153;534422.7
1999;17;77303
9032;357;857043.6
9573;408;995672.1
3622;68;111382.1
7950;204;560533.2
3513;85;234342.1
5096;102;234849
5434;153;449692.2
9424;425;1076292.5
957;51;208892.4
7449;272;735647
1498;34;126168.7
7990;221;673575.2
5975;170;509707.1
7057;187;546124
4893;85;246688.3
1435;51;154360.5
2431;68;281732.3
6178;102;287431.5
9095;357;762070.2
4352;170;415298
6367;153;371562.3
9072;493;1348072.6
5371;136;374441.2
8076;306;693072.9
5136;85;187795.9
4140;85;162590.5
3144;85;274492.9
8382;289;820405.6
6390;153;259933.5
7386;272;632636.6
3473;34;16044.7
1223;17;85254.5
8883;306;860396.4
7409;204;578129.1
6868;238;570233.8
7864;187;514471.9
8405;374;960321.5
5159;170;417452.6
6155;289;531364.3
4163;85;272782.9
3450;119;313109.6
1458;17;79320.8
2454;68;206252.9
6845;153;276110.1
4681;221;440091.8
1764;34;115361.5
2666;51;61182.6
8617;255;783516
4830;119;221966.6
2125;51;105249.3
6931;136;215787.4
2603;85;333761.5
3599;102;232061.7
7927;374;872974.7
3207;51;147623.1
1584;17;9313.4
7535;238;450670.6
5912;187;237383.5
6304;102;230112.3
9550;629;1629489.8
3387;85;232871.5
9636;561;1536541.5
5222;170;510391.1
1976;51;183567.3
5308;119;393137.6
8554;425;1039578.8
2305;102;312448.8
4226;119;342299.3
8946;306;921768.3
2995;34;73979.5
1286;17;45069.5
6241;255;697879.2
5700;102;212824.2
2909;17;27439.4
5614;136;258161.2
1372;68;84740.3
1913;34;70987
7323;255;736713.3
3991;51;99178.8
6696;153;332061.3
4618;85;222885.1
2368;85;216062.2
7237;187;484546.9
3685;102;376266
5849;102;270844.5
8013;425;1187151.8
1521;34;29998.3
2111;17;68975.3
3439;68;164255.3
7684;153;337430.7
6356;221;603636.2
3416;85;248740.3
9035;425;1112151.2
2088;34;61684.6
545;17;5380.4
9250;408;827014.8
7707;357;866175
3485;51;120314.4
9227;527;1265570
7730;289;764488.6
4813;119;237356.6
9058;255;831618.3
4790;170;496232.3
3462;136;327347.8
9204;459;1327872.6
9081;374;869400.8
7876;238;538205.5
6187;170;527952.8
4859;85;312027.4
4936;51;24486
9181;459;1362842.1
7853;272;632636.6
3608;102;245331.3
3631;68;159672.5
6164;187;491575
6502;102;238098
4836;136;369328.3
7830;238;663121
4959;102;181189.2
7807;323;867127.7
8889;391;1058366.8
6479;187;547492
6310;153;408908.7
7561;170;584759
4982;102;237465.3
6456;187;422388.4
7661;153;373785.3
7538;170;353874.8
6210;136;318404.5
6333;170;470223.2
5128;17;44744.6
8935;374;903087.8
4690;68;234912.5
2188;17;1208
860;17;61605.2
6018;187;486017.5
5082;102;198323.4
3754;119;305927.6
9373;646;1657425.1
2234;34;84051.4
3316;51;93860.7
4644;119;230379.8
3708;68;168359.3
7999;289;736119.7
9327;459;1251247.5
2380;102;280129.8
9519;476;1258184
3270;85;182341
1942;34;101972.2
276;17;36827.3
2334;34;118336.9
3170;68;148882.4
4498;170;496591.4
322;34;79776.4
1650;34;84342.1
568;17;58014.2
1796;51;87208.8
960;17;84450.8
6771;170;390998.9
2526;51;138714
3024;102;192013.5
7269;272;854013.2
7246;289;811257.1
3047;34;76441.9
6748;238;609290.2
2549;51;127239.9
4398;85;114847.3
5895;85;262642.6
8145;323;919453.7
8812;255;581718.9
1481;17;66752.3
5872;187;399406
8122;323;662526.2
4421;136;398774.5
1175;17;48626.3
7438;238;679058.2
5274;221;587032.1
4023;68;213075.8
5772;153;408207.6
7953;306;773631
4000;102;246870.3
5795;153;506088
9994;1462;3936613.6
7146;119;338417.6
6064;102;250974.3
5397;119;315743
8643;306;878231.7
3900;34;65326.9
6087;204;487738.5
6579;187;480528.4
5374;17;36553.7
8620;238;642310.3
7169;272;527557.1
5105;187;403698.1
1773;17;5842.1
8520;459;1229564.7
4192;68;242419.4
8022;323;908783.3
5603;153;347434.2
1275;34;105426.4
883;17;71865.2
8414;289;760658.2
8912;425;950487.8
4713;34;111223.3
1381;17;83578.7
9894;612;1720040.4
3731;136;287881
5566;153;312823.8
2649;68;172070
6648;306;948786.3
6977;187;589062.1
3339;34;29929.9
2257;34;89591.8
7040;170;528004.1
2855;85;175928.5
9104;357;968860.5
2357;68;253637
6940;204;494954.7
4521;153;359985.6
1965;68;140520.5
9496;323;917367.5
4129;34;26048.2
299;17;80158.7
2065;68;174788.9
3147;68;254150
4229;34;44926.6
9888;782;1817894
983;51;195024.3
591;17;79782.5
2755;68;158526.8
9788;748;1870488.7
5858;119;298762.7
3937;85;241028.2
2609;102;350274
6854;204;515218.2
2586;51;189227.4
9748;527;1333645.1
1590;17;51601.7
2918;51;77290.8
8537;357;945655.8
5812;187;488479.9
1398;34;43609.9
6808;221;585698.3
6831;153;544939.2
5835;68;165657.5
2417;34;112916.2
1421;34;81212.8
5503;170;418529.9
3110;17;13844.9
1189;34;76989.1
9602;459;1343775.6
1444;34;90942.7
7023;119;192623
5789;187;445165.6
7000;323;718699.7
4338;68;235322.9
8328;391;1050671.8
5666;153;437568.3
4146;85;298313.2
9725;833;2208114.8
5643;187;462009.1
4315;187;580067.5
3064;68;196181
9556;680;1592997.2
9579;612;1583975.7
8251;306;812088.9
3087;51;99281.4
4169;187;441762.7
5188;136;273157.9
3860;85;188531.2
1358;17;75336.5
362;34;32323.9
1252;51;118194
8082;357;963474
9410;476;1345154.6
4252;102;236661.6
6871;221;550403.9
5580;68;195274.7
7309;119;209671.7
7890;272;606661.7
7063;187;499423.9
316;17;76362.5
8391;357;1052359.8
5981;119;300370.1
6917;187;566797.9
966;34;135334.3
4106;102;315834.6
2440;17;69266
2778;102;232779.9
7455;289;805956.1
9619;578;1683527
5334;187;446584.9
3668;51;181053.6
6662;221;538006.4
7647;136;337693.3
8975;459;1157009.4
9811;629;1786125.8
8729;340;783468.4
9665;442;1221174.7
3714;102;290902.8
7501;136;398073.4
2632;34;27895
8583;442;1103287.3
5941;85;185042.8
6439;136;410744.5
3522;85;172337.5
1696;51;75016.5
5918;153;406241.1
6416;136;428186.5
5420;85;187180.3
4730;119;261741.2
9473;527;1231917.2
6227;102;282250.2
2480;68;164169.8
5726;119;185663.3
9144;255;664380.3
4753;68;132090.2
2503;34;122611.9
5749;204;542783.4
3499;85;216558.1
9187;476;1242315.2
2672;51;98152.8
8666;272;796882.1
2174;34;124458.7
9164;323;971198.3
6725;204;582763.2
8474;442;895231.6
7392;102;323683.5
4561;85;126919.9
5228;68;129388.4
9971;969;2471457.3
1982;17;50490.2
3479;34;44328.1
7415;323;912921.5
8497;340;895918
5251;153;367013.7
2005;34;74663.5
4275;85;351408.7
8105;187;521722.3
3777;85;222013
4773;119;303003.5
7086;170;472412
7584;204;459472.2
3256;136;317737.6
3648;34;118678.9
6894;221;537596
731;17;19590.5
7976;221;510731.9
3585;68;68820.2
7913;374;830173.4
4581;136;381058.9
4667;68;265983.2
8995;323;727027.4
1335;17;12083.6
5357;153;428590.8
7521;238;497251
3691;68;228739.4
1527;17;47531.9
3193;85;122285.8
8168;306;677990.7
9642;510;1259488.5
6396;102;217988.4
8560;391;912982.6
7478;221;643701.5
5165;102;214859.1
6247;238;681931
7329;238;503543.8
1919;34;85556.2
4083;68;211502.6
7870;272;848695.1
3001;68;278996.3
8952;459;944747.1
8016;272;933682.1
3107;51;165407.1
6024;204;650975.1
7352;289;696276.7
2420;51;70638.9
7375;255;691586.4
8039;306;970896.6
7398;357;860600.4
4481;153;371938.5
9390;578;1454352.8
8895;238;566129.8
8872;476;1024444.1
9413;595;1527380.8
2466;102;281138.7
4458;51;151419.3
2938;17;75114.2
1610;34;149629.9
9436;442;1165445.8
1023;34;135214.6
3625;34;76903.6
1633;17;60938.3
2961;85;351784.9
2397;85;172234.9
405;17;64118.9
9728;425;1016921.3
1587;34;38155
1856;17;5038.4
7939;221;454678.1
5437;85;216404.2
5045;136;355511.5
3422;34;49577.8
8580;238;656776.9
2543;34;96705.4
2984;119;312391.4
1902;51;124965.6
6316;187;485846.5
8972;323;752249.9
8331;272;529814.3
3917;68;201995
3376;136;289283.2
9954;833;1984908.5
4999;51;146272.2
4942;102;255711
6270;153;319253.4
6857;238;606126.7
6519;221;506867.3
7106;170;258627.8
8434;272;711724.1
3963;119;221385.2
6957;306;951864.3
9121;527;1409859.8
7498;255;640286.4
4504;68;96983.9
5978;153;445554
5483;170;494214.5
6565;68;153362.6
6811;102;326248.5
7060;187;463582.3
7893;170;361689.5
4896;119;241546.1
4255;102;140799
5337;102;330762.9
4796;170;379217
5878;136;354553.9
6419;136;279519.1
7767;153;361285.2
2692;17;26327.9
2028;17;85237.4
4707;153;461645.1
5752;119;278311.1
4043;17;12049.4
4066;51;203027.1
5540;119;263895.8
6081;136;426356.8
2835;51;44458.8
1361;17;7124.6
1195;17;78294.8
9851;850;2223447.4
3525;102;322503.6
2002;17;29696.6
797;17;46334.9
4166;119;275181.8
3502;34;108179.5
1461;51;160037.7
2569;51;127958.1
654;17;53328.8
3233;85;320662.9
9310;510;1287908.7
2151;34;78237.4
2669;34;57050.5
3210;34;32341
9874;629;1534516.4
2128;51;163748.4
8792;357;908104.2
9333;425;949273.7
2271;17;72857
9931;867;2349348.6
5852;102;129017.1
7916;153;353248.2
9539;425;835798.1
5211;153;423512.1
256;17;1943.3
4584;119;254388.2
1879;17;26225.3
8308;221;680979.5
7226;272;896164.7
6934;153;535500
9098;476;1120665.8
6685;170;452610.2
8849;374;934192.7
4670;136;327946.3
6293;153;367184.7
8457;238;603561.7
6834;289;735333.1
8998;425;926855.6
6393;153;273972.6
9639;731;1874547.5
5311;119;379132.7
7475;187;488531.2
8557;323;699017.6
6542;255;671682
5460;102;220433.7
7083;255;787756.8
4378;34;30083.8
8165;221;581850.8
3837;119;353841.8
3296;68;168188.3
6001;187;477997.6
7624;272;783783.5
8706;374;871965.8
4919;51;130112.7
8182;374;1113657.2
4269;68;135322.1
2277;51;193434
3273;34;120730.9
7186;136;391814.8
6190;238;592173.1
9201;493;1277979.7
7209;204;435361.2
3250;68;90896.3
8205;306;893228.4
2254;51;111148.8
1258;51;213714.6
1235;17;33629.6
2231;17;16341.5
6144;187;459888.7
5148;85;240104.8
734;34;64437.7
7163;136;276868.6
1212;17;10835.3
5171;85;151526.8
6167;272;569742.8
1753;34;108299.2
2772;102;278060.7
7687;136;313035.1
780;34;78032.2
5689;170;482603.6
7664;391;883091.8
2795;17;48711.8
1736;68;85167.8
3728;51;95690.4
8228;255;615012.6
4810;102;237824.4
2818;68;169487.9
3751;136;325483.9
4292;102;200802.9
9702;374;1033133.3
4833;153;285549.3
4607;102;299521.2
9765;561;1400032.2
1690;102;282489.6
8769;408;1058822.4
7750;187;494122.9
7641;153;371562.3
8723;340;822080.2
6230;68;251431.1
3313;17;37511.3
9562;442;1340361.7
7249;187;370934.5
6622;153;463406.4
1298;51;177428.4
2294;34;48449.2
7704;255;595963.2
6708;187;395695.3
5626;136;476340.1
8245;289;1008762.1
9021;408;855332.4
2191;17;84023.3
8683;357;897775.8
4355;102;293228.4
1799;51;104137.8
6127;289;669053.5
6668;204;524247
2340;17;16085
8291;323;875643.5
9224;391;791299
8142;136;394208.8
2732;17;52593.5
3814;68;124463.6
7601;272;634124.3
1862;51;101983.2
2858;51;92783.4
3854;153;396186.3
7578;306;559282.5
5586;51;163748.4
6582;221;452711.6
3877;102;225238.8
2881;85;194875.3
4873;85;263634.4
8480;425;1400371.7
9805;765;2117748.6
5563;102;298888.5
4567;51;134798.1
6559;187;503151.7
7813;340;1071569.2
8809;408;977751.3
9499;476;1018476.2
6794;204;650342.4
1839;34;66900.1
4544;51;156805.8
4089;68;97120.7
3548;51;198375.9
5085;102;337175.4
7790;340;836820.4
608;17;71967.8
3187;51;78248.4
5108;119;301019.9
5351;170;480739.7
9264;442;1032715.6
7100;204;601692.9
7272;170;399771.2
9287;425;901479.2
631;17;53585.3
3336;34;88873.6
9828;748;1706704.9
7123;272;753379.7
2646;34;90310
8354;408;890319
4026;119;359057.3
2105;34;91729.3
9350;578;1745104.1
5022;136;308178.7
4418;68;84894.2
7037;289;734033.5
8746;442;1037298.4
6041;204;500118.9
9742;612;1611882.9
5414;85;199355.5
1086;68;235647.8
2709;51;182301.9
1713;51;157353
9977;765;2077478.1
2403;17;27080.3
3399;68;189375.2
2317;51;134097
5649;119;428483.3
6645;187;634719.1
1321;34;111770.5
6731;187;499834.3
7727;255;633138.6
6253;119;326875.1
7335;306;705812.4
3007;119;281748.2
4630;85;255717.1
5712;136;371534.2
8958;272;764323.7
3940;68;179457.2
1776;34;81007.6
8268;340;630697
6104;102;191500.5
8660;255;719767.2
4332;85;187282.9
3791;51;99007.8
6496;170;481646
5955;119;274172.9
2168;51;134644.2
8119;374;991614.5
2775;85;338087.8
9937;884;1898774.6
7020;102;288132.6
8348;323;689800.7
4103;85;205665.4
7043;119;323284.1
1424;17;26122.7
8371;289;633023.8
2752;17;48934.1
9914;833;1749766.4
4149;153;330556.5
9891;765;1605398.4
8394;391;932596.3
5477;51;75991.2
9722;544;1288871.2
8563;272;648813.2
4126;68;179816.3
9868;782;1789456.7
8540;272;446144
9745;782;2115331.4
8417;340;928613.2
2798;85;205597
7189;238;693234.1
8517;238;532169.2
6851;221;547291.7
5523;170;425062.1
2944;68;173899.7
4272;102;279223.5
4172;68;183270.5
5623;119;361400
4295;136;374236
5500;51;89295
8494;306;803128.5
7166;255;653573.1
5815;102;283891.8
6897;170;272359.1
5646;170;399018.8
4318;136;419397.1
7143;306;737396.1
8225;136;283879.6
7120;238;605408.5
6997;170;365964.5
5669;85;160658.2
8202;323;820974.8
6874;102;243364.8
5546;102;338646
5792;221;661844.6
4441;51;187534.5
8686;323;848864.9
5769;187;547201.3
2875;170;426532.7
5377;102;209404.2
6705;255;700324.5
9576;527;1376053.1
8248;306;804308.4
1547;34;83777.8
7312;272;718187.9
4395;102;262089.3
8640;425;1226464.7
3067;68;124343.9
2921;34;126921.1
9622;493;1040135.8
4249;34;92823.7
4003;34;119704.9
5331;51;161645.1
3857;119;359399.3
9768;476;1184277.8
3021;17;54491.6
1693;51;69510.3
5185;153;336969
2629;51;58976.7
963;17;58920.5
3957;34;46585.3
8832;289;701851.3
1647;68;186553.7
319;17;48899.9
1401;17;33954.5
2483;51;180386.7
3811;68;191564
2729;102;275427.3
1501;17;84416.6
1255;17;35698.7
2337;51;96220.5
3688;102;298854.3
6107;187;494670.1
3190;102;329035.8
6605;136;389403.7
4541;102;285636
5039;136;344601.7
5254;119;325661
7412;272;658132.7
5231;85;142258.6
9476;527;1231147.7
1816;17;28191.8
5062;51;143844
7481;187;485914.9
3167;51;87089.1
3880;51;155386.5
8786;255;756993.9
6413;204;455658.9
9353;476;1396403.3
6436;170;505090.1
5938;170;521608.7
8102;391;1146739.6
3359;85;331931.8
7289;204;459284.1
9453;442;1181177.8
2008;17;22993.4
7787;255;587601.3
4564;119;352610.6
7810;289;766523.5
7979;306;767902.5
6728;170;493735.7
4733;136;203937.1
5915;119;307381.1
9161;408;1116569.1
6628;238;659376.1
8079;374;894007.7
6038;136;411770.5
1524;17;37699.4
5354;136;141470.8
2022;34;90446.8
8271;323;926071.4
3090;17;6748.4
6207;68;240213.5
3588;85;262882
3980;136;346876
2898;68;79866.8
6399;187;459529.6
9645;425;1237921.7
4962;102;307763.4
7581;170;379148.6
1716;34;52296.7
8663;459;1196082.9
4770;153;425991.6
2606;119;368564.9
2506;17;19556.3
8955;476;1199445.5
840;17;72959.6
150;17;43889.6
3396;85;216951.4
2314;34;56982.1
2214;34;89318.2
1132;34;119807.5
9247;340;809716.9
3605;153;390406.5
7518;272;596606.9
7850;289;733503.4
6522;187;521790.7
7541;221;519059.6
7873;204;411301.5
8869;425;1336109.9
1922;17;25968.8
711;17;69967.1
1899;17;70292
4816;153;460550.7
571;17;74652.5
1876;34;69106
425;34;72833.8
880;51;164996.7
6353;238;679639.6
3774;85;244123.3
5102;102;218347.5
2108;17;20052.2
9015;323;875301.5
3459;136;287316.7
2131;17;53192
6330;119;292162.1
3797;119;337442.9
5125;204;528214.2
9061;493;1512454.9
3651;34;161873.5
7564;187;434734.6
9038;357;1070913.3
3628;51;154292.1
7710;340;911000.2
9184;510;1198321.8
4856;34;85881.1
1939;85;183418.3
6184;204;578043.6
9516;527;1276702.1
6267;221;465622.1
8188;272;738160.7
5248;136;314403.1
2377;68;62048.6
1049;17;21625.4
2045;17;73472.6
5875;187;377671.9
9078;340;756689.8
7395;221;623010.5
1985;85;194550.4
6313;221;418101.2
2981;51;198256.2
1653;34;94311.4
5294;102;138216.9
9708;680;1773026
6376;238;676954.9
9270;561;1091308.8
6768;187;551852.5
7604;136;370132
5440;119;216203.9
857;17;54577.1
7349;170;481902.5
8932;374;1075284.8
6121;204;440884.5
9662;629;1303461.2
1793;17;45856.1
4793;136;237111.1
7996;323;957620.9
3127;17;45137.9
3319;85;172132.3
3565;68;145308.5
4401;51;121306.2
2237;17;69043.7
4647;85;152706.7
5729;153;382403.7
9124;425;1016510.9
3173;68;139067
6960;255;642851.4
2091;34;100022.8
8042;391;1048363.3
7435;136;433590.1
8431;323;832637
4020;153;416655
7933;238;625005.1
6937;187;312897.1
3711;170;329336.3
3213;51;18774.6
2715;34;116507.2
3734;34;52484.8
488;34;59666.8
817;17;27302.6
4212;51;160482.3
7458;187;581144.8
8454;340;795164.8
5208;68;186485.3
1507;51;117595.5
794;17;2507.6
2523;85;224218.9
4687;85;266729.5
4189;102;270981.3
7266;272;501035
9430;544;1340530.3
8125;255;617286.9
8623;323;849942.2
5961;221;443717
6459;102;226675.2
3236;102;227017.2
6482;119;277199.6
5400;153;298152
1315;17;48233
8646;306;787841.1
2546;68;174429.8
7956;374;845956.7
1464;34;137420.5
4710;51;108002.4
9101;510;1249844.1
5271;136;358589.5
8603;459;1356788.7
