member_noSource,Month_Name,region_noSource,gender,Total
6961,Juillet,8,0,56375.1
6961,Mai,8,0,6052.2
6961,Octobre,8,0,58736
6962,Août,7,1,152304
6962,Avril,7,1,1010.9
6962,Juillet,7,1,19552.9
6962,Juin,7,1,71560.5
6962,Mai,7,1,10525.9
6962,Mars,7,1,4547.4
6962,Octobre,7,1,75024
6962,Septembre,7,1,83120
6963,Août,3,0,46256
6963,Avril,3,0,16487.9
6963,Juillet,3,0,239024
6963,Juin,3,0,76896
6963,Mai,3,0,3202.1
6963,Mars,3,0,4075.5
6963,Septembre,3,0,257440
6964,Août,9,1,226016
6964,Avril,9,1,2790.7
6964,Juillet,9,1,45237.9
6964,Juin,9,1,26207.4
6964,Mai,9,1,15582.6
6964,Mars,9,1,928.4
6964,Octobre,9,1,69744
6964,Septembre,9,1,186624
6965,Avril,3,0,2286.9
6965,Juillet,3,0,38813
6965,Juin,3,0,40912
6965,Mars,3,0,2823.7
6965,Octobre,3,0,82560
6966,Août,2,1,97872
6966,Avril,2,1,4119.5
6966,Juillet,2,1,59600
6966,Juin,2,1,57745.4
6966,Mai,2,1,6750.7
6966,Mars,2,1,3175.7
6966,Septembre,2,1,172224
6967,Août,2,0,137184
6967,Avril,2,0,5324
6967,Juillet,2,0,77120
6967,Juin,2,0,127883.9
6967,Mai,2,0,9464.4
6967,Mars,2,0,8179.6
6967,Septembre,2,0,133584
6968,Août,6,1,36448
6968,Avril,6,1,2840.2
6968,Juillet,6,1,43557.2
6968,Juin,6,1,2356.2
6968,Mai,6,1,2516.8
6968,Octobre,6,1,37152
6968,Septembre,6,1,34112
6969,Août,8,0,397440
6969,Avril,8,0,8536
6969,Juillet,8,0,130106.2
6969,Juin,8,0,21178.8
6969,Mai,8,0,27401
6969,Mars,8,0,409.2
6969,Octobre,8,0,92992
6969,Septembre,8,0,223168
6970,Août,7,1,171920
6970,Avril,7,1,10301.5
6970,Juillet,7,1,149200
6970,Juin,7,1,113884.2
6970,Mai,7,1,11863.5
6970,Mars,7,1,7647.2
6970,Septembre,7,1,43072
6971,Août,7,0,84464
6971,Avril,7,0,16924.6
6971,Juillet,7,0,254572.5
6971,Juin,7,0,48707
6971,Mai,7,0,5850.9
6971,Mars,7,0,3231.8
6971,Octobre,7,0,131120
6971,Septembre,7,0,26880
6972,Août,4,1,68208
6972,Juillet,4,1,4150.3
6972,Juin,4,1,18301.8
6972,Mai,4,1,4700.3
6972,Mars,4,1,253
6972,Octobre,4,1,60208
6972,Septembre,4,1,213888
6973,Août,2,0,362880
6973,Avril,2,0,10008.9
6973,Juillet,2,0,157807.9
6973,Juin,2,0,16342.7
6973,Mai,2,0,25014
6973,Octobre,2,0,184144
6973,Septembre,2,0,236912
6974,Août,9,1,183872
6974,Avril,9,1,4367
6974,Juillet,9,1,69311.6
6974,Juin,9,1,82991.2
6974,Mai,9,1,12685.2
6974,Mars,9,1,5395.5
6974,Octobre,9,1,88576
6974,Septembre,9,1,69792
6975,Août,5,0,281536
6975,Avril,5,0,17449.3
6975,Juillet,5,0,252848
6975,Juin,5,0,7554.7
6975,Mai,5,0,19410.6
6975,Mars,5,0,287.1
6975,Septembre,5,0,51152
6976,Août,7,1,121376
6976,Avril,7,1,3015.1
6976,Juillet,7,1,47832.6
6976,Juin,7,1,122506.7
6976,Mai,7,1,8366.6
6976,Mars,7,1,7735.2
6976,Octobre,7,1,62176
6976,Septembre,7,1,149392
6977,Août,4,0,52656
6977,Avril,4,0,8222.5
6977,Juillet,4,0,126509.2
6977,Juin,4,0,205561.4
6977,Mai,4,0,3631.1
6977,Mars,4,0,13825.9
6977,Octobre,4,0,104832
6977,Septembre,4,0,73824
6978,Août,2,1,406112
6978,Avril,2,1,3270.3
6978,Juillet,2,1,47750.1
6978,Juin,2,1,46697.2
6978,Mai,2,1,28008.2
6978,Mars,2,1,2975.5
6978,Octobre,2,1,4816
6978,Septembre,2,1,51712
6979,Août,5,0,232608
6979,Avril,5,0,11984.5
6979,Juillet,5,0,177126.3
6979,Juin,5,0,129.8
6979,Mai,5,0,16068.8
6979,Octobre,5,0,49808
6979,Septembre,5,0,1728
6980,Août,4,1,78240
6980,Avril,4,1,13910.6
6980,Juillet,4,1,201696
6980,Juin,4,1,27375.8
6980,Mai,4,1,5412
6980,Mars,4,1,1743.5
6980,Septembre,4,1,31328
6981,Août,4,0,304176
6981,Avril,4,0,5717.8
6981,Juillet,4,0,89493.7
6981,Juin,4,0,95320.8
6981,Mai,4,0,20978.1
6981,Mars,4,0,6151.2
6981,Octobre,4,0,98672
6981,Septembre,4,0,89408
6982,Août,4,1,149264
6982,Avril,4,1,13048.2
6982,Juillet,4,1,194219.2
6982,Juin,4,1,4284.5
6982,Mai,4,1,10294.9
6982,Octobre,4,1,75712
6982,Septembre,4,1,61840
6983,Août,2,0,170592
6983,Avril,2,0,5117.2
6983,Juillet,2,0,76881.3
6983,Juin,2,0,90590.8
6983,Mai,2,0,11772.2
6983,Mars,2,0,5426.3
6983,Octobre,2,0,42448
6983,Septembre,2,0,171328
6984,Août,4,1,126480
6984,Avril,4,1,10763.5
6984,Juillet,4,1,156880.3
6984,Juin,4,1,3363.8
6984,Mai,4,1,8739.5
6984,Octobre,4,1,13808
6984,Septembre,4,1,48768
6985,Août,7,0,170912
6985,Avril,7,0,10628.2
6985,Juillet,7,0,159706.1
6985,Juin,7,0,52127.5
6985,Mai,7,0,11794.2
6985,Mars,7,0,3159.2
6985,Octobre,7,0,83376
6985,Septembre,7,0,94160
6986,Août,6,1,290912
6986,Avril,6,1,9370.9
6986,Juillet,6,1,136283.3
6986,Juin,6,1,26769.3
6986,Mai,6,1,20066.2
6986,Mars,6,1,464.2
6986,Octobre,6,1,8848
6986,Septembre,6,1,292368
6987,Août,2,0,244720
6987,Avril,2,0,2429.9
6987,Juillet,2,0,37005.6
6987,Juin,2,0,41719.5
6987,Mai,2,0,16868.5
6987,Mars,2,0,1251.8
6987,Octobre,2,0,26336
6987,Septembre,2,0,345520
6988,Août,7,1,42896
6988,Avril,7,1,4857.6
6988,Juillet,7,1,74920.8
6988,Juin,7,1,69797.6
6988,Mai,7,1,2982.1
6988,Mars,7,1,4568.3
6988,Octobre,7,1,66528
6988,Septembre,7,1,53056
6989,Août,9,0,5264
6989,Avril,9,0,9225.7
6989,Juillet,9,0,147902.6
6989,Juin,9,0,120144
6989,Mai,9,0,372.9
6989,Mars,9,0,8281.9
6989,Octobre,9,0,207776
6990,Août,6,1,191904
6990,Avril,6,1,13761
6990,Juillet,6,1,202320.1
6990,Juin,6,1,141389.2
6990,Mai,6,1,13237.4
6990,Mars,6,1,9112.4
6990,Octobre,6,1,42896
6990,Septembre,6,1,132672
6991,Août,4,0,132512
6991,Avril,4,0,5085.3
6991,Juillet,4,0,80515.9
6991,Juin,4,0,46228.1
6991,Mai,4,0,9143.2
6991,Mars,4,0,2432.1
6991,Octobre,4,0,101904
6991,Septembre,4,0,159376
6992,Août,6,1,97840
6992,Avril,6,1,2724.7
6992,Juillet,6,1,39472
6992,Juin,6,1,7133.5
6992,Mai,6,1,6748.5
6992,Septembre,6,1,103440
6993,Août,5,0,176
6993,Avril,5,0,4870.8
6993,Juillet,5,0,71778.2
6993,Juin,5,0,234051.3
6993,Mai,5,0,23.1
6993,Mars,5,0,15517.7
6993,Octobre,5,0,20352
6993,Septembre,5,0,129968
6994,Août,3,1,91600
6994,Avril,3,1,4005.1
6994,Juillet,3,1,58096
6994,Juin,3,1,33093.5
6994,Mai,3,1,6330.5
6994,Mars,3,1,1511.4
6994,Septembre,3,1,162480
6995,Août,6,0,299312
6995,Avril,6,0,9644.8
6995,Juillet,6,0,139648
6995,Juin,6,0,6239.2
6995,Mai,6,0,20654.7
6995,Septembre,6,0,90432
6996,Août,9,1,81920
6996,Avril,9,1,18321.6
6996,Juillet,9,1,269199
6996,Juin,9,1,35199.9
6996,Mai,9,1,5654
6996,Mars,9,1,1884.3
6996,Octobre,9,1,52960
6996,Septembre,9,1,115344
6997,Août,6,0,98464
6997,Avril,6,0,6778.2
6997,Juillet,6,0,97952
6997,Juin,6,0,127319.8
6997,Mai,6,0,6802.4
6997,Mars,6,0,8680.1
6997,Septembre,6,0,19968
6998,Août,2,1,194384
6998,Avril,2,1,7375.5
6998,Juillet,2,1,108579.2
6998,Juin,2,1,72974.9
6998,Mai,2,1,13418.9
6998,Mars,2,1,4760.8
6998,Octobre,2,1,23392
6998,Septembre,2,1,58544
6999,Août,9,0,8784
6999,Avril,9,0,2422.2
6999,Juillet,9,0,35072
6999,Juin,9,0,14342.6
6999,Mai,9,0,614.9
6999,Mars,9,0,694.1
6999,Septembre,9,0,63616
7000,Août,9,1,302464
7000,Avril,9,1,16599
7000,Juillet,9,1,240888.1
7000,Juin,9,1,55123.4
7000,Mai,9,1,20871.4
7000,Mars,9,1,3473.8
7000,Octobre,9,1,5776
7000,Septembre,9,1,73504
7001,Août,4,0,255248
7001,Avril,4,0,755.7
7001,Juillet,4,0,16031.7
7001,Juin,4,0,19003.8
7001,Mai,4,0,17603.3
7001,Mars,4,0,680.9
7001,Octobre,4,0,75312
7001,Septembre,4,0,134208
7002,Août,8,1,87728
7002,Avril,8,1,5874
7002,Juillet,8,1,86462
7002,Juin,8,1,234053.9
7002,Mai,8,1,6064.3
7002,Mars,8,1,15369.2
7002,Octobre,8,1,19200
7002,Septembre,8,1,161264
7003,Août,7,0,184752
7003,Avril,7,0,528
7003,Juillet,7,0,8581.5
7003,Juin,7,0,34265.4
7003,Mai,7,0,12734.7
7003,Mars,7,0,1774.3
7003,Octobre,7,0,15120
7003,Septembre,7,0,124864
7004,Août,3,1,99984
7004,Avril,3,1,7695.6
7004,Juillet,3,1,111616
7004,Juin,3,1,75412.2
7004,Mai,3,1,6906.9
7004,Mars,3,1,3920.4
7004,Septembre,3,1,268672
7005,Août,2,0,180896
7005,Avril,2,0,7537.2
7005,Juillet,2,0,109312
7005,Juin,2,0,8923.2
7005,Mai,2,0,12502.6
7005,Septembre,2,0,129312
7006,Août,2,1,158128
7006,Avril,2,1,4111.8
7006,Juillet,2,1,59648
7006,Juin,2,1,62405.4
7006,Mai,2,1,10915.3
7006,Mars,2,1,4250.4
7006,Septembre,2,1,10624
7007,Août,4,0,165840
7007,Avril,4,0,11317.9
7007,Juillet,4,0,165170.9
7007,Juin,4,0,5871.8
7007,Mai,4,0,11445.5
7007,Octobre,4,0,17104
7007,Septembre,4,0,84928
7008,Août,6,1,308000
7008,Avril,6,1,9299.4
7008,Juillet,6,1,136071.5
7008,Juin,6,1,95001.7
7008,Mai,6,1,21252
7008,Mars,6,1,5846.5
7008,Octobre,6,1,16240
7008,Septembre,6,1,149072
7009,Août,2,0,90080
7009,Avril,2,0,5569.3
7009,Juillet,2,0,80688
7009,Juin,2,0,175158.4
7009,Mai,2,0,6215
7009,Mars,2,0,12007.6
7009,Septembre,2,0,18624
7010,Août,4,1,98400
7010,Avril,4,1,5831.1
7010,Juillet,4,1,84680.8
7010,Juin,4,1,10822.9
7010,Mai,4,1,6809
7010,Octobre,4,1,2528
7010,Septembre,4,1,156624
7011,Août,9,0,199632
7011,Avril,9,0,7905.7
7011,Juillet,9,0,114512
7011,Juin,9,0,122889.6
7011,Mai,9,0,13790.7
7011,Mars,9,0,7955.2
7011,Septembre,9,0,108576
7012,Août,9,1,83584
7012,Avril,9,1,6376.7
7012,Juillet,9,1,96665.9
7012,Juin,9,1,4251.5
7012,Mai,9,1,5768.4
7012,Octobre,9,1,61264
7012,Septembre,9,1,61680
7013,Août,2,0,66544
7013,Avril,2,0,5505.5
7013,Juillet,2,0,86829.7
7013,Juin,2,0,81662.5
7013,Mai,2,0,4618.9
7013,Mars,2,0,5179.9
7013,Octobre,2,0,102352
7013,Septembre,2,0,96080
7014,Avril,6,1,4965.4
7014,Juillet,6,1,80849.7
7014,Juin,6,1,82478.5
7014,Mars,6,1,5285.5
7014,Octobre,6,1,127472
7014,Septembre,6,1,83280
7015,Août,9,0,22080
7015,Avril,9,0,5188.7
7015,Juillet,9,0,78538.9
7015,Juin,9,0,14358.3
7015,Mai,9,0,1551
7015,Octobre,9,0,49104
7015,Septembre,9,0,207888
7016,Août,7,1,9024
7016,Avril,7,1,6023.6
7016,Juillet,7,1,88073.2
7016,Juin,7,1,103808
7016,Mai,7,1,631.4
7016,Mars,7,1,7158.8
7016,Octobre,7,1,13152
7017,Août,6,0,43808
7017,Avril,6,0,18137.9
7017,Juillet,6,0,262704
7017,Juin,6,0,131244.2
7017,Mai,6,0,3033.8
7017,Mars,6,0,8852.8
7017,Septembre,6,0,40512
7018,Août,4,1,65440
7018,Avril,4,1,11092.4
7018,Juillet,4,1,160864
7018,Juin,4,1,53900.3
7018,Mai,4,1,4510
7018,Mars,4,1,3139.4
7018,Septembre,4,1,121808
7019,Août,3,0,79664
7019,Avril,3,0,4722.3
7019,Juillet,3,0,71681.2
7019,Juin,3,0,12518
7019,Mai,3,0,5487.9
7019,Octobre,3,0,48032
7019,Septembre,3,0,181440
7020,Août,9,1,74992
7020,Avril,9,1,5534.1
7020,Juillet,9,1,80176
7020,Juin,9,1,7884.8
7020,Mai,9,1,5177.7
7020,Septembre,9,1,114368
7021,Août,8,0,32336
7021,Avril,8,0,8301.7
7021,Juillet,8,0,120913.8
7021,Juin,8,0,72831.1
7021,Mai,8,0,2245.1
7021,Mars,8,0,4829
7021,Octobre,8,0,6848
7021,Septembre,8,0,39856
7022,Août,6,1,73200
7022,Avril,6,1,4565
7022,Juillet,6,1,66240
7022,Juin,6,1,121341.8
7022,Mai,6,1,5065.5
7022,Mars,6,1,7443.7
7022,Septembre,6,1,196448
7023,Août,2,0,28752
7023,Juillet,2,0,5464.8
7023,Juin,2,0,47110.8
7023,Mai,2,0,1987.7
7023,Mars,2,0,3131.7
7023,Octobre,2,0,79168
7023,Septembre,2,0,27008
7024,Avril,3,1,7470.1
7024,Juillet,3,1,111458.9
7024,Juin,3,1,33225.2
7024,Mars,3,1,2181.3
7024,Octobre,3,1,45264
7024,Septembre,3,1,26112
7025,Août,7,0,156592
7025,Avril,7,0,3963.3
7025,Juillet,7,0,57488
7025,Juin,7,0,5693.6
7025,Mai,7,0,10809.7
7025,Septembre,7,0,82336
7026,Août,4,1,156592
7026,Juillet,4,1,2464
7026,Juin,4,1,10544.6
7026,Mai,4,1,10809.7
7026,Octobre,4,1,35680
7026,Septembre,4,1,152896
7027,Août,4,0,82800
7027,Avril,4,0,8897.9
7027,Juillet,4,0,134383.5
7027,Juin,4,0,5095.2
7027,Mai,4,0,5714.5
7027,Octobre,4,0,78800
7027,Septembre,4,0,73792
7028,Août,7,1,393584
7028,Avril,7,1,108.9
7028,Juillet,7,1,9171.3
7028,Juin,7,1,117301.8
7028,Mai,7,1,27135.9
7028,Mars,7,1,6712.2
7028,Octobre,7,1,112368
7028,Septembre,7,1,291968
7029,Août,8,0,8944
7029,Avril,8,0,6501
7029,Juillet,8,0,94741.6
7029,Juin,8,0,20491.4
7029,Mai,8,0,625.9
7029,Mars,8,0,955.9
7029,Octobre,8,0,7136
7029,Septembre,8,0,97664
7030,Août,9,1,279264
7030,Avril,9,1,1010.9
7030,Juillet,9,1,14544
7030,Juin,9,1,9225.7
7030,Mai,9,1,19287.4
7030,Septembre,9,1,133552
7031,Août,7,0,242384
7031,Avril,7,0,10159.6
7031,Juillet,7,0,149383.8
7031,Juin,7,0,118126.2
7031,Mai,7,0,16729.9
7031,Mars,7,0,7438.2
7031,Octobre,7,0,30208
7031,Septembre,7,0,148512
7032,Août,4,1,289472
7032,Avril,4,1,15559.5
7032,Juillet,4,1,234839.7
7032,Juin,4,1,88513.6
7032,Mai,4,1,19956.2
7032,Mars,4,1,4775.1
7032,Octobre,4,1,132912
7032,Septembre,4,1,281056
7033,Août,7,0,23280
7033,Avril,7,0,2580.6
7033,Juillet,7,0,42031.2
7033,Juin,7,0,28539
7033,Mai,7,0,1611.5
7033,Mars,7,0,1464.1
7033,Octobre,7,0,67552
7033,Septembre,7,0,107040
7034,Août,9,1,8112
7034,Avril,9,1,2263.8
7034,Juillet,9,1,32448
7034,Juin,9,1,52250.4
7034,Mai,9,1,568.7
7034,Mars,9,1,2960.1
7034,Septembre,9,1,135584
7035,Août,5,0,194112
7035,Avril,5,0,9666.8
7035,Juillet,5,0,143133.2
7035,Juin,5,0,22201.8
7035,Mai,5,0,13400.2
7035,Mars,5,0,1111
7035,Octobre,5,0,43552
7035,Septembre,5,0,89888
7036,Août,8,1,69760
7036,Avril,8,1,4332.9
7036,Juillet,8,1,72575
7036,Juin,8,1,171658.4
7036,Mai,8,1,4829
7036,Mars,8,1,11143
7036,Octobre,8,1,150240
7036,Septembre,8,1,145664
7037,Août,9,0,266080
7037,Avril,9,0,4561.7
7037,Juillet,9,0,77794.3
7037,Juin,9,0,22608
7037,Mai,9,0,18359
7037,Mars,9,0,742.5
7037,Octobre,9,0,170608
7037,Septembre,9,0,173280
7038,Août,2,1,136256
7038,Avril,2,1,10192.6
7038,Juillet,2,1,150372.2
7038,Juin,2,1,181010.7
7038,Mai,2,1,9400.6
7038,Mars,2,1,11628.1
7038,Octobre,2,1,46752
7038,Septembre,2,1,181552
7039,Août,5,0,304624
7039,Avril,5,0,7338.1
7039,Juillet,5,0,108381.7
7039,Juin,5,0,214312.3
7039,Mai,5,0,21008.9
7039,Mars,5,0,13981
7039,Octobre,5,0,28432
7039,Septembre,5,0,165808
7040,Août,6,1,125888
7040,Avril,6,1,15151.4
7040,Juillet,6,1,225086.2
7040,Juin,6,1,68592
7040,Mai,6,1,8687.8
7040,Mars,6,1,4726.7
7040,Octobre,6,1,79872
7041,Août,6,0,149952
7041,Avril,6,0,22254.1
7041,Juillet,6,0,326007.4
7041,Juin,6,0,158313.5
7041,Mai,6,0,10353.2
7041,Mars,6,0,10122.2
7041,Octobre,6,0,47104
7041,Septembre,6,0,165200
7042,Août,2,1,157552
7042,Avril,2,1,17472.4
7042,Juillet,2,1,253184
7042,Juin,2,1,174880
7042,Mai,2,1,10875.7
7042,Mars,2,1,11764.5
7042,Septembre,2,1,63840
7043,Août,7,0,64624
7043,Avril,7,0,5369.1
7043,Juillet,7,0,77936
7043,Juin,7,0,14818.7
7043,Mai,7,0,4453.9
7043,Mars,7,0,290.4
7043,Septembre,7,0,155792
7044,Août,5,1,46592
7044,Avril,5,1,6150.1
7044,Juillet,5,1,91503.2
7044,Juin,5,1,95510.1
7044,Mai,5,1,3214.2
7044,Mars,5,1,6043.4
7044,Octobre,5,1,34112
7044,Septembre,5,1,116976
7045,Août,8,0,111168
7045,Avril,8,0,4959.9
7045,Juillet,8,0,80321.1
7045,Juin,8,0,77348.3
7045,Mai,8,0,7686.8
7045,Mars,8,0,4479.2
7045,Octobre,8,0,130096
7045,Septembre,8,0,178768
7046,Août,4,1,75840
7046,Avril,4,1,14972.1
7046,Juillet,4,1,217136
7046,Juin,4,1,77728
7046,Mai,4,1,5225
7046,Mars,4,1,5354.8
7047,Août,4,0,87808
7047,Avril,4,0,11231
7047,Juillet,4,0,162720
7047,Juin,4,0,32869.2
7047,Mai,4,0,6058.8
7047,Mars,4,0,1779.8
7047,Septembre,4,0,103552
7048,Août,7,1,72272
7048,Avril,7,1,4106.3
7048,Juillet,7,1,67222.9
7048,Juin,7,1,34736.4
7048,Mai,7,1,4990.7
7048,Mars,7,1,1293.6
7048,Octobre,7,1,110864
7048,Septembre,7,1,235104
7049,Août,9,0,142896
7049,Avril,9,0,15306.5
7049,Juillet,9,0,230654.8
7049,Juin,9,0,121370.4
7049,Mai,9,0,9868.1
7049,Mars,9,0,7685.7
7049,Octobre,9,0,125568
7049,Septembre,9,0,145664
7050,Août,8,1,143552
7050,Avril,8,1,9236.7
7050,Juillet,8,1,138594.3
7050,Juin,8,1,175534.7
7050,Mai,8,1,9891.2
7050,Mars,8,1,11816.2
7050,Octobre,8,1,68528
7050,Septembre,8,1,64592
7051,Août,8,0,339024
7051,Avril,8,0,20596.4
7051,Juillet,8,0,298514.1
7051,Juin,8,0,34085.4
7051,Mai,8,0,23406.9
7051,Mars,8,0,2022.9
7051,Octobre,8,0,2896
7051,Septembre,8,0,74304
7052,Août,6,1,58960
7052,Avril,6,1,4340.6
7052,Juillet,6,1,78875.5
7052,Juin,6,1,5277.8
7052,Mai,6,1,4086.5
7052,Octobre,6,1,235280
7052,Septembre,6,1,76448
7053,Août,3,0,110320
7053,Avril,3,0,18509.7
7053,Juillet,3,0,272850.7
7053,Juin,3,0,81852.3
7053,Mai,3,0,7628.5
7053,Mars,3,0,4466
7053,Octobre,3,0,64112
7053,Septembre,3,0,251728
7054,Août,6,1,73344
7054,Avril,6,1,3889.6
7054,Juillet,6,1,68267.5
7054,Juin,6,1,5109.5
7054,Mai,6,1,5053.4
7054,Octobre,6,1,176240
7054,Septembre,6,1,74160
7055,Août,4,0,67376
7055,Avril,4,0,6556
7055,Juillet,4,0,99651.8
7055,Juin,4,0,208767.6
7055,Mai,4,0,4643.1
7055,Mars,4,0,14388
7055,Octobre,4,0,69248
7055,Septembre,4,0,1696
7056,Août,3,1,84432
7056,Avril,3,1,4358.2
7056,Juillet,3,1,63232
7056,Juin,3,1,141453.1
7056,Mai,3,1,5826.7
7056,Mars,3,1,8957.3
7056,Septembre,3,1,166576
7057,Avril,5,0,16149.1
7057,Juillet,5,0,244195.1
7057,Juin,5,0,130368
7057,Mars,5,0,8995.8
7057,Octobre,5,0,146416
7058,Avril,3,1,6892.6
7058,Juillet,3,1,99616
7058,Juin,3,1,65719.6
7058,Mars,3,1,4042.5
7058,Septembre,3,1,102336
7059,Août,4,0,58720
7059,Avril,4,0,9397.3
7059,Juillet,4,0,139889.7
7059,Juin,4,0,52879.2
7059,Mai,4,0,4048
7059,Mars,4,0,3326.4
7059,Octobre,4,0,53232
7059,Septembre,4,0,67392
7060,Août,4,1,45184
7060,Avril,4,1,11167.2
7060,Juillet,4,1,163644.4
7060,Juin,4,1,13797.3
7060,Mai,4,1,3117.4
7060,Octobre,4,1,26784
7060,Septembre,4,1,199888
7061,Août,9,0,67616
7061,Avril,9,0,2611.4
7061,Juillet,9,0,46678.5
7061,Juin,9,0,102176
7061,Mai,9,0,4659.6
7061,Mars,9,0,7057.6
7061,Octobre,9,0,130480
7062,Août,8,1,166224
7062,Avril,8,1,1886.5
7062,Juillet,8,1,31663.5
7062,Juin,8,1,133031.4
7062,Mai,8,1,11482.9
7062,Mars,8,1,8567.9
7062,Octobre,8,1,63600
7062,Septembre,8,1,126624
7063,Août,9,0,19328
7063,Avril,9,0,9082.7
7063,Juillet,9,0,131632
7063,Juin,9,0,127138.4
7063,Mai,9,0,1339.8
7063,Mars,9,0,7799
7063,Septembre,9,0,203104
7064,Août,8,1,90400
7064,Avril,8,1,8617.4
7064,Juillet,8,1,131230.9
7064,Juin,8,1,187980.8
7064,Mai,8,1,6237
7064,Mars,8,1,11710.6
7064,Octobre,8,1,96784
7064,Septembre,8,1,267168
7065,Août,6,0,66848
7065,Avril,6,0,7397.5
7065,Juillet,6,0,107280
7065,Juin,6,0,148.5
7065,Mai,6,0,4606.8
7065,Septembre,6,0,2000
7066,Août,3,1,28560
7066,Avril,3,1,1931.6
7066,Juillet,3,1,32133.1
7066,Juin,3,1,3829.1
7066,Mai,3,1,1985.5
7066,Octobre,3,1,63056
7066,Septembre,3,1,55536
7067,Août,8,0,173072
7067,Avril,8,0,7573.5
7067,Juillet,8,0,109360
7067,Juin,8,0,113511.1
7067,Mai,8,0,11942.7
7067,Mars,8,0,7461.3
7067,Septembre,8,0,76816
7068,Août,6,1,234080
7068,Avril,6,1,4774
7068,Juillet,6,1,69120
7068,Juin,6,1,37346.7
7068,Mai,6,1,16137
7068,Mars,6,1,1185.8
7068,Septembre,6,1,293872
7069,Août,8,0,66464
7069,Avril,8,0,5524.2
7069,Juillet,8,0,80032
7069,Juin,8,0,26535.1
7069,Mai,8,0,4591.4
7069,Mars,8,0,1518
7069,Septembre,8,0,69136
7070,Août,5,1,120016
7070,Avril,5,1,11108.9
7070,Juillet,5,1,170278.1
7070,Juin,5,1,182685.9
7070,Mai,5,1,8273.1
7070,Mars,5,1,12182.5
7070,Octobre,5,1,137456
7070,Septembre,5,1,88784
7071,Août,9,0,19824
7071,Avril,9,0,1808.4
7071,Juillet,9,0,30018.2
7071,Juin,9,0,55553
7071,Mai,9,0,1384.9
7071,Mars,9,0,2739
7071,Octobre,9,0,56192
7071,Septembre,9,0,230080
7072,Août,3,1,82240
7072,Avril,3,1,6548.3
7072,Juillet,3,1,96246.4
7072,Juin,3,1,18422.5
7072,Mai,3,1,5687
7072,Mars,3,1,246.4
7072,Octobre,3,1,21344
7072,Septembre,3,1,217200
7073,Août,7,0,17200
7073,Avril,7,0,3050.3
7073,Juillet,7,0,53737.9
7073,Juin,7,0,6492.2
7073,Mai,7,0,1193.5
7073,Octobre,7,0,140464
7073,Septembre,7,0,94112
7074,Août,4,1,51680
7074,Avril,4,1,2990.9
7074,Juillet,4,1,45183.8
7074,Juin,4,1,118523.5
7074,Mai,4,1,3564
7074,Mars,4,1,7793.5
7074,Octobre,4,1,28928
7074,Septembre,4,1,79600
7075,Août,2,0,213744
7075,Avril,2,0,15420.9
7075,Juillet,2,0,223664
7075,Juin,2,0,62016
7075,Mai,2,0,14738.9
7075,Mars,2,0,4274.6
7076,Août,4,1,119392
7076,Avril,4,1,8896.8
7076,Juillet,4,1,137158.7
7076,Juin,4,1,149615.8
7076,Mai,4,1,8230.2
7076,Mars,4,1,9758.1
7076,Octobre,4,1,117072
7076,Septembre,4,1,118048
7077,Août,8,0,111568
7077,Avril,8,0,8317.1
7077,Juillet,8,0,123456.1
7077,Juin,8,0,32899.3
7077,Mai,8,0,7703.3
7077,Mars,8,0,1642.3
7077,Octobre,8,0,42896
7077,Septembre,8,0,135248
7078,Août,6,1,141984
7078,Avril,6,1,9092.6
7078,Juillet,6,1,132709.9
7078,Juin,6,1,94345.5
7078,Mai,6,1,9827.4
7078,Mars,6,1,4623.3
7078,Octobre,6,1,13264
7078,Septembre,6,1,397520
7079,Août,9,0,115232
7079,Avril,9,0,3469.4
7079,Juillet,9,0,55023.6
7079,Juin,9,0,79376
7079,Mai,9,0,7966.2
7079,Mars,9,0,5501.1
7079,Octobre,9,0,70816
7080,Août,4,1,19904
7080,Avril,4,1,8945.2
7080,Juillet,4,1,135158.4
7080,Juin,4,1,231593.9
7080,Mai,4,1,1379.4
7080,Mars,4,1,15468.2
7080,Octobre,4,1,80064
7080,Septembre,4,1,107184
7081,Août,4,0,235568
7081,Avril,4,0,4779.5
7081,Juillet,4,0,74447.5
7081,Juin,4,0,108765.7
7081,Mai,4,0,16239.3
7081,Mars,4,0,7473.4
7081,Octobre,4,0,73840
7081,Septembre,4,0,5392
7082,Août,2,1,77088
7082,Avril,2,1,9177.3
7082,Juillet,2,1,136245.9
7082,Juin,2,1,17691.7
7082,Mai,2,1,5310.8
7082,Mars,2,1,177.1
7082,Octobre,2,1,49264
7082,Septembre,2,1,221392
7083,Août,8,0,261280
7083,Avril,8,0,8309.4
7083,Juillet,8,0,134583.9
7083,Juin,8,0,63707
7083,Mai,8,0,18018
7083,Mars,8,0,3954.5
7083,Octobre,8,0,205904
7083,Septembre,8,0,92000
7084,Août,2,1,64432
7084,Avril,2,1,1392.6
7084,Juillet,2,1,20096
7084,Juin,2,1,179275.4
7084,Mai,2,1,4440.7
7084,Mars,2,1,11966.9
7084,Septembre,2,1,81984
7085,Août,8,0,338592
7085,Avril,8,0,11156.2
7085,Juillet,8,0,161792
7085,Juin,8,0,9684.4
7085,Mai,8,0,23366.2
7085,Septembre,8,0,140384
7086,Août,7,1,82464
7086,Avril,7,1,5298.7
7086,Juillet,7,1,81890.7
