id,member_noSource,total
24991,3809,420547.70
24992,2463,200644.10
24993,3835,248227.30
24994,4318,419397.10
24995,2149,175273.80
24996,4322,368450.10
24997,2147,124390.30
24998,2991,179223.90
24999,5643,462009.10
25000,6936,646551.10
25001,7549,564887.60
25002,7176,946490.00
25003,7469,555745.20
25004,2114,177565.20
25005,9297,1504890.60
25006,7475,488531.20
25007,7484,748517.20
25008,798,52251.50
25011,7573,738672.50
25012,8357,571283.00
25015,790,104691.10
25016,8338,1152179.90
25017,7512,636899.40
25018,8347,663703.60
25019,5783,199845.30
25020,7551,619065.30
25021,7553,916131.40
25022,8332,465019.90
25023,8699,734641.80
25024,7224,683316.10
25025,316,76362.50
25026,805,4354.40
25027,1189,76989.10
25028,8865,924788.90
25029,7172,300803.70
25031,9264,1032715.60
25032,8113,883902.80
25033,1308,36382.70
25034,7310,987366.40
25035,9052,532478.20
25036,8201,916666.40
25037,9033,1400022.40
25041,6255,441722.40
25042,9014,859288.60
25043,8034,599874.20
25044,8923,1067202.60
25045,418,60117.50
25046,8002,487975.50
25047,6556,555243.20
25048,7701,700477.20
25049,9419,1413574.20
25050,9349,1015034.20
25052,7376,487477.10
25053,6568,686337.90
25056,1265,43479.20
25057,1264,68712.70
25058,6563,479570.80
25059,7381,842932.40
25060,1683,58298.80
25061,6248,571688.50
25063,964,175530.30
25064,9006,1141300.60
25065,7999,736119.70
25066,6584,643142.10
25067,6619,468802.70
25070,1631,49913.70
25071,6220,276851.50
25072,9054,582351.60
25073,7940,858155.10
25074,8183,311284.80
25076,6649,454177.30
25077,8161,588478.30
25079,7346,411194.00
25080,7991,970456.90
25081,7978,588252.30
25082,860,61605.20
25083,8213,829440.50
25084,1007,10288.10
25085,1688,88736.80
25088,856,65538.20
25089,7952,656822.10
25090,7967,553146.00
25091,6224,546152.10
25092,6397,426211.50
25093,421,2148.50
25094,6268,355021.70
25095,6230,251431.10
25096,7344,375740.80
25097,9361,1203769.40
25099,7232,608015.00
25101,7233,504678.50
25102,7328,344505.20
25103,8826,873705.10
25104,8414,760658.20
25106,8951,994238.10
25107,237,63941.80
25108,6226,273488.90
25109,7250,604330.00
25111,8408,781798.70
25112,9411,1160171.70
25113,1341,70856.30
25115,4656,103972.90
25116,1300,28978.40
25117,7320,369785.10
25118,7323,736713.30
25119,9415,964180.00
25120,7324,850221.90
25121,1825,81161.50
25123,7268,813399.50
25124,1323,65127.80
25126,8397,566830.90
25127,9383,966041.50
25128,243,82854.40
25129,9366,1035446.70
25131,8861,963502.10
25132,8864,860628.50
25134,8374,721789.90
25135,1245,951.50
25136,6579,480528.40
25137,7383,528892.10
25138,1261,48814.40
25139,258,9877.70
25140,7340,235018.80
25141,8391,1052359.80
25142,6228,371938.50
25144,7408,308702.70
25146,1851,116962.80
25148,9346,1383400.00
25149,7386,632636.60
25150,9337,1029593.60
25151,1251,63246.80
25152,7387,660720.90
25153,1254,68165.50
25154,6582,452711.60
25155,9329,716243.40
25156,8385,757985.70
25157,8851,1166181.10
25158,8846,847239.20
25159,9745,2115331.40
25160,6577,421887.60
25162,9802,1891458.20
25163,9761,1032059.70
25164,3353,155015.20
25165,3355,103754.30
25166,3356,179377.80
25167,3351,162853.10
25168,6774,876378.80
25169,9810,1284488.70
25170,3280,13160.90
25171,9872,1950414.10
25172,3285,168108.90
25173,3342,98894.20
25174,9790,1629439.70
25175,3335,120126.30
25176,6057,180317.10
25177,9522,1292474.40
25178,3589,186662.40
25180,9518,1591482.60
25181,9516,1276702.10
25182,3289,153915.90
25183,3601,277986.20
25184,3571,135561.50
25185,6759,652975.80
25186,9628,1724934.70
25187,6051,230693.70
25188,3470,88782.00
25189,3607,204908.10
25190,9867,1687727.50
25191,9862,2307711.30
25192,6771,390998.90
25193,3448,265988.10
25194,9634,1406438.60
25195,1930,47070.20
25196,3451,177114.50
25197,9678,1728486.60
25198,3446,58036.20
25199,9409,923773.90
25200,9692,1603555.20
25201,6065,470918.20
25202,6070,577923.90
25203,3376,289283.20
25204,9718,2004518.50
25205,9679,1451555.70
25206,9527,1136945.00
25207,3445,161741.60
25208,9644,1529524.40
25209,3301,87300.40
25210,9841,2139538.90
25211,6769,369755.80
25212,9811,1786125.80
25213,9748,1333645.10
25214,3438,508600.50
25215,3358,73825.60
25216,9722,1288871.20
25217,3423,331703.40
25218,6061,367874.80
25219,9661,932773.40
25220,9652,1516587.00
25221,9747,1362348.70
25222,6748,609290.20
25223,9533,1104205.80
25224,9534,750905.10
25225,6682,497782.30
25226,3544,188007.20
25227,9552,1458502.00
25228,3555,215361.10
25229,3556,40241.20
25230,9563,1445399.70
25231,3559,82518.50
25232,3554,156787.50
25233,9569,2068107.30
25234,9572,925700.10
25235,3536,100552.90
25236,9622,1040135.80
25237,9548,1240330.40
25238,9596,1736899.80
25239,6136,450284.60
25240,8715,489403.30
25241,8802,1403134.60
25242,4394,165099.30
25243,8719,971700.30
25244,8860,1010019.00
25245,1898,3208.70
25246,6392,509724.20
25247,4392,113075.00
25248,4292,200802.90
25249,8921,742235.40
25250,8917,618043.00
25251,8836,905430.50
25252,4404,279980.80
25253,8793,1216214.50
25254,3382,325883.30
25255,3504,254845.00
25256,3511,112880.80
25257,9474,2041717.10
25258,3641,135311.10
25259,9430,1340530.30
25260,6094,165811.40
25261,3655,181258.80
25262,6097,364831.00
25263,9423,1236386.40
25264,3646,320457.70
25265,9484,1366328.10
25266,9512,819661.80
25267,9514,1468752.20
25268,9535,970785.50
25269,9421,1685635.20
25270,1895,129069.60
25271,9454,1163381.60
25272,6141,536257.30
25273,3514,183172.80
25274,3519,265947.80
25275,6679,475779.50
25276,9575,1780249.50
25277,1893,4901.60
25278,9463,1696396.00
25279,3535,209764.50
25280,9625,1719280.70
25281,3569,80061.00
25282,6670,451567.10
25283,3576,384678.00
25284,9467,1076235.10
25285,3567,403534.40
25286,8925,1429832.60
25287,3390,55676.40
25288,3398,81212.80
25289,3723,9033.70
25290,3695,210538.90
25291,9394,1504177.30
25292,9391,1452342.30
25293,9389,1123624.10
25294,9384,1722902.20
25295,9375,1436217.00
25296,2506,19556.30
25297,9370,1053709.50
25298,9369,954141.10
25299,3720,156691.00
25300,877,4080.80
25301,2513,79684.80
25302,9322,814600.20
25303,9320,1655407.30
25304,9002,1032613.00
25305,8994,1412875.50
25306,8954,1164811.90
25307,9195,927809.50
25308,9196,1212903.20
25309,9362,796054.00
25310,9348,649871.00
25311,8189,1055472.00
25312,3762,211058.00
25313,3743,55073.00
25314,3784,240776.60
25315,9321,1249075.80
25316,9331,1186431.20
25317,3788,262989.50
25318,4916,319778.60
25319,8167,631907.40
25320,3833,329668.50
25321,3829,298335.20
25322,9292,1251257.30
25323,3798,115806.10
25324,9287,901479.20
25325,3881,174554.40
25326,3806,380705.90
25327,9284,1026696.40
25329,9275,1025665.50
25330,9269,1240457.40
25331,9268,995061.40
25332,9285,773265.80
25333,9004,567197.30
25334,4932,157426.30
25335,3872,333800.60
25336,4921,144539.00
25337,9293,856701.60
25338,3797,337442.90
25340,3846,240121.90
25341,9243,1154433.40
25342,3852,265782.90
25343,3861,319139.80
25344,3864,310493.30
25345,9227,1265570.00
25346,9218,969678.90
25347,3869,95872.40
25348,3860,188531.20
25349,8132,368775.00
25350,9010,781326.00
25351,4028,284603.90
25352,3991,99178.80
25353,9069,1006360.80
25354,6752,526989.10
25355,9135,839783.60
25356,9141,1080973.00
25357,9080,687265.00
25358,3938,182392.30
25359,3896,242971.50
25360,6082,518125.20
25361,1579,133966.30
25362,9181,1362842.10
25364,9182,1092018.40
25365,3920,125239.20
25366,9081,869400.80
25367,9128,852482.80
25369,3401,24310.10
25370,3402,65076.50
25371,3407,87094.00
25372,9693,1558987.70
25373,3982,190224.10
25374,9690,2362204.10
25375,9397,1150146.20
25376,9096,764234.60
25377,3966,177843.70
25378,9085,1410128.50
25379,6079,179479.20
25380,3679,313280.60
25381,3393,309409.90
25382,6089,170542.00
25383,9168,1064538.70
25384,8960,891478.10
25385,4060,201595.60
25386,1231,53705.00
25387,3888,65184.00
25388,4055,80567.90
25389,8961,1340371.50
25390,5497,34278.20
25391,9047,1113057.50
25392,4020,416655.00
25393,9028,1197227.40
25394,4023,213075.80
25395,9013,820978.50
25396,4014,300079.40
25397,3921,24251.50
25398,7446,569002.60
25399,8979,1404502.60
25400,9164,971198.30
25401,3928,144943.30
25402,9149,1120398.30
25403,9066,1315179.50
25404,9053,967964.00
25405,8978,1122605.40
25406,4013,19020.10
25407,8991,740433.80
25408,8989,863925.10
25409,4067,204047.00
25410,4070,179269.10
25411,4077,289152.50
25412,8992,834329.90
25413,8749,578294.00
25414,8813,757055.00
25415,4155,153595.90
25416,7137,495377.30
25417,9444,961921.60
25418,209,65965.70
25419,9442,1013540.40
25420,1358,75336.50
25421,9431,1531951.40
25422,6837,825274.20
25425,8818,396715.20
25426,6004,316523.50
25427,6785,640867.80
25428,1449,159672.50
25430,1548,36502.40
25431,7024,225711.50
25432,8488,1112492.00
25433,6793,850108.30
25434,8482,1004974.50
25435,9549,1457556.60
25438,8468,832848.30
25440,6791,865731.60
25441,9603,1359391.60
25442,8801,911444.80
25443,9545,1333382.50
25444,9426,1635565.20
25445,8417,928613.20
25446,7206,680608.20
25447,9478,848469.20
25448,1376,163549.30
25451,5981,300370.10
25452,9481,1402984.40
25453,9471,1287080.60
25454,7004,574207.10
25455,9539,835798.10
25456,9555,1535348.20
25457,6890,465062.70
25458,1497,143519.10
25459,9501,1465150.20
25460,8490,616871.60
25462,7144,896203.80
25463,219,21574.10
25464,5976,746305.20
25465,8415,700910.80
25466,7198,383902.40
25467,8426,475494.90
25468,731,19590.50
25470,7140,661422.00
25471,1388,49737.80
25472,5979,306680.00
25473,7143,737396.10
25474,9487,1163210.60
25476,6804,479861.50
25477,9551,1049086.40
25478,8783,737372.90
25479,9782,1674410.30
25480,6526,411758.30
25481,1701,50809.00
25483,6823,289842.60
25484,6827,720269.20
25485,9771,1685609.60
25486,1530,104998.90
25487,1693,69510.30
25489,6547,519665.40
25490,1690,282489.60
25491,6544,495548.30
25492,9756,1632719.30
25493,8716,445187.60
25494,8645,959758.40
25495,9737,2060806.80
25496,1667,40258.30
25497,1665,6987.80
25498,1664,74167.60
25499,1661,65344.00
25500,1958,84792.80
25501,1660,9809.30
25502,9727,1435122.60
25503,1680,53363.00
25504,6814,359923.30
25505,1682,151436.40
25506,6557,101931.90
25507,1959,217168.80
25508,6906,258321.20
25509,581,76619.00
25512,8445,846848.30
25513,8441,952130.60
25514,1535,47207.00
25515,536,18000.20
25516,8446,986831.40
25517,6016,345091.50
25518,9521,1381217.30
25520,1952,155335.20
25521,7058,278606.70
25522,7056,474835.30
25523,7128,772429.10
25524,6819,448836.00
25525,7066,187031.30
25526,8810,710662.70
25527,6817,531366.70
25528,1684,68274.20
25529,8766,1002916.40
25530,6778,303766.90
25531,9602,1343775.60
25533,7072,447934.60
25536,9525,1491329.10
25538,1534,83121.90
25539,9526,1117486.40
25540,6917,566797.90
25541,6927,268387.00
25542,6934,535500.00
25543,4246,72149.80
25544,4202,195354.10
25545,8945,1017751.90
25546,4113,84746.40
25547,1970,230825.60
25548,4244,198301.40
25549,4177,148312.00
25550,4430,232238.80
25551,8941,810562.10
25552,8744,958598.10
25553,1556,57791.90
25554,8705,805038.80
25555,8739,706605.10
25556,4170,222201.10
25557,6859,581440.40
25558,8928,932943.20
25559,9906,1985919.80
25560,4237,109894.40
25561,9986,3285079.10
25562,4366,403528.30
25563,9918,2119902.00
25564,8817,623887.50
25565,4251,78032.20
25566,4124,175701.30
25567,9908,2632510.00
25568,8933,1103703.80
25569,4374,334204.90
25570,4154,369693.50
25571,1512,73592.30
25572,9931,2349348.60
25573,4168,224891.90
25574,8761,882231.90
25575,6111,626276.60
25576,6116,272570.40
25577,6708,395695.30
25578,4271,434804.20
25579,4381,426835.60
25580,8875,1817549.50
25581,8876,1151190.50
25582,8812,581718.90
25583,4363,225119.10
25584,8794,802963.60
25585,6697,401846.40
25586,6696,332061.30
25587,4323,358446.60
25588,4422,448843.30
25589,6103,380277.20
25590,6102,634683.70
25591,4416,442339.20
25593,8807,794076.50
25594,6666,325631.70
25595,8901,721783.80
25596,8746,1037298.40
25597,6781,502935.50
25598,1590,51601.70
25599,4193,230779.20
25600,8740,795566.60
25601,8778,1359723.80
25602,4388,191893.80
25603,6098,601201.90
25604,4970,266466.90
25605,8741,963222.40
25606,6866,531851.60
25608,9598,1445700.20
25609,6832,879366.40
25610,9597,1544453.90
25611,6895,341671.50
25612,1523,141404.80
25613,6836,338741.30
25614,1978,163936.50
25615,9594,1427136.90
25616,8515,1027645.40
25617,9588,1232843.10
25618,6884,601828.50
25619,6842,361033.60
25620,9587,1731164.00
25621,6829,191193.90
25622,6879,735601.80
25623,6883,747286.00
25626,6942,305459.80
25627,1480,44977.90
25628,6828,651111.90
25630,6963,643381.50
25631,553,63811.10
25632,9576,1376053.10
25633,6904,547121.90
25634,6881,256068.90
25635,692,52211.20
25636,9981,2877612.90
25637,6862,669836.40
25638,8769,1058822.40
25640,693,10647.20
25642,9948,2169488.40
25643,4302,217624.40
25645,9959,2474187.20
25646,9892,1599484.20
25647,4166,275181.80
25648,9890,2244293.50
25649,8822,716790.60
25650,9970,2894008.10
25651,8827,627306.30
25652,9582,1111887.40
25653,8511,733828.30
25654,9567,1090843.40
25655,1474,16461.20
25656,6918,338382.20
25657,552,55637.30
25659,6850,530614.30
25660,6871,550403.90
25661,5986,599822.90
25662,8781,859284.90
25663,6994,357116.50
25664,9564,1552803.60
25665,8779,1157317.20
25666,696,8287.40
25667,6874,243364.80
25668,3822,322799.20
25669,5722,290424.00
25671,5856,225974.10
25672,4546,212049.80
25673,8578,1029947.80
25674,7075,533858.40
25675,8581,519941.50
25676,4295,374236.00
25677,8584,744669.70
25678,4544,156805.80
25679,2060,32689.10
25680,2769,119260.30
25681,646,27884.00
25682,2051,106332.70
25683,657,45531.20
25685,7082,516346.80
25686,4314,144288.60
25687,4403,152400.10
25688,2692,26327.90
25690,5848,340732.20
25691,8591,886313.90
25692,7084,363587.60
25693,4263,255003.80
25694,8811,570666.20
25695,8573,911256.70
25696,8782,700607.90
25697,4285,93901.00
25698,2690,172845.60
25699,2763,180220.60
25700,7125,408240.60
25701,8597,931348.00
25702,4342,339518.10
25703,606,76516.40
25704,5800,550017.90
25705,545,5380.40
25706,4333,361177.70
25707,4557,423244.60
25709,8696,893682.80
25710,8599,1139957.00
25711,2654,153869.50
25712,2809,347281.50
25714,566,50951.90
25715,4234,350798.00
25716,2754,97650.80
25717,8558,1086388.80
25718,8753,887727.10
25719,4519,238929.80
25720,2681,196625.60
25721,643,11279.90
25722,8609,768170.00
25723,8560,912982.60
25724,4573,173341.50
25726,8604,1121544.00
25727,8799,987652.20
25728,4568,246574.70
25729,666,63332.30
25730,4539,104582.40
25731,631,53585.30
25732,8514,877518.40
25733,688,60664.70
25735,3552,120235.00
25736,3549,189762.40
25737,9558,1479405.50
25739,3134,109757.60
25740,7113,631394.40
25741,9570,1261065.40
25742,4156,221750.40
25743,1765,96790.90
25744,8570,1128412.10
25745,4240,217635.40
25746,3545,227513.10
25748,3560,217333.70
25749,3126,123694.10
25750,3487,183048.20
25752,1401,33954.50
25753,3540,48107.20
25754,9399,1360857.30
25757,3577,80927.00
25758,9538,810046.70
25759,9541,1266919.70
25760,3570,467944.00
25761,5834,553699.30
25762,3541,176241.20
25763,7155,401619.20
25764,7112,888056.90
25765,8721,839208.30
25766,4389,479674.60
25767,2696,5038.40
25768,8840,597827.10
25769,8839,817218.90
25770,4527,199754.90
25771,8538,990018.10
25772,1412,56663.30
25774,8837,846744.50
25775,2732,52593.50
25776,1413,46619.50
25777,8623,849942.20
25778,8838,657180.00
25779,529,170126.70
25780,2789,279462.90
25781,2748,238018.60
25782,8535,980381.00
25783,8722,1003292.60
25784,8536,786443.80
25785,5844,142896.20
25786,7098,257774.00
25787,5846,324821.90
25788,4380,540407.70
25789,4249,92823.70
25791,4254,149583.50
25792,8544,804067.80
25793,8814,960714.80
25794,2670,29553.70
25795,5871,556491.50
25796,500,98295.70
25797,8478,553356.10
25798,1949,25353.20
25799,9997,3601671.00
25800,6037,492596.10
25801,4477,486006.50
25802,9944,2223432.80
25803,4542,260880.10
25804,9879,2128507.00
25805,5936,693924.20
25806,1466,55699.60
25807,10000,4639379.80
25808,3525,322503.60
25809,9988,2728284.70
25810,4540,257677.50
25811,9980,2104548.70
25812,5920,413440.20
25813,9957,2474757.60
25814,6031,263912.90
25815,9949,1846755.10
25816,6045,317054.80
25817,5933,539106.90
25818,9909,1372693.00
25819,5932,441894.60
25820,6018,486017.50
25821,5934,418569.00
25822,9966,2598963.50
25823,6049,273190.90
25824,9975,2364705.70
25825,9962,1944282.50
25826,6026,427627.10
25827,1467,81024.70
25828,9901,1967029.20
25829,3139,207090.80
25830,4804,184318.50
25831,3118,196745.30
25832,4839,293267.50
25833,3575,73956.30
25834,3537,75604.00
25835,2537,34706.90
25836,1976,183567.30
25837,3098,138064.20
25838,5999,253943.60
25839,4829,17002.30
25840,3117,82711.50
25841,2526,138714.00
25842,9940,2790069.40
25843,4803,324583.70
25844,3147,254150.00
25845,3082,66701.00
25846,9899,1882204.70
25847,6029,379548.00
25848,9898,1587355.40
25849,6041,500118.90
25850,2021,46437.50
25851,1942,101972.20
25852,6020,387112.30
25853,6019,403705.40
25854,6978,591341.30
25855,3160,295844.70
25856,5938,521608.70
25857,9897,1053867.10
25858,1950,168314.10
25859,9938,2017239.70
25860,6983,574155.80
25861,4502,480573.60
25862,1382,56406.80
25863,4183,240417.50
25864,2706,70753.70
25865,4192,242419.40
25866,2646,90310.00
25868,4499,110505.10
25869,4199,123142.00
25870,8641,494201.10
25871,2721,196990.80
25872,8640,1226464.70
25873,5832,121898.60
25874,5810,298876.30
25875,7149,474007.20
25876,8509,1227427.20
25878,7153,679872.90
25879,1378,42059.90
25880,4210,433681.70
25881,8473,638296.70
25882,2647,281782.40
25883,8647,1478527.30
25884,498,102399.70
25886,8507,834701.20
25887,4468,259518.20
25888,8500,1058337.50
25890,593,57518.30
25891,710,12921.50
25892,5821,334049.80
25893,8634,1068388.60
25894,8870,987966.10
25895,8856,1266544.70
25896,5824,461279.90
25897,4470,250574.90
25898,8470,891432.90
25899,5870,327051.00
25900,5873,313764.30
25901,4798,346134.60
25902,9929,2159807.30
25903,2013,78128.70
25904,9928,2217502.70
25905,8651,1073500.30
25906,5816,115486.10
25907,8693,768672.00
25908,8886,1194199.50
25909,8648,845752.70
25910,8502,934678.80
25912,4627,248466.70
25913,2067,226396.70
25915,605,9176.60
25916,5822,365235.30
25917,4471,393148.60
25919,8463,825363.40
25920,7134,734757.80
25922,5954,313024.10
25923,9599,1687191.30
25924,3498,208292.70
25925,2933,231896.80
25926,375,56594.90
25927,374,39101.60
25928,9143,1095199.00
25930,9213,1529387.60
25931,9148,839150.90
25932,3936,240976.90
25933,3935,150011.00
25935,9396,1118720.10
25936,2931,220046.50
25937,3874,128135.20
25939,9110,902386.70
25941,2848,174925.70
25942,2849,192647.40
25944,4045,190948.40
25945,2917,134934.90
25946,8997,665461.30
25947,2890,228870.10
25948,9083,1243906.70
25949,3976,179193.40
25950,3969,478642.50
25951,9098,1120665.80
25952,8999,1279719.00
25953,3997,271733.70
25954,2892,112841.70
25955,4029,324902.50
25956,3682,229776.40
25958,84,28704.80
25959,3411,278893.70
25960,3201,270639.30
25961,2835,44458.80
25962,9695,1341574.60
25963,3410,115697.40
25964,3412,116267.80
25965,9709,1347559.60
25966,3405,193945.80
25967,3388,378305.80
25968,9696,1859197.80
25969,2847,214221.50
25970,9199,1384934.10
25971,2912,99247.20
25972,9012,1654433.80
25973,4027,101344.40
25974,4021,242304.60
25975,9027,815104.60
25976,2899,6218.30
25977,9072,1348072.60
25978,2963,200085.90
25979,9202,746350.40
25980,4015,288303.60
25981,4011,195212.40
25982,4004,181548.30
25983,3877,225238.80
25984,9044,956486.20
25985,8912,950487.80
25986,2842,169037.20
25987,8911,745584.60
25988,9291,1090274.20
25989,3012,77194.30
25990,9296,789943.20
25991,3013,114419.80
25992,9310,1287908.70
25993,3007,281748.20
25994,9317,625447.30
25995,3781,291296.10
25998,9276,687708.40
25999,3908,290851.50
26000,3018,93165.70
26001,3721,31543.40
26002,3799,200603.80
26003,3808,488321.10
26004,3707,243022.80
26005,9390,1454352.80
26006,3056,206697.50
26007,3031,36496.30
26008,3697,380556.90
26009,3003,65811.80
26011,3059,43000.40
26013,3764,330340.30
26014,276,36827.30
26015,9326,993068.00
26016,3696,100449.10
26017,3879,122947.80
26018,4110,471050.10
26019,2860,32033.20
26020,4086,456703.20
26021,8934,1021112.00
26022,4129,26048.20
26023,2996,125917.10
26024,4153,296836.50
26025,3904,361530.70
26026,485,45548.30
26028,4147,134899.50
26030,8906,669697.20
26031,4145,311866.20
26032,3866,109085.80
26033,8947,916198.60
26034,3810,277125.10
26036,9363,1000449.10
26038,3727,157586.30
26039,4089,97120.70
26040,4123,159569.90
26041,8993,967138.30
26042,9354,1323232.40
26044,9277,1011301.50
26045,4085,72543.10
26046,2870,109837.00
26047,4072,336280.10
26049,4649,259706.30
26050,3381,278157.20
26051,9732,1287839.10
26052,3097,169459.80
26053,3621,266188.40
26054,3616,218627.20
26055,9510,1094324.50
26056,3106,158806.50
26057,3600,16803.20
26058,3593,153453.00
26059,9480,1171715.40
26060,9459,1334145.90
26061,3635,262521.70
26062,9449,1769664.60
26063,9262,1219578.30
26064,3623,173848.40
26065,3633,153807.20
26066,9476,1231147.70
26067,9798,1591685.40
26068,3316,93860.70
26069,9265,1580174.60
26070,3228,204370.70
26071,9616,878182.90
26073,9614,1161208.70
26074,3827,159234.00
26075,3626,436964.90
26077,2986,203123.60
26078,2978,29063.90
26079,9613,1457324.50
26080,9400,1534661.70
26081,228,63332.30
26082,9253,1134580.30
26083,9445,1410496.20
26084,4644,230379.80
26085,3587,245833.30
26086,3113,326105.60
26087,3584,161587.70
26088,3083,87796.30
26089,3578,306731.30
26090,3527,373894.00
26091,9573,995672.10
26092,3526,39443.60
26093,3506,53641.50
26094,3165,379384.30
26095,8181,779348.50
26096,9797,1535907.60
26097,3081,128738.60
26098,9434,1061198.10
26099,3069,184717.90
26100,9250,827014.80
26101,3664,321580.20
26102,3660,250752.00
26103,3656,201601.70
26104,2980,315622.10
26105,3837,353841.80
26107,3839,128516.30
26108,3653,221591.60
26109,9235,982755.50
26110,3651,161873.50
26111,9428,1305813.60
26112,9793,1298213.90
26113,3331,88622.00
26114,3336,88873.60
26115,3434,198791.20
26116,98,5585.60
26117,9179,938683.90
26118,3190,329035.80
26119,9658,1030160.40
26121,3194,126584.00
26122,3421,144493.80
26124,2973,91968.70
26125,9742,1611882.90
26126,3231,258442.10
26128,9823,1768687.50
26130,9180,622280.10
26131,9191,934903.60
26132,9188,1015053.70
26133,9734,1079888.40
26134,3406,72793.50
26137,9674,1530910.70
26138,3176,200272.80
26139,110,83886.50
26141,3442,322907.90
26142,9640,1241471.20
26143,3471,166005.60
26144,9726,2023169.70
26145,9827,2069242.00
26146,3256,317737.60
26147,3315,118649.60
26148,3357,104001.00
26149,3239,88856.50
26150,309,56868.50
26151,9777,2193974.30
26152,3253,148038.40
26158,9267,1511100.40
26159,9780,1517951.40
26160,9228,992475.60
26161,9820,1483450.90
26163,9832,1566846.40
26164,3851,395948.10
26165,3300,95679.40
26166,9821,1621841.20
26167,3296,168188.30
26168,9854,1684322.20
26170,3295,279245.50
26171,2990,132227.00
26172,3291,207644.10
26173,9865,1493879.50
26174,3273,120730.90
26175,3263,268439.50
26176,4849,131981.50
26177,5983,373449.40
26178,5967,607558.20
26179,7440,478379.90
26180,4044,153112.20
26181,7427,603323.50
26182,4043,12049.40
26183,4037,359324.80
26184,7421,343512.20
26185,4229,44926.60
26186,2396,136422.60
26187,5334,446584.90
26188,4218,410801.90
26189,5285,289608.10
26190,2885,126276.20
26191,2287,56731.70
26192,2881,194875.30
26193,5337,330762.90
26194,2838,81287.30
26195,4109,323957.10
26196,2191,84023.30
26197,7444,770335.60
26198,5159,417452.60
26199,5286,99771.20
26200,4206,57826.10
26201,2874,204833.60
26202,4071,211781.10
26203,4068,106645.40
26204,2879,171710.90
26205,1238,81663.50
26206,5131,454959.00
26207,5287,445571.10
26208,5288,167333.30
26209,2861,270901.90
26210,5538,445696.90
26211,2954,171557.00
26212,2081,79024.00
26213,4429,286513.00
26214,4944,300023.20
26215,2201,47930.10
26216,3749,204776.20
26217,5791,239648.00
26218,3745,63388.50
26219,5784,747885.70
26220,3036,37653.00
26221,3736,93187.70
26222,7396,589578.80
26223,1269,88326.40
26224,5135,195941.60
26225,2867,60852.80
26226,2197,110163.10
26227,2385,89916.70
26228,4090,103345.10
26229,2308,81315.40
26230,5141,272673.00
26231,7377,834314.00
26232,5542,661702.90
26233,4087,189050.30
26234,5324,328213.80
26235,2304,142846.10
26236,5327,398022.10
26237,2302,154075.90
26238,5561,197244.90
26239,2339,283515.60
26240,5185,336969.00
26241,2340,16085.00
26242,2228,103306.00
26243,3946,243758.10
26244,2937,25432.60
26245,2223,78966.60
26246,2216,221944.60
26248,5491,251914.80
26249,3947,225997.30
26250,5365,564991.40
26251,5364,464506.90
26252,2843,224054.00
26253,4144,431907.00
26254,4265,387396.90
26255,5249,451002.80
26256,3942,77404.40
26257,5631,408851.30
26258,2633,130112.70
26259,5520,487830.10
26260,2202,311645.10
26261,5050,379736.10
26262,2242,144100.50
26263,5457,167058.50
26264,5059,188428.60
26265,5447,367338.60
26266,7334,550632.30
26267,3955,157250.40
26268,7332,902249.90
26269,3952,301846.80
26270,2785,167373.60
26271,4435,313680.00
26272,5635,221927.50
26273,2374,66324.80
26274,4161,411992.80
26275,2359,254388.20
26276,2829,133863.70
26277,2357,253637.00
26278,1270,91370.20
26279,5196,310989.20
26280,4162,560295.00
26281,2824,290635.30
26282,4164,352702.20
26283,5217,247748.50
26284,4148,223118.40
26285,5228,129388.40
26286,5207,122947.80
26287,4134,228083.50
26288,1272,14563.10
26289,4201,169379.20
26290,5176,357854.20
26291,1297,89027.50
26292,2150,67122.40
26293,2148,70827.00
26294,5175,225153.30
26295,4178,178367.70
26296,4128,97827.90
26297,5267,543011.80
26298,2324,143376.20
26299,2854,106230.10
26300,4117,213497.20
26301,2376,162915.40
26302,2327,27695.90
26303,5044,394556.90
26304,3041,105751.30
26305,4436,192475.20
26306,2768,129708.40
26307,4310,310112.20
26308,5624,132124.40
26309,5653,418103.60
26310,2112,128618.90
26311,2110,248985.80
26312,5737,345445.70
26313,5739,446636.20
26314,5741,249856.70
26315,4316,85088.40
26316,1347,116746.60
26317,5609,273802.80
26318,2172,188349.20
26319,7171,658429.50
26320,2168,134644.20
26321,3699,218843.40
26322,3789,428945.00
26323,7301,544224.70
26324,2475,273625.70
26325,3010,31058.50
26326,2955,133316.50
26327,5027,76721.60
26328,3868,180876.50
26329,2452,177518.80
26330,5601,586826.90
26331,7296,634142.60
26332,5019,371636.80
26333,2969,28978.40
26334,4276,166455.10
26335,5545,210349.60
26336,7205,857306.20
26337,2102,84006.20
26338,7194,344646.90
26339,5681,251406.70
26340,5682,197280.30
26341,3001,278996.30
26342,5004,412505.80
26343,2132,58850.90
26344,2127,203568.20
26345,4351,171243.10
26346,4347,404377.20
26347,5710,302164.40
26348,4353,104496.90
26349,5693,503882.10
26350,4463,205266.00
26351,5634,588850.80
26352,4288,372303.70
26353,4278,308332.60
26354,7203,577473.20
26355,3885,306970.70
26356,3880,155386.50
26357,3873,246739.60
26358,5041,246192.40
26359,5565,484553.00
26360,5581,220548.50
26361,5039,344601.70
26362,5587,244087.90
26363,2445,237180.70
26364,5599,249281.40
26365,5573,284712.60
