member_noSource,category_desc,Total
6076,Groceries,78812.70
6077,Groceries,159587.00
6079,Groceries,34997.60
6080,Groceries,37391.60
6082,Groceries,80716.90
6083,Groceries,101938.00
6087,Groceries,255717.10
6088,Groceries,87163.60
6091,Groceries,32409.40
6092,Groceries,95440.00
6093,Groceries,100193.80
6095,Groceries,168068.60
6096,Groceries,54611.30
6097,Groceries,47087.30
6098,Groceries,114859.50
6100,Groceries,16170.50
6102,Groceries,86394.10
6103,Groceries,53391.10
6104,Groceries,5859.20
6106,Groceries,86650.60
6107,Groceries,55996.40
6109,Groceries,41529.80
6110,Groceries,45719.30
6111,Groceries,31748.60
6112,Groceries,142664.10
6113,Groceries,45172.10
6115,Groceries,4799.00
6116,Groceries,79639.60
6118,Groceries,69283.10
6120,Groceries,41564.00
6121,Groceries,49287.10
6122,Groceries,38964.80
6123,Groceries,80272.30
6124,Groceries,16444.10
6125,Groceries,6645.80
6126,Groceries,64591.60
6127,Groceries,40349.90
6128,Groceries,109786.90
6130,Groceries,59598.40
6131,Groceries,67915.10
6133,Groceries,80945.30
6135,Groceries,66444.50
6139,Groceries,36639.20
6140,Groceries,41557.90
6143,Groceries,11998.10
6144,Groceries,9843.50
6145,Groceries,54149.60
6146,Groceries,142510.20
6149,Groceries,14186.90
6150,Groceries,70924.70
6152,Groceries,105323.80
6153,Groceries,2798.30
6154,Groceries,70753.70
6155,Groceries,199806.20
6156,Groceries,214443.80
6157,Groceries,111114.60
6158,Groceries,32825.90
6159,Groceries,4166.30
6161,Groceries,131674.90
6163,Groceries,27473.60
6164,Groceries,22189.70
6166,Groceries,104366.20
6168,Groceries,46380.10
6172,Groceries,4354.40
6174,Groceries,84211.40
6175,Groceries,94396.90
6176,Groceries,24566.60
6177,Groceries,123740.50
6178,Groceries,79423.40
6179,Groceries,12476.90
6182,Groceries,82153.30
6183,Groceries,37442.90
6184,Groceries,42789.10
6185,Groceries,82153.30
6187,Groceries,136274.80
6188,Groceries,89301.10
6189,Groceries,56127.10
6190,Groceries,51931.50
6191,Groceries,55220.80
6192,Groceries,110841.00
6193,Groceries,175479.00
6194,Groceries,52559.30
6196,Groceries,21950.30
6197,Groceries,52730.30
6200,Groceries,25336.10
6203,Groceries,78978.80
6204,Groceries,86274.40
6205,Groceries,40931.30
6206,Groceries,59330.90
6208,Groceries,76567.70
6209,Groceries,46300.70
6211,Groceries,14238.20
6212,Groceries,120064.00
6213,Groceries,30739.70
6215,Groceries,25370.30
6216,Groceries,68257.10
6217,Groceries,111514.00
6218,Groceries,38229.50
6219,Groceries,119465.50
6224,Groceries,136018.30
6225,Groceries,11587.70
6229,Groceries,41540.80
6230,Groceries,139814.50
6231,Groceries,40196.00
6233,Groceries,77433.70
6235,Groceries,86866.80
6237,Groceries,176191.10
6238,Groceries,58595.60
6239,Groceries,33732.20
6240,Groceries,104024.20
6242,Groceries,61154.50
6245,Groceries,14933.20
6247,Groceries,145354.90
6250,Groceries,78756.50
6251,Groceries,56988.20
6252,Groceries,71232.50
6253,Groceries,116637.90
6255,Groceries,66370.00
6258,Groceries,128847.30
6259,Groceries,48893.80
6260,Groceries,36468.20
6261,Groceries,42863.60
6263,Groceries,88976.20
6264,Groceries,94875.70
6266,Groceries,143969.80
6271,Groceries,72737.30
6277,Groceries,72309.80
6278,Groceries,58726.30
6279,Groceries,82997.30
6281,Groceries,57296.00
6282,Groceries,73746.20
6284,Groceries,63725.60
6286,Groceries,34279.40
6287,Groceries,63976.00
6288,Groceries,91233.40
6290,Groceries,98392.20
6292,Groceries,53927.30
6295,Groceries,101715.70
6296,Groceries,137967.70
6297,Groceries,48660.50
6298,Groceries,82980.20
6299,Groceries,112574.20
6300,Groceries,88189.60
6302,Groceries,54474.50
6304,Groceries,29029.70
6305,Groceries,72925.40
6308,Groceries,95280.00
6309,Groceries,155933.70
6310,Groceries,85288.70
6311,Groceries,171437.30
6312,Groceries,17487.20
6313,Groceries,56167.40
6315,Groceries,19573.40
6316,Groceries,158686.80
6319,Groceries,6697.10
6320,Groceries,112157.70
6321,Groceries,200073.70
6323,Groceries,127194.70
6324,Groceries,84273.70
6327,Groceries,60624.40
6328,Groceries,63298.10
6329,Groceries,48369.80
6331,Groceries,506.90
6333,Groceries,54987.50
6334,Groceries,67573.10
6335,Groceries,75426.90
6337,Groceries,83812.00
6338,Groceries,60938.30
6339,Groceries,25678.10
6340,Groceries,27285.50
6341,Groceries,77963.80
6342,Groceries,11279.90
6344,Groceries,89933.80
6346,Groceries,74697.70
6347,Groceries,24583.70
6349,Groceries,109410.70
6350,Groceries,2080.10
6351,Groceries,8372.90
6352,Groceries,61776.20
6353,Groceries,44624.90
6354,Groceries,60322.70
6355,Groceries,226253.80
6356,Groceries,136873.30
6357,Groceries,126573.00
6362,Groceries,2097.20
6364,Groceries,45736.40
6365,Groceries,15657.50
6366,Groceries,128237.80
6367,Groceries,45548.30
6368,Groceries,38332.10
6369,Groceries,22719.80
6370,Groceries,78015.10
6373,Groceries,53910.20
6374,Groceries,60254.30
6375,Groceries,148204.50
6376,Groceries,115840.30
6378,Groceries,22018.70
6379,Groceries,113514.70
6381,Groceries,9296.30
6382,Groceries,94311.40
6383,Groceries,34262.30
6386,Groceries,84553.40
6387,Groceries,53476.60
6388,Groceries,19641.80
6389,Groceries,46642.70
6392,Groceries,101903.80
6395,Groceries,23574.80
6397,Groceries,83184.20
6399,Groceries,27371.00
6400,Groceries,56629.10
6403,Groceries,58247.50
6405,Groceries,85710.10
6406,Groceries,5568.50
6407,Groceries,81920.00
6411,Groceries,76920.70
6412,Groceries,51447.80
6413,Groceries,25558.40
6416,Groceries,67060.10
6419,Groceries,98734.20
6420,Groceries,84348.20
6422,Groceries,115896.50
6423,Groceries,38297.90
6424,Groceries,36758.90
6425,Groceries,77303.00
6426,Groceries,69710.60
6427,Groceries,56663.30
6429,Groceries,71249.60
6430,Groceries,55893.80
6431,Groceries,104377.20
6433,Groceries,82313.30
6434,Groceries,113343.70
6435,Groceries,86069.20
6436,Groceries,128094.90
6437,Groceries,59929.40
6439,Groceries,63588.80
6440,Groceries,38161.10
6441,Groceries,67054.00
6443,Groceries,16888.70
6445,Groceries,4867.40
6446,Groceries,52547.10
6448,Groceries,44265.80
6451,Groceries,98124.70
6452,Groceries,72258.50
6453,Groceries,59376.10
6457,Groceries,74800.30
6458,Groceries,106127.50
6460,Groceries,18598.70
6461,Groceries,113600.20
6463,Groceries,163132.80
6467,Groceries,74954.20
6468,Groceries,106247.20
6469,Groceries,73746.20
6470,Groceries,84587.60
6471,Groceries,154172.40
6472,Groceries,90617.80
6473,Groceries,11433.80
6474,Groceries,40292.50
6475,Groceries,2405.00
6476,Groceries,52217.30
6478,Groceries,40309.60
6479,Groceries,73250.30
6480,Groceries,17247.80
6481,Groceries,162164.20
6482,Groceries,16717.70
6483,Groceries,24156.20
6485,Groceries,15349.70
6486,Groceries,64779.70
6489,Groceries,78579.40
6493,Groceries,11827.10
6496,Groceries,59348.00
6497,Groceries,98518.00
6499,Groceries,47189.90
6500,Groceries,120577.00
6501,Groceries,48147.50
6505,Groceries,64557.40
6506,Groceries,22200.70
6507,Groceries,105044.10
6508,Groceries,14922.20
6509,Groceries,77143.00
6510,Groceries,37973.00
6512,Groceries,75952.10
6513,Groceries,79047.20
6515,Groceries,77149.10
6517,Groceries,81646.40
6518,Groceries,130153.00
6520,Groceries,131332.90
6521,Groceries,148238.70
6522,Groceries,51362.30
6524,Groceries,52200.20
6525,Groceries,1464.50
6526,Groceries,109137.10
6528,Groceries,40007.90
6529,Groceries,96106.90
6530,Groceries,21351.80
6533,Groceries,17795.00
6534,Groceries,67122.40
6535,Groceries,38525.10
6536,Groceries,32745.30
6538,Groceries,541.10
6539,Groceries,28123.40
6540,Groceries,159775.10
6541,Groceries,72241.40
6542,Groceries,102872.40
6543,Groceries,83036.40
6545,Groceries,1686.80
6546,Groceries,129822.00
6547,Groceries,124681.00
6548,Groceries,52593.50
6550,Groceries,27490.70
6558,Groceries,15879.80
6559,Groceries,90959.80
6561,Groceries,82837.30
6562,Groceries,113502.50
6563,Groceries,23078.90
6564,Groceries,153904.90
6565,Groceries,44026.40
6566,Groceries,232484.30
6567,Groceries,36581.80
6568,Groceries,150433.60
6569,Groceries,36502.40
6571,Groceries,194954.70
6574,Groceries,123409.50
6575,Groceries,147281.10
6576,Groceries,14625.40
6577,Groceries,156788.70
6581,Groceries,170018.00
6582,Groceries,62152.40
6584,Groceries,36092.00
6588,Groceries,177599.40
6589,Groceries,62220.80
6590,Groceries,81560.90
6591,Groceries,51841.10
6592,Groceries,75809.20
6594,Groceries,35305.40
6595,Groceries,125159.80
6596,Groceries,83059.60
6598,Groceries,39580.40
6599,Groceries,19077.50
6600,Groceries,169545.30
6601,Groceries,81571.90
6602,Groceries,20206.10
6604,Groceries,157147.80
6605,Groceries,48318.50
6606,Groceries,11126.00
6607,Groceries,160749.80
6608,Groceries,133333.60
6609,Groceries,54947.20
6610,Groceries,1601.30
6611,Groceries,15230.00
6612,Groceries,121671.40
6614,Groceries,152131.40
6617,Groceries,89745.70
6618,Groceries,80295.50
6620,Groceries,20787.50
6624,Groceries,38845.10
6625,Groceries,58042.30
6626,Groceries,133851.50
6627,Groceries,81714.80
6628,Groceries,67385.00
6629,Groceries,76277.00
6632,Groceries,58766.60
6634,Groceries,80118.40
6636,Groceries,145468.50
6638,Groceries,78151.90
6640,Groceries,148563.60
6641,Groceries,63794.00
6642,Groceries,42761.00
6643,Groceries,141597.80
6645,Groceries,102057.70
6646,Groceries,84895.40
6647,Groceries,56452.00
6648,Groceries,141216.70
6649,Groceries,124817.80
6650,Groceries,101658.30
6651,Groceries,81047.90
6654,Groceries,29833.40
6656,Groceries,58213.30
6657,Groceries,147.80
6658,Groceries,82136.20
6660,Groceries,126031.90
6661,Groceries,97115.80
6662,Groceries,146494.50
6663,Groceries,144288.60
6664,Groceries,123843.10
6665,Groceries,126436.20
6666,Groceries,66147.70
6667,Groceries,23762.90
6668,Groceries,28670.60
6670,Groceries,53681.80
6672,Groceries,6280.60
6673,Groceries,59245.40
6675,Groceries,155694.30
6676,Groceries,81800.30
6678,Groceries,82809.20
6679,Groceries,93552.90
6680,Groceries,78568.40
6681,Groceries,36485.30
6682,Groceries,77166.20
6683,Groceries,160835.30
6686,Groceries,51054.50
6687,Groceries,42521.60
6688,Groceries,28944.20
6689,Groceries,156042.40
6694,Groceries,71078.60
6696,Groceries,171072.10
6697,Groceries,47309.60
6699,Groceries,68507.50
6700,Groceries,24104.90
6701,Groceries,23357.40
6702,Groceries,35903.90
6703,Groceries,83168.30
6706,Groceries,35031.80
6707,Groceries,63332.30
6708,Groceries,70377.50
6709,Groceries,80688.80
6710,Groceries,172429.10
6711,Groceries,97663.00
6712,Groceries,25849.10
6714,Groceries,62779.00
6715,Groceries,161514.40
6717,Groceries,124475.80
6718,Groceries,74789.30
6719,Groceries,111616.60
6720,Groceries,81372.80
6721,Groceries,138850.80
6722,Groceries,40007.90
6725,Groceries,111001.00
6728,Groceries,63315.20
6729,Groceries,116968.90
6730,Groceries,59638.70
6733,Groceries,58082.60
6734,Groceries,103379.30
6735,Groceries,31389.50
6736,Groceries,82091.00
6737,Groceries,91438.60
6738,Groceries,86907.10
6739,Groceries,116182.30
6740,Groceries,37169.30
6742,Groceries,36023.60
6744,Groceries,61188.70
6745,Groceries,83920.70
6746,Groceries,191706.90
6747,Groceries,48455.30
6748,Groceries,130751.50
6749,Groceries,79868.00
6751,Groceries,24344.30
6752,Groceries,134222.80
6753,Groceries,100450.30
6754,Groceries,24806.00
6755,Groceries,120730.90
6756,Groceries,58863.10
6757,Groceries,46659.80
6758,Groceries,23249.90
6759,Groceries,139586.10
6761,Groceries,183362.10
6762,Groceries,114096.10
6763,Groceries,231082.10
6764,Groceries,146517.70
6765,Groceries,16153.40
6766,Groceries,69864.50
6768,Groceries,41222.00
6771,Groceries,40743.20
6772,Groceries,11297.00
6773,Groceries,35265.10
6774,Groceries,146032.80
6775,Groceries,84701.20
6776,Groceries,136536.20
6778,Groceries,81099.20
6779,Groceries,16803.20
6780,Groceries,77211.40
6781,Groceries,57740.60
6782,Groceries,36245.90
6783,Groceries,64272.80
6786,Groceries,20890.10
6787,Groceries,71095.70
6788,Groceries,4303.10
6789,Groceries,87157.50
6791,Groceries,61331.60
6792,Groceries,97594.60
6793,Groceries,171625.40
6794,Groceries,72959.60
6795,Groceries,55654.40
6797,Groceries,93131.50
6799,Groceries,64580.60
6802,Groceries,84091.70
6804,Groceries,107581.00
6806,Groceries,292140.10
6808,Groceries,64181.20
6809,Groceries,101271.10
6810,Groceries,37237.70
6811,Groceries,138104.50
6812,Groceries,129657.10
6813,Groceries,127889.70
6815,Groceries,52388.30
6816,Groceries,7432.40
6817,Groceries,53482.70
6818,Groceries,58527.20
6819,Groceries,56958.90
6820,Groceries,93217.00
6822,Groceries,194237.70
6825,Groceries,85066.40
6826,Groceries,128573.70
6827,Groceries,174299.10
6828,Groceries,76824.20
6830,Groceries,97885.30
6833,Groceries,69698.40
6835,Groceries,80152.60
6836,Groceries,48432.10
6837,Groceries,130341.10
6838,Groceries,93341.60
6839,Groceries,143542.30
6840,Groceries,35989.40
6841,Groceries,220434.90
6842,Groceries,30705.50
6843,Groceries,33441.50
6846,Groceries,159370.80
6847,Groceries,10151.30
6848,Groceries,150273.60
6849,Groceries,39683.00
6850,Groceries,76174.40
6851,Groceries,60185.90
6852,Groceries,159484.40
6854,Groceries,49013.50
6855,Groceries,47018.90
6856,Groceries,120029.80
6857,Groceries,29542.70
6859,Groceries,117926.50
6860,Groceries,14015.90
6861,Groceries,48192.70
6862,Groceries,150889.20
6863,Groceries,73740.10
6864,Groceries,106606.30
6865,Groceries,176943.50
6866,Groceries,196352.00
6868,Groceries,7483.70
6869,Groceries,56783.00
6870,Groceries,22035.80
6871,Groceries,119487.50
6872,Groceries,24190.40
6873,Groceries,61485.50
6874,Groceries,174908.60
6876,Groceries,5551.40
6877,Groceries,6406.40
6880,Groceries,110128.90
6882,Groceries,80090.30
6884,Groceries,172264.20
6885,Groceries,93843.60
6886,Groceries,75644.30
6887,Groceries,105546.10
6888,Groceries,187278.00
6890,Groceries,30124.10
6891,Groceries,18239.60
6893,Groceries,68359.70
6894,Groceries,7945.40
6895,Groceries,26858.00
6897,Groceries,162329.10
6898,Groceries,69830.30
6900,Groceries,77998.00
6901,Groceries,66541.00
6902,Groceries,21266.30
6904,Groceries,109804.00
6905,Groceries,58339.10
6906,Groceries,5705.30
6908,Groceries,165606.20
6909,Groceries,40919.10
6910,Groceries,22839.50
6911,Groceries,10082.90
6912,Groceries,106343.70
6913,Groceries,106520.80
6914,Groceries,84963.80
6916,Groceries,113514.70
6918,Groceries,27798.50
6919,Groceries,9159.50
6922,Groceries,210402.10
6923,Groceries,30141.20
6925,Groceries,59108.60
6926,Groceries,69813.20
6927,Groceries,41444.30
6928,Groceries,3311.30
6929,Groceries,21619.30
6930,Groceries,126921.10
6931,Groceries,38126.90
6933,Groceries,44180.30
6936,Groceries,72053.30
6937,Groceries,50672.20
6938,Groceries,90446.80
6939,Groceries,24275.90
6940,Groceries,136172.20
6941,Groceries,16762.90
6943,Groceries,68735.90
6944,Groceries,88104.10
6945,Groceries,78500.00
6947,Groceries,33202.10
6949,Groceries,137927.40
6950,Groceries,203574.30
6951,Groceries,69191.50
6952,Groceries,34912.10
6953,Groceries,84124.70
6954,Groceries,116518.20
6956,Groceries,116723.40
6957,Groceries,26071.40
6958,Groceries,87779.20
6959,Groceries,82860.50
6960,Groceries,84844.10
6961,Groceries,49019.60
6962,Groceries,43445.00
6963,Groceries,142305.00
6967,Groceries,16392.80
6969,Groceries,89540.50
6970,Groceries,69590.90
6971,Groceries,104434.60
6972,Groceries,19618.60
6973,Groceries,81099.20
6974,Groceries,54530.70
6975,Groceries,103784.80
6976,Groceries,41609.20
6978,Groceries,50678.30
6979,Groceries,96209.50
6980,Groceries,106897.00
6981,Groceries,32244.50
6982,Groceries,40172.80
6984,Groceries,38001.10
6985,Groceries,21471.50
6986,Groceries,250986.50
6987,Groceries,112226.10
6988,Groceries,86849.70
6990,Groceries,180643.20
6992,Groceries,53038.10
6993,Groceries,193473.10
6994,Groceries,80208.80
6995,Groceries,109507.20
6996,Groceries,87574.00
6998,Groceries,113947.10
7000,Groceries,192538.70
7001,Groceries,52661.90
7002,Groceries,175581.60
7003,Groceries,32193.20
7005,Groceries,68120.30
7006,Groceries,34895.00
7008,Groceries,61855.60
7009,Groceries,6851.00
7010,Groceries,116255.60
7013,Groceries,23301.20
7015,Groceries,9210.80
7016,Groceries,39033.20
7019,Groceries,54200.90
7020,Groceries,142396.60
7021,Groceries,69362.50
7022,Groceries,113377.90
7025,Groceries,2216.90
7026,Groceries,79885.10
7028,Groceries,160909.80
7029,Groceries,36838.30
7031,Groceries,169459.80
7032,Groceries,84809.90
7034,Groceries,3448.10
7035,Groceries,127445.10
7036,Groceries,79383.10
7037,Groceries,54731.00
7039,Groceries,70616.90
7040,Groceries,79519.90
7041,Groceries,71181.20
7044,Groceries,18256.70
7045,Groceries,93559.00
7048,Groceries,105853.90
7049,Groceries,196112.60
7051,Groceries,119071.00
7052,Groceries,53328.80
7053,Groceries,108076.90
7054,Groceries,88343.50
7056,Groceries,100980.40
7058,Groceries,67378.90
7059,Groceries,64324.10
7060,Groceries,39306.80
7061,Groceries,20770.40
7062,Groceries,135465.00
7063,Groceries,119220.00
7066,Groceries,22634.30
7067,Groceries,4046.60
7068,Groceries,40999.70
7069,Groceries,66096.40
7070,Groceries,76567.70
7071,Groceries,2063.00
7072,Groceries,13964.60
7073,Groceries,113839.60
7074,Groceries,53938.30
7076,Groceries,267430.60
7077,Groceries,113320.50
7078,Groceries,11399.60
7079,Groceries,5978.90
7080,Groceries,184405.20
7081,Groceries,69419.90
7082,Groceries,73175.80
7083,Groceries,118621.50
7084,Groceries,77707.30
7085,Groceries,50278.90
7086,Groceries,66017.00
7087,Groceries,122161.20
7088,Groceries,53260.40
7090,Groceries,38092.70
7091,Groceries,197121.50
7092,Groceries,63144.20
7094,Groceries,153698.50
7095,Groceries,11119.90
7096,Groceries,125102.40
7097,Groceries,67692.80
7098,Groceries,43222.70
7099,Groceries,136798.80
7100,Groceries,71762.60
7102,Groceries,57597.70
7105,Groceries,139729.00
7106,Groceries,86719.00
7107,Groceries,50490.20
7108,Groceries,90184.20
7109,Groceries,52559.30
7110,Groceries,15230.00
7111,Groceries,18889.40
7112,Groceries,4228.60
7113,Groceries,68644.30
7114,Groceries,77935.70
7115,Groceries,61023.80
7116,Groceries,67378.90
7117,Groceries,168861.30
7118,Groceries,125478.60
7120,Groceries,153573.90
7121,Groceries,1806.50
7123,Groceries,48780.20
7125,Groceries,88822.30
7126,Groceries,46112.60
7127,Groceries,103522.20
7128,Groceries,36092.00
7129,Groceries,94892.80
7130,Groceries,136593.60
7131,Groceries,78961.70
7132,Groceries,71722.30
7133,Groceries,52775.50
7134,Groceries,148689.40
7135,Groceries,19128.80
7136,Groceries,132558.00
7139,Groceries,39751.40
7140,Groceries,32654.90
7141,Groceries,11735.50
7142,Groceries,79605.40
7143,Groceries,127616.10
7145,Groceries,52200.20
7146,Groceries,58162.00
7147,Groceries,89175.30
7149,Groceries,42333.50
7150,Groceries,43250.80
7152,Groceries,6149.90
7154,Groceries,56281.00
7155,Groceries,40948.40
7157,Groceries,262631.60
7158,Groceries,200067.60
7160,Groceries,88565.80
7161,Groceries,183806.70
7162,Groceries,14819.60
7163,Groceries,81612.20
7164,Groceries,101624.10
7165,Groceries,1652.60
7166,Groceries,30135.10
7167,Groceries,55295.30
7168,Groceries,41033.90
7169,Groceries,6218.30
7170,Groceries,11211.50
7171,Groceries,73609.40
7172,Groceries,88668.40
7173,Groceries,16991.30
7175,Groceries,76294.10
7176,Groceries,143627.80
7179,Groceries,59615.50
7182,Groceries,10658.20
7184,Groceries,111268.50
7186,Groceries,52046.30
7188,Groceries,157233.30
7189,Groceries,83384.50
7190,Groceries,28704.80
7191,Groceries,5106.80
7192,Groceries,45559.30
7193,Groceries,147332.40
7194,Groceries,28892.90
7196,Groceries,72617.60
7197,Groceries,72662.80
7198,Groceries,79885.10
7201,Groceries,196204.20
7202,Groceries,62054.70
7203,Groceries,135636.00
7204,Groceries,80221.00
7205,Groceries,75781.10
7206,Groceries,34689.80
7207,Groceries,152484.40
7208,Groceries,125752.20
7209,Groceries,81885.80
7210,Groceries,45821.90
7211,Groceries,39426.50
7212,Groceries,41882.80
7213,Groceries,62180.50
7214,Groceries,108868.40
7215,Groceries,139004.70
7216,Groceries,122879.40
7218,Groceries,57620.90
7220,Groceries,170753.30
7222,Groceries,141079.90
7223,Groceries,64768.70
7226,Groceries,162899.50
7230,Groceries,101031.70
7231,Groceries,41369.80
7232,Groceries,74663.50
7233,Groceries,25746.50
7234,Groceries,73723.00
7235,Groceries,137967.70
7236,Groceries,80073.20
7237,Groceries,83989.10
7238,Groceries,98945.50
7240,Groceries,62921.90
7241,Groceries,69830.30
7242,Groceries,69060.80
7243,Groceries,43376.60
7244,Groceries,155859.20
7245,Groceries,67738.00
7246,Groceries,84820.90
7247,Groceries,38251.50
7248,Groceries,54314.50
7251,Groceries,28602.20
7252,Groceries,140082.00
7253,Groceries,97605.60
7254,Groceries,43376.60
7255,Groceries,69898.70
7256,Groceries,13349.00
7257,Groceries,101305.30
7258,Groceries,22292.30
7259,Groceries,71910.40
7261,Groceries,67350.80
7262,Groceries,88525.50
7263,Groceries,96117.90
7264,Groceries,176755.40
7265,Groceries,140976.10
7266,Groceries,101453.10
7267,Groceries,39403.30
7268,Groceries,79006.90
7269,Groceries,83948.80
7270,Groceries,84331.10
7271,Groceries,38514.10
7272,Groceries,5722.40
7273,Groceries,77097.80
7274,Groceries,123785.70
7275,Groceries,64204.40
7276,Groceries,199601.00
7277,Groceries,59262.50
7278,Groceries,34433.30
7280,Groceries,94362.70
7282,Groceries,20907.20
7284,Groceries,62744.80
7286,Groceries,22514.60
7287,Groceries,138320.70
7288,Groceries,29303.30
7289,Groceries,67008.80
7290,Groceries,238486.40
7291,Groceries,168981.00
7292,Groceries,51140.00
7294,Groceries,28465.40
7295,Groceries,48198.80
7297,Groceries,184661.70
7299,Groceries,98518.00
7300,Groceries,28533.80
7302,Groceries,261787.60
7303,Groceries,69932.90
7304,Groceries,34228.10
7305,Groceries,88480.30
7306,Groceries,27268.40
7308,Groceries,56121.00
7309,Groceries,69779.00
7311,Groceries,112106.40
7313,Groceries,15383.90
7314,Groceries,130734.40
7315,Groceries,126202.90
7316,Groceries,104503.00
7318,Groceries,32039.30
7320,Groceries,155854.30
7321,Groceries,153967.20
7322,Groceries,15845.60
7323,Groceries,38992.90
7324,Groceries,96186.30
7325,Groceries,103887.40
7326,Groceries,124168.00
7327,Groceries,75764.00
7328,Groceries,16307.30
7331,Groceries,47275.40
7332,Groceries,128949.90
7334,Groceries,109889.50
7335,Groceries,37391.60
7336,Groceries,197463.50
7338,Groceries,183178.90
7339,Groceries,21351.80
7340,Groceries,24703.40
7342,Groceries,44738.50
7343,Groceries,79479.60
7346,Groceries,58151.00
7348,Groceries,33629.60
7350,Groceries,3106.10
7351,Groceries,184576.20
7352,Groceries,189700.10
7353,Groceries,65726.30
7354,Groceries,74481.50
7355,Groceries,77491.10
7356,Groceries,70001.30
7357,Groceries,59273.50
7358,Groceries,108464.10
7360,Groceries,82244.90
7362,Groceries,14101.40
7364,Groceries,29622.10
7365,Groceries,70463.00
7368,Groceries,78932.40
7371,Groceries,11519.30
7373,Groceries,137482.80
7374,Groceries,176111.70
7376,Groceries,105717.10
7377,Groceries,58116.80
7378,Groceries,63018.40
7379,Groceries,90703.30
7380,Groceries,35213.80
7381,Groceries,77439.80
7383,Groceries,96819.00
7384,Groceries,184228.10
7385,Groceries,121699.50
7386,Groceries,110088.60
7387,Groceries,79594.40
7388,Groceries,133402.00
7389,Groceries,105016.00
7392,Groceries,64460.90
7393,Groceries,107324.50
7394,Groceries,60681.80
7395,Groceries,129092.80
7397,Groceries,114318.40
7398,Groceries,171266.30
7399,Groceries,68917.90
7400,Groceries,130204.30
7402,Groceries,199218.70
7403,Groceries,42111.20
7405,Groceries,18900.40
7406,Groceries,82980.20
7407,Groceries,52131.80
7408,Groceries,38126.90
7409,Groceries,883.10
7410,Groceries,23044.70
7411,Groceries,24412.70
7412,Groceries,182381.30
7413,Groceries,38486.00
7414,Groceries,227833.10
7415,Groceries,93302.50
7416,Groceries,192373.80
7417,Groceries,47771.30
7418,Groceries,55517.60
7419,Groceries,69898.70
7420,Groceries,524.00
7421,Groceries,164.90
7422,Groceries,26020.10
7423,Groceries,95166.40
7424,Groceries,169539.20
7425,Groceries,75404.90
7426,Groceries,26920.30
7427,Groceries,38554.40
7428,Groceries,163936.50
7430,Groceries,102177.40
7431,Groceries,82409.80
7432,Groceries,73500.70
7433,Groceries,137670.90
7434,Groceries,188953.80
7435,Groceries,14238.20
7436,Groceries,134432.90
7437,Groceries,40418.30
7438,Groceries,106076.20
7439,Groceries,64437.70
7440,Groceries,11519.30
7441,Groceries,20411.30
7443,Groceries,41427.20
7445,Groceries,58270.70
7446,Groceries,3174.50
7447,Groceries,144568.30
7449,Groceries,85607.50
7450,Groceries,51464.90
7451,Groceries,57597.70
7452,Groceries,46551.10
7453,Groceries,76578.70
7454,Groceries,9005.60
7455,Groceries,7740.20
7456,Groceries,79320.80
7458,Groceries,47087.30
7459,Groceries,38873.20
7460,Groceries,6543.20
7461,Groceries,70559.50
7463,Groceries,14340.80
7464,Groceries,130101.70
7465,Groceries,41352.70
7467,Groceries,189090.60
7469,Groceries,34296.50
7470,Groceries,77382.40
7471,Groceries,118986.70
7472,Groceries,162761.50
7473,Groceries,150433.60
7474,Groceries,192070.90
7475,Groceries,123655.00
7477,Groceries,97970.80
7481,Groceries,83521.30
7482,Groceries,78784.60
7484,Groceries,90754.60
7485,Groceries,28978.40
7486,Groceries,21232.10
7487,Groceries,80500.70
7489,Groceries,57125.00
7490,Groceries,153078.00
7491,Groceries,58435.60
7492,Groceries,84433.70
7493,Groceries,54765.20
7495,Groceries,143177.10
7497,Groceries,129856.20
7498,Groceries,72976.70
7499,Groceries,70052.60
7500,Groceries,62248.90
7501,Groceries,100050.90
7502,Groceries,112858.80
7504,Groceries,73643.60
7505,Groceries,74207.90
7506,Groceries,109558.50
7507,Groceries,89968.00
7508,Groceries,53203.00
7509,Groceries,2764.10
7512,Groceries,55808.30
7513,Groceries,87020.70
7514,Groceries,74464.40
7516,Groceries,74828.40
7517,Groceries,72497.90
7518,Groceries,25860.10
7519,Groceries,32928.50
7520,Groceries,52337.00
7521,Groceries,101310.20
7522,Groceries,86319.60
7526,Groceries,19607.60
7527,Groceries,103904.50
7528,Groceries,1481.60
7529,Groceries,67983.50
7530,Groceries,128699.50
7531,Groceries,299294.00
7532,Groceries,66643.60
7534,Groceries,75569.80
7535,Groceries,128385.60
7536,Groceries,56714.60
7538,Groceries,64854.20
7539,Groceries,56150.30
7540,Groceries,61382.90
7541,Groceries,260915.50
7542,Groceries,156589.60
7543,Groceries,108423.80
7544,Groceries,21830.60
7547,Groceries,191279.40
7548,Groceries,16273.10
7549,Groceries,70160.10
7550,Groceries,133231.00
7551,Groceries,81708.70
7552,Groceries,23335.40
7553,Groceries,80210.00
7554,Groceries,83920.70
7555,Groceries,45514.10
7556,Groceries,37716.50
7557,Groceries,144032.10
7558,Groceries,19966.70
7560,Groceries,58350.10
7563,Groceries,102810.10
7565,Groceries,43291.10
7566,Groceries,58133.90
7567,Groceries,103819.00
7568,Groceries,78739.40
7569,Groceries,181891.50
7570,Groceries,15366.80
7571,Groceries,84143.00
7572,Groceries,24258.80
